0.00000,10.00000,5.00000,7.07107,11.18034,7.07107,20.15564,18.75000,24.62214,23.04886,23.75000,24.27061,37.50000,38.81044,42.50000,42.79311,43.66062,42.79311,57.50000,58.36309,62.50000,62.69968,63.29494,62.69968,77.50000,78.14250,82.50000,82.65138,83.10385,82.65138,100.00000,100.49876,105.00000,105.11898,105.47512,105.11898,122.50000,122.90749,127.50000,127.59800,127.89156,127.59800,145.00000,144.09741,150.00000,150.08331,149.08576,148.83401,165.00000,165.30275,170.00000,170.07351,170.29386,170.07351,252.16872,239.14235,225.71068,213.80847,203.70398,196.45690,191.03746,187.75816,186.31710,191.25000,201.25000,191.31535,196.31368,201.31210,202.00944,192.16692,197.53560,202.50386,192.71903,194.89180,204.71398,195.91532,200.79918,205.68863,199.70682,209.30316,201.20341,205.96192,210.73161,206.35603,215.65670,208.28541,212.88568,217.50359,215.81604,224.72553,218.17782,222.57372,226.99463,227.11850,235.60096,229.85389,234.03058,238.23898,240.00326,247.31685,243.05671,246.25317,250.25612,252.58971,260.24328,255.88388,259.64218,0.00000
10.00000,0.00000,11.18034,15.81139,5.00000,7.07107,17.50000,21.25000,22.50000,23.04886,25.76941,28.09026,38.81044,37.50000,43.66062,45.06939,42.50000,42.79311,58.36309,57.50000,63.29494,64.27480,62.50000,62.69968,78.14250,77.50000,83.10385,83.85255,82.50000,82.65138,100.49876,100.00000,105.47512,106.06602,105.00000,105.11898,122.90749,122.50000,127.89156,128.37932,127.50000,127.59800,145.34442,143.75000,150.33296,150.74813,148.75000,148.83401,165.30275,165.00000,170.29386,170.66048,170.00000,170.07351,244.87561,231.43911,217.53233,205.15619,194.60296,187.00351,181.30172,177.84298,176.32091,181.25000,191.25000,181.31895,186.31710,191.31535,192.04898,182.21725,187.60414,192.56898,182.79941,185.08866,194.89180,186.16609,191.03746,195.91532,190.15208,199.70682,191.72327,196.45690,201.20341,197.12385,206.35603,199.14269,203.70398,208.28541,207.00619,215.81604,209.46733,213.80847,218.17782,218.76429,227.11850,221.60283,225.71068,229.85389,232.11325,239.25013,235.26913,238.36028,242.28728,245.10521,252.58971,248.49862,252.16872,10.00000
5.00000,11.18034,0.00000,5.00000,10.00000,5.00000,16.00781,13.75000,20.15564,18.20027,18.75000,19.40522,32.50000,34.00368,37.50000,37.83186,38.81044,37.83186,52.50000,53.44390,57.50000,57.71698,58.36309,57.71698,72.50000,73.18641,77.50000,77.66112,78.14250,77.66112,95.00000,95.52487,100.00000,100.12492,100.49876,100.12492,117.50000,117.92476,122.50000,122.60200,122.90749,122.60200,140.00000,139.10989,145.00000,145.08618,144.09741,143.83693,160.00000,160.31220,165.00000,165.07574,165.30275,165.07574,248.82537,236.03826,222.92445,211.39788,201.73079,194.92386,189.98766,187.19141,186.25000,191.31535,201.31210,191.25000,196.25000,201.25000,201.63783,191.74364,197.02871,202.00944,192.16692,193.99178,203.85733,194.89180,199.80068,204.71398,198.32502,207.98513,199.70682,204.50015,209.30316,204.53071,213.91076,206.35603,210.99837,215.65670,213.54522,222.54564,215.81604,220.25908,224.72553,224.46116,233.04037,227.11850,231.34458,235.60096,237.01595,244.44452,240.00326,243.26554,247.31685,249.35229,257.10224,252.58971,256.39630,5.00000
7.07107,15.81139,5.00000,0.00000,15.00000,10.00000,19.52562,14.63087,23.04886,20.15564,19.40522,18.75000,32.88237,35.79455,37.83186,37.50000,40.38874,38.81044,52.73756,54.60082,57.71698,57.50000,59.42432,58.36309,72.67221,74.03546,77.66112,77.50000,78.93827,78.14250,95.13149,96.17692,100.12492,100.00000,101.11874,100.49876,117.60633,118.45358,122.60200,122.50000,123.41495,122.90749,140.08926,139.55846,145.08618,145.00000,144.53049,144.09741,160.07811,160.70159,165.07574,165.00000,165.68042,165.30275,252.58971,240.00326,227.11850,215.81604,206.35603,199.70682,194.89180,192.16692,191.25000,196.31368,206.31060,196.25000,201.25000,206.25000,206.62844,196.73110,202.00944,206.99109,197.14367,198.92288,208.79491,199.80068,204.71398,209.63137,203.15096,212.82695,204.50015,209.30316,214.11519,209.21356,218.62139,210.99837,215.65670,220.33001,218.03454,227.07722,220.25908,224.72553,229.21401,228.73634,237.37168,231.34458,235.60096,239.88604,241.06858,248.57720,244.00628,247.31685,251.40232,253.20755,261.03460,256.39630,260.24328,7.07107
11.18034,5.00000,10.00000,15.00000,0.00000,5.00000,12.50000,17.00184,17.50000,18.20027,21.25000,24.01172,34.00368,32.50000,38.81044,40.38874,37.50000,37.83186,53.44390,52.50000,58.36309,59.42432,57.50000,57.71698,73.18641,72.50000,78.14250,78.93827,77.50000,77.66112,95.52487,95.00000,100.49876,101.11874,100.00000,100.12492,117.92476,117.50000,122.90749,123.41495,122.50000,122.60200,140.35669,138.75000,145.34442,145.77380,143.75000,143.83693,160.31220,160.00000,165.30275,165.68042,165.00000,165.07574,241.43128,228.23028,214.63996,202.64270,192.53652,185.39232,180.19521,177.24453,176.25000,181.31895,191.31535,181.25000,186.25000,191.25000,191.65806,181.77080,187.07034,192.04898,182.21725,184.14074,193.99178,185.08866,189.98766,194.89180,188.70032,198.32502,190.15208,194.92386,199.70682,195.21222,204.53071,197.12385,201.73079,206.35603,204.63764,213.54522,207.00619,211.39788,215.81604,216.00420,224.46116,218.76429,222.92445,227.11850,229.02306,236.27976,232.11325,235.27245,239.25013,241.76758,249.35229,245.10521,248.82537,11.18034
7.07107,7.07107,5.00000,10.00000,5.00000,0.00000,13.46291,14.63087,18.20027,17.50000,19.40522,21.25000,32.88237,32.88237,37.83186,38.81044,37.83186,37.50000,52.73756,52.73756,57.71698,58.36309,57.71698,57.50000,72.67221,72.67221,77.66112,78.14250,77.66112,77.50000,95.13149,95.13149,100.12492,100.49876,100.12492,100.00000,117.60633,117.60633,122.60200,122.90749,122.60200,122.50000,140.08926,138.84006,145.08618,145.34442,143.83693,143.75000,160.07811,160.07811,165.07574,165.30275,165.07574,165.00000,245.10521,232.11325,218.76429,207.00619,197.12385,190.15208,185.08866,182.21725,181.25000,186.31710,196.31368,186.25000,191.25000,196.25000,196.64769,186.75686,192.04898,197.02871,187.19141,189.06431,198.92288,189.98766,194.89180,199.80068,193.50791,203.15096,194.92386,199.70682,204.50015,199.86323,209.21356,201.73079,206.35603,210.99837,209.07908,218.03454,211.39788,215.81604,220.25908,220.21651,228.73634,222.92445,227.11850,231.34458,233.00013,240.34480,236.03826,239.25013,243.26554,245.53831,253.20755,248.82537,252.58971,7.07107
20.15564,17.50000,16.00781,19.52562,12.50000,13.46291,0.00000,10.07782,5.00000,7.07107,11.79248,16.25000,22.36068,20.00000,26.92582,29.15476,25.00000,25.49510,41.23106,40.00000,46.09772,47.43416,45.00000,45.27693,60.82763,60.00000,65.76473,66.70832,65.00000,65.19202,83.10385,82.50000,88.06957,88.77640,87.50000,87.64274,105.47512,105.00000,110.45361,111.01802,110.00000,110.11358,127.89156,126.25000,132.87682,133.34635,131.25000,131.34520,147.83859,147.50000,152.82752,153.23593,152.50000,152.58195,233.06718,220.50014,207.75963,196.77478,187.85383,181.90399,178.01422,176.36078,176.69271,182.09287,192.04898,181.68052,186.66899,191.65806,191.25000,181.25431,186.31710,191.31535,181.35773,182.35011,192.29291,182.96601,187.92036,192.87707,185.61132,195.38824,186.75268,191.60914,196.47280,190.92292,200.44092,192.55275,197.26648,201.99397,199.14269,208.28541,201.26553,205.77977,210.31598,209.46733,218.17782,212.01784,216.30780,220.62766,221.60283,229.16288,224.51684,227.85001,231.95501,233.68315,241.52187,236.87088,240.71833,20.15564
18.75000,21.25000,13.75000,14.63087,17.00184,14.63087,10.07782,0.00000,10.68000,6.25000,5.00000,7.07107,18.75000,21.25000,23.75000,24.27061,25.76941,24.27061,38.75000,40.01953,43.75000,44.03479,44.87831,44.03479,58.75000,59.59499,63.75000,63.94578,64.52955,63.94578,81.25000,81.86307,86.25000,86.39481,86.82777,86.39481,103.75000,104.23081,108.75000,108.86488,109.20880,108.86488,126.25000,125.39936,131.25000,131.34520,130.38405,130.09612,146.25000,146.59148,151.25000,151.33262,151.58022,151.33262,239.92837,227.85001,215.67481,205.25137,196.85813,191.31943,187.75816,186.31710,186.75686,192.16692,202.12156,191.74364,196.73110,201.71917,201.25388,191.25000,196.28582,201.28493,191.31535,192.16692,202.12156,192.71903,197.68188,202.64655,195.13617,204.94664,196.19028,201.06746,205.95054,200.07030,209.65001,201.59520,206.34468,211.10572,207.79347,217.03254,209.79901,214.36680,218.95348,217.57901,226.41914,220.00710,224.36717,228.75342,229.16288,236.91045,231.95501,235.40192,239.58623,240.76051,248.77826,243.83012,247.77132,18.75000
24.62214,22.50000,20.15564,23.04886,17.50000,18.20027,5.00000,10.68000,0.00000,5.00000,10.07782,15.05199,18.02776,15.00000,22.36068,25.00000,20.00000,20.61553,36.40055,35.00000,41.23106,42.72002,40.00000,40.31129,55.90170,55.00000,60.82763,61.84658,60.00000,60.20797,78.14250,77.50000,83.10385,83.85255,82.50000,82.65138,100.49876,100.00000,105.47512,106.06602,105.00000,105.11898,122.90749,121.25000,127.89156,128.37932,126.25000,126.34897,142.85045,142.50000,147.83859,148.26075,147.50000,147.58472,229.82670,217.53233,205.15619,194.60296,186.18287,180.73202,177.38112,176.25443,177.11666,182.64121,192.56898,182.09287,187.07034,192.04898,191.31535,181.28879,186.25000,191.25000,181.25431,181.86963,191.83733,182.35011,187.32075,192.29291,184.59838,194.42624,185.61132,190.49688,195.38824,189.41109,199.00141,190.92292,195.67591,200.44092,197.12385,206.35603,199.14269,203.70398,208.28541,207.00619,215.81604,209.46733,213.80847,218.17782,218.76429,226.44674,221.60283,225.00694,229.16288,230.55978,238.50118,233.68315,237.58222,24.62214
23.04886,23.04886,18.20027,20.15564,18.20027,17.50000,7.07107,6.25000,5.00000,0.00000,5.15388,10.07782,15.81139,15.81139,20.61553,22.36068,20.61553,20.00000,35.35534,35.35534,40.31129,41.23106,40.31129,40.00000,55.22681,55.22681,60.20797,60.82763,60.20797,60.00000,77.66112,77.66112,82.65138,83.10385,82.65138,82.50000,100.12492,100.12492,105.11898,105.47512,105.11898,105.00000,122.60200,121.35305,127.59800,127.89156,126.34897,126.25000,142.58769,142.58769,147.58472,147.83859,147.58472,147.50000,233.68315,221.60283,209.46733,199.14269,190.92292,185.61132,182.35011,181.25431,182.09287,187.60414,197.53560,187.07034,192.04898,197.02871,196.31368,186.28775,191.25000,196.25000,186.25419,186.85305,196.82241,187.32075,192.29291,197.26648,189.51006,199.34659,190.49688,195.38824,200.28495,194.20109,203.81134,195.67591,200.44092,205.21711,201.73079,210.99837,203.70398,208.28541,212.88568,211.39788,220.25908,213.80847,218.17782,222.57372,222.92445,230.68512,225.71068,229.16288,233.35193,234.51079,242.52899,237.58222,241.52187,23.04886
