1,8375,4700,1
2,8775,4700,1
3,8375,4900,1
4,8175,4900,1
5,8775,4900,0
6,8575,4900,1
7,8775,5400,0
8,8375,5450,1
9,8775,5600,1
10,8575,5600,1
11,8375,5650,1
12,8175,5650,1
13,8375,6200,1
14,8775,6200,1
15,8375,6400,0
16,8175,6400,1
17,8775,6400,0
18,8575,6400,1
19,8375,7000,1
20,8775,7000,1
21,8375,7200,1
22,8175,7200,0
23,8775,7200,1
24,8575,7200,1
25,8375,7800,1
26,8775,7800,1
27,8375,8000,1
28,8175,8000,0
29,8775,8000,0
30,8575,8000,1
31,8375,8700,1
32,8775,8700,1
33,8375,8900,1
34,8175,8900,0
35,8775,8900,1
36,8575,8900,1
37,8375,9600,1
38,8775,9600,1
39,8375,9800,1
40,8175,9800,1
41,8775,9800,0
42,8575,9800,1
43,8375,10500,1
44,8775,10450,1
45,8375,10700,1
46,8175,10700,0
47,8775,10650,1
48,8575,10650,1
49,8375,11300,1
50,8775,11300,1
51,8375,11500,1
52,8175,11500,1
53,8775,11500,1
54,8575,11500,1
55,15825,11500,1
56,15825,10700,1
57,15825,9800,1
58,15825,8900,1
59,15825,8000,1
60,15825,7200,1
61,15825,6400,1
62,15825,5650,1
63,15825,4900,1
64,16025,4700,1
65,16425,4700,1
66,16025,4900,1
67,16225,4900,1
68,16425,4900,1
69,16425,5400,1
70,16025,5450,1
71,16225,5600,1
72,16425,5600,1
73,16025,5650,1
74,16025,6200,1
75,16425,6200,1
76,16025,6400,0
77,16225,6400,1
78,16425,6400,1
79,16025,7000,1
80,16425,7000,1
81,16025,7200,1
82,16225,7200,1
83,16425,7200,1
84,16025,7800,0
85,16425,7800,1
86,16025,8000,1
87,16225,8000,0
88,16425,8000,1
89,16025,8700,1
90,16425,8700,1
91,16025,8900,1
92,16225,8900,1
93,16425,8900,1
94,16025,9600,1
95,16425,9600,1
96,16025,9800,1
97,16225,9800,1
98,16425,9800,1
99,16025,10500,1
100,16425,10450,1
101,16025,10700,1
102,16225,10650,1
103,16425,10650,1
104,16025,11300,1
105,16425,11300,1
106,16025,11500,1
107,16225,11500,1
108,8375,4700,0
