0, 9860, 14152, 0
1, 9396, 14616, 1
2, 11252, 14848, 0
3, 11020, 13456, 0
4, 9512, 15776, 0
5, 10788, 13804, 1
6, 10208, 14384, 0
7, 11600, 13456, 0
8, 11252, 14036, 0
9, 10672, 15080, 0
10, 11136, 14152, 0
11, 9860, 13108, 0
12, 10092, 14964, 1
13, 9512, 13340, 0
14, 10556, 13688, 0
15, 9628, 14036, 0
16, 10904, 13108, 0
17, 11368, 12644, 0
18, 11252, 13340, 1
19, 10672, 13340, 1
20, 11020, 13108, 1
21, 11020, 13340, 0
22, 11136, 13572, 0
23, 11020, 13688, 1
24, 8468, 11136, 0
25, 8932, 12064, 0
26, 9512, 12412, 1
27, 7772, 11020, 0
28, 8352, 10672, 1
29, 9164, 12876, 0
30, 9744, 12528, 0
31, 8352, 10324, 0
32, 8236, 11020, 0
33, 8468, 12876, 1
34, 8700, 14036, 1
35, 8932, 13688, 0
36, 9048, 13804, 1
37, 8468, 12296, 0
38, 8352, 12644, 0
39, 8236, 13572, 1
40, 9164, 13340, 1
41, 8004, 12760, 0
42, 8584, 13108, 1
43, 7772, 14732, 0
44, 7540, 15080, 1
45, 7424, 17516, 1
46, 8352, 17052, 0
47, 7540, 16820, 0
48, 7888, 17168, 0
49, 9744, 15196, 0
50, 9164, 14964, 0
51, 9744, 16240, 1
52, 7888, 16936, 0
53, 8236, 15428, 1
54, 9512, 17400, 0
55, 9164, 16008, 0
56, 8700, 15312, 0
57, 11716, 16008, 0
58, 12992, 14964, 0
59, 12412, 14964, 1
60, 12296, 15312, 0
61, 12528, 15196, 1
62, 15312, 6612, 0
63, 11716, 16124, 1
64, 11600, 19720, 1
65, 10324, 17516, 1
66, 12412, 13340, 0
67, 12876, 12180, 0
68, 13688, 10904, 0
69, 13688, 11716, 1
70, 13688, 12528, 1
71, 11484, 13224, 0
72, 12296, 12760, 0
73, 12064, 12528, 1
74, 12644, 10556, 1
75, 11832, 11252, 0
76, 11368, 12296, 0
77, 11136, 11020, 1
78, 10556, 11948, 0
79, 10324, 11716, 0
80, 11484, 9512, 0
81, 11484, 7540, 0
82, 11020, 7424, 0
83, 11484, 9744, 0
84, 16936, 12180, 0
85, 17052, 12064, 0
86, 16936, 11832, 1
87, 17052, 11600, 1
88, 13804, 18792, 0
89, 12064, 14964, 0
90, 12180, 15544, 0
91, 14152, 18908, 0
92, 5104, 14616, 1
93, 6496, 17168, 1
94, 5684, 13224, 0
95, 15660, 10788, 1
96, 5336, 10324, 0
97, 812, 6264, 0
98, 14384, 20184, 1
99, 11252, 15776, 0
100, 9744, 3132, 1
101, 10904, 3480, 1
102, 7308, 14848, 0
103, 16472, 16472, 0
104, 10440, 14036, 0
105, 10672, 13804, 1
106, 1160, 18560, 0
107, 10788, 13572, 0
108, 15660, 11368, 1
109, 15544, 12760, 1
110, 5336, 18908, 0
111, 6264, 19140, 0
112, 11832, 17516, 0
113, 10672, 14152, 0
114, 10208, 15196, 0
115, 12180, 14848, 1
116, 11020, 10208, 1
117, 7656, 17052, 1
118, 16240, 8352, 0
119, 10440, 14732, 0
120, 9164, 15544, 1
121, 8004, 11020, 1
122, 5684, 11948, 1
123, 9512, 16472, 0
124, 13688, 17516, 0
125, 11484, 8468, 0
126, 3248, 14152, 0
