0.00000,65.17324,13.71281,50.23736,34.19727,55.83301,28.26576,14.51699,12.87993,14.55172,18.03755,6.57162,69.76024,57.53649,62.24414,60.97255,73.71720,64.72884,75.18947,19.57928,6.45237,49.51233,49.69742,61.48057,13.16351,29.60305,16.54467,20.35792,12.30798,22.03645,76.74978,10.99301,60.82188,20.95747,21.09941,72.75614,28.23624,17.46382,28.09877,27.49855,77.46665,62.92242,41.83139,83.75053,71.26274,11.93116,37.18955,74.07551,16.38492,49.71425,79.11157,35.43480,25.07261,35.93085,50.99949,32.47093,25.21191,29.41387,14.80190,35.35826,20.24136,31.45538,73.82958,58.96972,30.68153,38.37136,35.67454,16.29801,25.85585,29.79124,10.96372,26.12111,20.96505,33.97665,23.49969,16.85189,58.73645,69.89582,32.89293,20.54118,36.80405,64.48582,51.63272,28.89426,19.32278,15.73740,40.69334,46.67784,42.97041,3.73740,19.80309,75.50269,19.13023,24.13873,2.39909,72.06901,18.42773,5.73694,15.44559,31.21414,28.65521,79.04140,55.71742,51.26210,61.74161,54.20540,10.80350,11.97048,65.00300,66.94577,20.63129,65.84699,34.04762,38.76994,32.12454,37.30701,26.20787,51.03299,74.25850,59.12489,69.05949,19.98656,10.02397,29.59680,58.28527,72.94872,28.67932,69.97930,19.84057,79.58722,29.31216,33.41575,38.77090,19.76958,73.38692,13.81326,72.75110,15.62850,40.42253,54.09992,32.16188,12.23586,45.19210,54.68218,36.06946,12.50000,65.22140,81.56322,29.29746,26.87085,75.09916,13.42763,59.52941,38.65357,69.27915,74.99194,27.26321,17.49552,50.20050,59.41250,8.13776,68.49035,36.13871,45.72864,34.58425,13.56901,12.91049,38.65185,25.12233,25.31798,47.78212,23.47346,38.82515,4.52893,13.74627,20.03973,42.14796,29.03413,34.91849,23.39725,19.83962,51.60526,54.79011,29.79639,47.54009,36.12418,73.12656,31.91505,21.57556,24.96810,38.81531,75.08963,54.90588,28.95869,76.57114,36.80131,34.88271,30.99395,30.78877,77.93723,0.00000
65.17324,0.00000,78.84049,25.33630,79.56344,23.30178,36.99304,76.40528,52.42116,72.15413,83.20254,60.88568,4.59918,10.29229,22.04627,5.90259,12.77314,13.06379,22.05840,56.84599,64.46170,31.10085,32.17674,15.21184,52.27558,67.51579,49.69774,84.18627,73.95448,60.91538,13.84093,69.94062,17.67502,44.22480,50.79939,15.10505,45.09543,57.28240,82.94342,79.67789,16.62056,5.42367,23.41000,27.33645,13.27950,53.70864,50.99569,12.62926,63.66734,16.82567,23.51768,30.68791,83.86819,32.40433,22.20552,65.93190,40.50580,36.12523,72.67746,31.33781,49.41777,72.03693,9.85790,11.61658,51.75921,35.84084,84.72937,70.66126,67.38860,85.62098,56.19138,45.04374,84.05381,33.69656,61.01829,76.15762,12.21682,6.47519,55.77121,56.99751,57.95889,11.42634,20.00581,36.42336,83.04472,63.59200,27.95125,32.06556,22.67219,62.79134,83.14730,20.76802,84.26019,42.91528,67.33916,18.55588,79.70559,65.53479,76.87074,66.52921,64.10921,22.39761,11.82923,25.54413,11.16974,11.40817,61.95503,60.70896,1.62519,6.56601,73.15385,23.15304,57.39765,31.45809,38.84396,29.40240,77.54976,14.26116,18.54368,7.91991,14.63087,84.14632,69.40022,53.99959,8.73735,7.88170,55.35578,22.56640,83.22611,26.52433,42.09932,78.09884,33.23422,61.87484,25.77598,73.53233,19.87047,62.97639,35.16020,11.86015,47.78798,74.48816,27.06882,23.30303,37.34198,54.61159,17.42502,21.49608,85.45429,65.23307,21.83761,58.72351,16.51819,31.58912,4.31574,17.57089,47.41575,82.43547,15.72613,21.43668,58.07979,19.14954,32.14939,21.49677,32.99079,61.84817,70.57515,31.90192,41.70765,83.28500,30.23893,50.58204,38.90473,62.38201,70.21047,46.78504,27.62250,40.53690,55.76093,43.62274,60.63374,18.22946,11.38741,46.40429,17.72040,29.18789,8.02535,54.76176,77.66452,77.27230,31.69172,13.48205,27.02725,76.05440,16.84683,28.39196,83.35805,86.05416,41.09030,23.33406,65.17324
13.71281,78.84049,0.00000,62.87194,35.33165,68.46303,41.97411,9.23529,26.58827,16.61720,4.74269,18.48581,83.43192,71.02282,74.90565,74.68216,87.41702,78.37116,88.68895,30.08119,16.53415,62.42245,62.50786,75.07731,26.84894,35.42359,29.65004,8.59891,9.62938,30.63505,90.23725,13.19413,73.80336,34.65250,32.29011,86.41094,40.69701,28.19612,25.51711,26.92594,91.15262,76.47886,55.52829,97.26728,84.93530,25.55790,47.72207,87.51224,24.34591,63.42312,92.09577,49.12470,20.26760,49.44578,64.47919,38.99006,38.64056,43.12314,14.25877,48.65370,32.17058,35.56323,87.39876,72.34055,41.40112,50.46093,34.56824,19.80193,31.59504,25.99525,23.39975,38.88272,12.43496,47.05482,31.93631,13.13059,72.41517,83.60532,42.47536,30.83004,45.74405,77.80033,64.70667,42.60602,10.24238,23.83255,53.77209,59.59029,56.52159,16.60582,8.98255,89.05225,6.04799,37.12736,11.50133,85.63023,11.26421,14.27782,10.07782,37.47427,35.75056,92.61226,69.42582,64.54280,75.42024,67.91077,19.75679,22.48024,78.64160,80.46319,22.81658,78.44750,43.16825,51.54552,45.21648,50.96889,26.64106,64.66564,87.85275,72.67311,82.25857,9.74917,14.60689,39.82786,71.82455,86.59375,38.60483,82.70068,8.94151,93.01585,41.36232,35.09254,51.25833,28.19051,86.69412,12.13476,86.28170,24.07418,53.31372,67.81093,43.65733,10.83109,58.58112,68.02368,48.14655,25.63525,78.21349,95.21576,25.39592,33.53187,88.60472,24.51377,73.09940,52.04074,82.96400,88.19058,38.25528,4.05501,63.91315,72.79545,21.02649,81.98958,49.66135,59.40903,47.69555,23.03401,14.35673,51.37028,38.65980,21.18186,60.81827,34.19325,51.34478,16.70007,15.53130,32.99505,55.64899,41.52112,44.43842,36.37695,28.79302,64.83233,68.50221,41.80522,61.23492,49.72776,86.77546,41.80285,20.59153,25.27153,52.18128,88.79272,68.01923,30.82638,89.87542,50.45208,34.27558,27.42501,42.82713,91.45032,13.71281
50.23736,25.33630,62.87194,0.00000,74.40234,5.59933,26.97213,58.12502,39.31170,61.21601,67.57467,44.44976,29.01359,15.11731,12.03536,25.71451,38.03042,34.73781,46.08141,49.76272,51.90437,40.54931,41.68616,34.37962,39.52725,63.46247,33.71886,66.30319,55.88632,54.77018,30.77358,51.57879,11.61747,31.78825,31.10004,39.79501,41.50232,49.23152,74.17129,71.77425,41.94522,20.28683,19.80789,52.42033,37.88404,41.06154,52.41169,27.66308,54.99221,23.58774,29.48874,26.17446,73.31489,30.64199,32.67860,63.30605,25.97765,27.62667,53.44971,16.30249,30.76435,67.75646,29.49121,13.98394,49.98776,12.99678,78.56032,60.80290,61.89000,76.57964,39.55519,39.95660,71.02342,16.66283,55.47203,56.89061,29.57723,31.81095,54.76991,50.36072,58.39838,17.65575,5.52636,26.92616,69.51160,54.66858,10.50051,39.61159,14.57828,49.06822,65.00069,45.14162,68.81390,26.13854,51.91727,42.30065,60.79302,48.62355,58.33315,63.29538,60.26965,47.33392,25.62257,36.35692,31.22789,21.73466,43.66636,50.35633,24.09555,22.62638,64.37952,15.61173,56.72467,11.49405,36.45636,26.83660,69.77625,16.52608,42.99747,17.48673,20.76332,70.22371,57.38530,51.62510,16.75196,30.62002,52.48586,19.83093,65.10039,50.89335,21.70576,73.04416,11.63486,54.71610,48.37877,54.78870,43.56518,54.06054,38.47828,22.63573,46.79376,61.67298,32.96203,36.70375,15.17453,43.24977,15.87311,46.82631,76.25196,60.50298,45.87851,48.89689,34.10720,32.49016,29.28406,26.42519,25.98557,65.83542,22.10013,38.22323,42.17067,41.31272,30.46812,25.40370,16.18296,52.16324,51.66699,11.58720,33.80505,73.10494,38.53474,29.88671,41.47059,46.36045,51.00189,30.20245,30.55418,21.35130,55.66094,26.86943,53.59271,7.71622,23.23986,43.98866,19.18484,19.03566,30.89544,53.40953,67.93064,69.07790,32.80321,38.81140,40.23796,69.80215,28.68802,19.73655,77.31291,77.39078,20.30002,47.87066,50.23736
34.19727,79.56344,35.33165,74.40234,0.00000,79.51158,47.46611,43.55560,37.49311,20.13624,34.65445,39.96728,83.60850,75.59378,85.28231,73.96873,83.38250,73.35821,80.22431,24.64107,28.26734,52.09432,51.50254,69.53094,36.96552,12.09390,44.78083,43.31409,42.65774,19.65758,93.16491,43.80774,82.38399,43.22449,52.40564,80.89698,34.69331,25.32441,11.62863,8.64136,86.19087,79.57514,58.39076,88.35318,80.05346,35.67833,30.57762,91.23652,20.41583,62.81085,99.41359,50.42584,17.47788,47.50103,58.75905,14.45019,49.27861,47.05068,46.89289,58.12554,50.53133,7.64403,89.37773,78.01510,27.95694,65.61904,5.72123,17.90644,12.57540,13.26824,42.54483,35.32992,25.72521,58.24563,19.09568,47.30838,69.08978,82.00814,24.61474,24.05448,24.23203,83.51133,73.52596,47.57954,27.27037,20.92681,63.90306,49.87095,62.16965,32.07018,44.09850,81.27648,34.20864,50.78287,34.85931,78.34775,46.42672,39.80959,44.56990,13.42016,15.48001,84.87982,67.89774,56.71315,71.72463,68.37167,44.87329,25.95685,80.08472,83.74680,13.62729,88.90028,23.47885,63.67558,40.88607,51.00708,8.70090,67.81142,80.92599,76.26733,88.60977,28.80500,24.35432,25.64966,75.63280,87.20335,24.23801,92.21676,44.03466,83.29611,57.83764,1.46735,64.75452,19.77329,76.23033,45.11766,78.47197,21.43486,45.00912,67.77572,31.95928,25.06991,52.96966,60.19105,63.62264,32.70249,86.37767,88.92345,13.68487,14.39646,80.23017,26.64720,67.35028,47.97657,82.75263,94.13833,58.03618,38.06380,64.09573,64.68852,39.85852,74.16624,47.75187,58.13942,58.57697,23.78003,45.70581,63.80405,40.73562,16.16178,51.70811,55.06093,41.41235,38.26154,46.79864,47.81455,51.95013,56.43644,25.35123,50.24916,20.84529,72.53305,68.19166,33.16498,63.20602,55.86985,87.27938,25.30783,14.74689,10.07550,47.87177,84.83104,58.17299,5.27755,94.79356,55.61504,4.40809,12.35680,59.13059,82.93599,34.19727
55.83301,23.30178,68.46303,5.59933,79.51158,0.00000,32.04786,63.63451,44.82101,66.70182,73.16824,50.04719,26.36908,13.84578,6.44380,24.94987,36.04941,34.23698,44.98368,54.89718,57.43880,43.02373,44.18722,34.50135,45.01850,68.39958,39.30930,71.82012,61.41353,59.85650,26.47009,57.09957,6.94069,37.19144,36.61653,38.29665,46.12960,54.45080,79.56763,77.10295,39.78726,17.92660,23.38226,50.63594,36.41951,46.55623,56.53497,23.33519,60.30388,25.41193,24.05417,30.43846,78.81055,34.68229,34.58686,68.08264,31.45700,32.53526,58.90175,21.59135,36.33886,72.74506,25.74619,11.72308,54.51794,18.38930,83.77569,66.22537,66.96447,81.99930,45.15380,44.74330,76.60444,22.16219,60.50408,62.32821,29.79572,29.67526,59.26162,55.45724,62.73879,13.80953,6.86627,31.93776,75.10117,59.99753,15.77548,42.41159,18.38563,54.63731,70.50399,43.85825,74.40919,31.72437,57.51655,41.29022,66.25014,54.20943,63.82504,68.14142,65.15966,45.68810,26.17931,38.39454,30.95749,22.38087,49.21350,55.76354,21.86214,19.35932,69.74357,10.01405,61.19602,17.07529,40.80002,30.81389,75.08803,17.85725,41.65597,16.00049,16.00033,75.81895,62.91172,56.25467,15.46773,27.41027,57.18742,14.25274,70.60482,49.64301,27.24413,78.13720,17.21083,59.89784,47.88740,60.27525,42.59099,59.38539,41.98718,23.37159,51.16929,67.23754,35.77783,38.22778,20.62574,48.68085,10.77651,44.61116,81.68061,65.49025,44.77053,54.25833,34.58368,36.17341,26.83219,21.38523,31.36706,71.40914,23.77716,39.07420,47.76945,40.85634,34.48741,28.05193,21.65244,57.53421,57.15066,17.18119,38.80356,78.58133,41.15460,35.32125,45.19428,51.95952,56.46384,35.79599,33.78133,26.94482,60.04289,32.45738,58.75528,8.87257,23.84106,48.50753,21.49461,23.77459,27.69730,57.93050,73.36900,74.41829,36.46492,36.65259,41.94715,74.98965,23.83495,24.27542,82.51325,82.78871,25.82239,46.50777,55.83301
28.26576,36.99304,41.97411,26.97213,47.46611,32.04786,0.00000,40.49502,15.44007,35.91386,46.25595,24.60403,41.56275,30.07326,37.90693,32.70815,45.59239,36.97002,48.03296,22.85172,27.59595,26.33402,27.01282,34.00507,15.28255,36.51720,14.19148,47.86241,38.00208,27.81538,49.09462,34.35467,35.31489,7.35612,19.34943,44.88711,15.45156,22.48501,48.01907,45.31002,49.41827,35.12508,13.59156,56.44680,43.30416,16.72291,27.82136,46.60489,28.53463,21.55900,53.07359,7.82564,47.95240,10.61476,24.46978,36.53982,6.65770,2.04267,37.62287,10.83816,16.91163,40.78756,45.92892,31.95387,23.96984,20.24125,51.76390,34.92514,34.93015,50.55544,20.35820,13.41699,47.26354,11.67543,28.50002,40.95938,30.79486,41.63125,28.75692,23.41192,32.78296,37.57507,26.22923,0.77862,46.15299,28.29156,16.49795,23.86011,15.55123,25.79830,46.97436,48.11993,47.29191,10.61750,30.49512,44.66216,44.09567,29.27568,41.10703,36.43368,33.36642,51.53757,27.55273,25.89812,33.78477,25.94063,26.85482,24.52643,36.91079,39.25726,38.10745,41.55040,30.73313,16.84521,12.33473,10.00331,43.25382,23.02636,46.67912,31.39188,42.48261,47.20636,32.72970,25.27422,30.59659,44.82054,25.94056,45.07674,47.04062,52.68572,16.18273,46.09626,18.46647,27.87487,47.08510,38.04853,45.47981,27.66908,18.93581,25.83913,21.46644,37.67045,19.63775,28.78292,18.90279,17.87675,39.50565,53.67505,50.28880,33.53611,47.91671,22.76781,32.23039,14.00295,41.04934,48.31155,20.30297,45.67627,21.95578,33.10757,21.68946,41.41618,10.69185,17.90073,11.78739,26.04412,35.37234,17.09422,6.87682,47.54843,24.12655,20.81015,19.99739,25.84537,35.28616,12.55488,16.04439,13.75009,29.97735,10.90140,26.71975,25.48687,26.53565,18.23433,19.29981,8.70435,44.98718,27.33688,42.09894,42.67131,14.31258,46.94138,30.18862,42.96040,49.51584,8.92024,50.48960,51.23222,16.67431,50.69483,28.26576
14.51699,76.40528,9.23529,58.12502,43.55560,63.63451,40.49502,0.00000,26.06421,23.81256,12.91419,15.90969,80.99788,67.84283,70.04943,72.77244,85.97011,77.46116,88.36473,33.86344,20.01780,63.60191,63.85575,74.42752,26.55146,41.96287,26.76150,8.19699,2.49362,35.66007,86.90828,6.57519,69.45446,33.21884,27.02500,85.37878,42.65754,31.78153,34.40501,35.42743,89.84871,73.49532,53.60896,96.84981,83.78061,25.63422,51.60185,84.04397,29.53322,61.98748,87.60412,48.14276,29.38114,49.34068,64.34983,45.26415,35.93558,41.98311,5.55231,45.31758,27.59775,42.81374,84.38556,68.81563,45.10416,45.28679,43.31723,26.72042,38.08938,35.07123,20.28824,40.44618,21.66636,43.32301,37.08133,3.91511,71.28568,81.63051,47.03579,34.77655,50.75486,74.08348,60.62946,41.21095,19.47365,28.92726,49.88413,60.77908,53.75231,18.23846,6.88390,88.53813,14.21395,33.59539,12.24689,85.08285,3.91352,11.28420,1.04433,43.84793,41.68868,91.99507,67.94614,64.96234,74.27078,65.96639,14.61754,26.09153,76.02304,77.30318,30.38113,73.47303,48.04249,47.20858,46.18068,50.18279,34.87758,62.14614,87.14939,69.69219,78.24587,18.88910,20.52177,43.90404,68.81838,83.95788,42.89436,77.85972,6.98042,92.90881,36.42778,43.15696,46.53276,33.25775,86.94781,3.58443,85.85331,28.99040,54.57258,66.00434,46.67687,18.48826,58.76534,68.27139,43.01890,26.81871,73.84066,94.15992,34.47739,39.64301,88.25922,27.77135,72.58055,52.28744,80.64535,84.13326,32.47812,9.44153,62.23699,72.90586,18.83896,81.69447,49.52722,58.37947,44.00746,27.32508,6.61938,46.95414,38.64888,30.22868,61.77664,28.42026,53.17700,14.93588,7.55004,29.63201,55.52271,37.08660,49.05594,32.86644,33.56831,61.05697,66.73821,44.29668,59.21449,47.29636,84.16222,46.14403,28.99708,33.50404,52.48220,87.28944,68.78976,38.75013,86.04306,48.24850,42.91627,36.48960,37.82501,91.06672,14.51699
12.87993,52.42116,26.58827,39.31170,37.49311,44.82101,15.44007,26.06421,0.00000,21.92373,30.82070,10.50077,56.99647,45.12625,51.10303,48.12256,60.83817,51.89408,62.49633,14.89037,12.67273,37.67985,38.00363,48.69423,0.75374,28.91869,7.34889,32.90353,23.60013,19.60057,64.28918,20.55617,49.21068,8.25004,15.51975,59.90787,17.89169,13.21410,35.18260,33.21088,64.59424,50.37540,29.03037,71.03215,58.40018,1.84391,29.33709,61.69920,17.08078,36.83512,67.38242,22.56485,34.00593,23.31601,38.37070,30.50150,13.38537,16.53491,24.25688,23.53203,13.30507,32.30895,61.24276,46.74966,23.18688,28.74511,40.68880,21.77252,26.02888,37.47186,8.23092,15.33232,32.21934,22.65921,20.87201,27.26218,45.87082,57.04499,26.85912,15.89851,31.22644,52.33174,39.96399,16.04535,30.95937,16.59045,29.18802,34.87819,30.50379,10.40147,32.15991,62.75605,31.85189,13.68167,15.17212,59.31260,29.87016,14.84049,26.81252,29.74601,26.62980,66.27073,42.83808,38.89840,48.87562,41.37113,14.56213,11.67262,52.30603,54.45625,25.68467,54.75748,28.52715,27.88903,20.32932,24.46749,31.36343,38.36843,61.46684,46.60113,57.06326,31.92648,18.10559,23.02750,45.77961,60.23289,22.72852,58.67883,32.21398,66.96628,20.44138,36.32795,28.42006,18.35800,60.91265,24.17450,60.02670,16.06370,28.76157,41.24538,23.22695,22.66741,32.71193,42.22097,26.59551,4.86236,53.55969,68.71527,37.10871,25.73908,62.39954,10.86514,46.77453,26.22386,56.48895,62.97147,20.68284,30.36310,37.33605,46.88231,7.74246,55.80484,23.51002,32.86431,23.17538,13.77418,21.98018,27.88177,12.58476,33.82178,35.78954,18.15642,27.80288,11.13132,22.23539,10.34399,29.52132,19.28544,28.74049,13.05570,17.62408,39.67732,41.92966,20.17703,34.73943,23.58328,60.40359,25.55559,28.77608,30.47411,26.41800,62.20985,42.74509,32.38774,64.38915,24.13744,39.58062,38.37737,21.79153,65.22706,12.87993
14.55172,72.15413,16.61720,61.21601,20.13624,66.70182,35.91386,23.81256,21.92373,0.00000,17.72077,20.85501,76.60586,65.95887,72.94004,67.22668,78.82495,69.15263,78.31875,16.73703,9.73361,50.58079,50.42525,65.54577,21.68878,18.82620,28.32581,25.17802,22.68108,15.37376,84.83356,23.67195,70.85835,29.62302,34.70090,77.17793,28.97348,15.52297,13.77101,12.95309,82.24604,70.84896,49.01523,86.87825,75.93228,20.15564,32.93395,82.43650,9.64122,55.62546,88.87590,41.46664,12.12036,40.28649,54.51092,22.44563,35.24554,36.32772,26.79629,45.25684,33.32244,19.07742,81.49197,67.86502,27.10657,50.48273,21.14245,3.23303,15.02772,15.77627,24.37895,27.98732,12.87849,44.55390,16.43428,27.42756,63.73863,75.98570,27.12715,17.11264,29.88546,73.48541,61.62946,36.32049,12.78525,9.40229,50.99795,47.84483,51.46277,13.34693,25.58847,78.95997,17.88863,35.48497,14.86046,75.66218,27.02335,19.92109,24.84967,20.90753,19.39745,82.60569,61.43929,53.73263,66.67557,60.77644,25.35371,11.46298,72.28455,75.02282,6.60927,76.60063,27.48924,49.81158,34.66347,42.82993,11.76881,58.69021,78.07460,67.17868,78.36584,14.36698,4.55110,25.14937,66.40955,80.03528,23.73132,80.44324,25.55172,82.24392,41.79689,19.56042,50.31352,13.10425,75.52010,25.07770,76.11849,9.91476,41.75917,60.44424,30.13978,5.80571,48.39086,57.34480,48.26879,18.15220,75.15647,85.83533,15.35680,17.11286,78.26799,13.43340,63.42500,42.12530,75.95068,84.21514,40.74273,20.15895,56.50058,62.16845,21.47872,71.72371,40.53340,51.13578,45.05017,10.40207,25.57006,49.80535,30.45638,11.89842,49.35723,37.24870,39.05701,18.93888,26.66294,31.77669,46.10844,40.96740,28.97034,34.81575,14.06229,61.16748,61.03361,29.17298,54.55500,44.57136,80.17237,26.71756,7.17722,10.47885,42.17014,80.26023,56.57175,15.08776,85.42390,44.82389,20.39597,16.83427,43.22569,81.11449,14.55172
