1,3140,1401,1
2,556,1056,1
3,3675,1522,1
4,1182,1853,1
5,3595,111,1
6,962,1895,1
7,2030,1186,1
8,3507,1851,0
9,2642,1269,1
10,3438,901,1
11,3858,1472,1
12,2937,1568,0
13,376,1018,0
14,839,1355,1
15,706,1925,1
16,749,920,1
17,298,615,1
18,694,552,1
19,387,190,0
20,2801,695,1
21,3133,1143,0
22,1517,266,1
23,1538,224,1
24,844,520,1
25,2639,1239,1
26,3123,217,1
27,2489,1520,1
28,3834,1827,0
29,3417,1808,1
30,2938,543,0
31,71,1323,1
32,3245,1828,1
33,731,1741,1
34,2312,1270,1
35,2426,1851,1
36,380,478,1
37,2310,635,1
38,2830,775,1
39,3829,513,1
40,3684,445,1
41,171,514,1
42,627,1261,1
43,1490,1123,1
44,61,81,1
45,422,542,1
46,2698,1221,1
47,2372,127,1
48,177,1390,1
49,3084,748,1
50,1213,910,1
51,3,1817,1
52,1782,995,1
53,3896,742,1
54,1829,812,1
55,1286,550,1
56,3017,108,1
57,2132,1432,0
58,2000,1110,1
59,3317,1966,1
60,1729,1498,0
61,2408,1747,1
62,3292,152,1
63,193,1210,1
64,782,1462,1
65,2503,352,1
66,1697,1924,1
67,3821,147,0
68,3370,791,1
69,3162,367,1
70,3938,516,1
71,2741,1583,0
72,2330,741,1
73,3918,1088,1
74,1794,1589,1
75,2929,485,1
76,3453,1998,1
77,896,705,0
78,399,850,1
79,2614,195,1
80,2800,653,0
81,2630,20,1
82,563,1513,0
83,1090,1652,1
84,2009,1163,1
85,3876,1165,0
86,3084,774,1
87,1526,1612,1
88,1612,328,1
89,1423,1322,0
90,3058,1276,1
91,3782,1865,1
92,347,252,1
93,3904,1444,1
94,2191,1579,1
95,3220,1454,1
96,468,319,1
97,3611,1968,1
98,3114,1629,1
99,3515,1892,0
100,3060,155,1
101,2995,264,1
102,202,233,1
103,981,848,1
104,1346,408,1
105,781,670,1
106,1009,1001,1
107,2927,1777,1
108,2982,949,1
109,555,1121,1
110,464,1302,1
111,3452,637,1
112,571,1982,1
113,2656,128,0
114,1623,1723,0
115,2067,694,1
116,1725,927,1
117,3600,459,0
118,1109,1196,0
119,366,339,1
120,778,1282,1
121,386,1616,0
122,3918,1217,1
123,3332,1049,1
124,2597,349,1
125,811,1295,1
126,241,1069,0
127,2658,360,1
128,394,1944,1
129,3786,1862,1
130,264,36,1
131,2050,1833,1
132,3538,125,0
133,1646,1817,1
134,2993,624,1
135,547,25,1
136,3373,1902,1
137,460,267,1
138,3060,781,0
139,1828,456,0
140,1021,962,1
141,2347,388,1
142,3535,1112,0
143,1529,581,1
144,1203,385,1
145,1787,1902,1
146,2740,1101,0
147,555,1753,1
148,47,363,1
149,3935,540,0
150,3062,329,1
151,387,199,1
152,2901,920,1
153,931,512,1
154,1766,692,1
155,401,980,1
156,149,1629,1
157,2214,1977,1
158,3805,1619,1
159,1179,969,1
160,1017,333,1
161,2834,1512,1
162,634,294,1
163,1819,814,0
164,1393,859,1
165,1768,1578,0
166,3023,871,1
167,3248,1906,0
168,1632,1742,1
169,2223,990,1
170,3868,697,1
171,1541,354,1
172,2374,1944,1
173,1962,389,1
174,3007,1524,1
175,3220,1945,1
176,2356,1568,1
177,1604,706,1
178,2028,1736,1
179,2581,121,1
180,2221,1578,1
181,2944,632,0
182,1082,1561,1
183,997,942,0
184,2334,523,1
185,1264,1090,0
186,1699,1294,0
187,235,1059,1
188,2592,248,1
189,3642,699,1
190,3599,514,0
191,1766,678,0
192,240,619,1
193,1272,246,1
194,3503,301,0
195,80,1533,1
196,1677,1238,1
197,3766,154,1
198,3946,459,0
199,1994,1852,1
200,278,165,1
201,3140,1401,0
