0.00000,0.77500,9.45000,32.87500,32.10000,3.80000,4.57500,19.30000,22.02500,7.52500,8.32500,17.12500,40.55000,39.77500,13.77500,26.97500,29.72500,28.95000,25.00000,20.45000,16.15000,16.92500,21.45000,25.97500,29.92500,30.72500,26.77500,22.25000,17.72500,21.25000,21.65000,22.05000,27.35000,50.80000,50.00000,37.20000,39.95000,58.47500,57.67500,33.67500,44.87500,47.62500,47.05000,43.10000,37.97500,48.62500,44.67500,39.55000,36.40000,41.12500,46.25000,50.20000,51.77500,47.82500,42.70000,44.27500,49.40000,53.35000,44.67500,73.82500,73.05000,60.22500,62.97500,58.07500,81.50000,80.72500,56.50000,56.87500,67.90000,70.65000,56.30000,61.42500,65.95000,69.90000,70.87500,66.92500,62.40000,58.47500,63.17500,67.70000,71.65000,59.25000,60.62500,62.20000,62.20000,68.30000,91.75000,90.95000,78.15000,80.90000,67.37500,68.15000,75.97500,99.42500,98.62500,71.12500,71.90000,85.82500,88.57500,103.95000,74.85000,75.65000,17.30000,35.02500,50.40000,0.00000
0.77500,0.00000,8.67500,32.10000,31.32500,3.02500,3.80000,18.52500,21.25000,6.75000,7.55000,16.35000,39.77500,39.00000,13.00000,26.20000,28.95000,28.17500,24.22500,19.67500,15.37500,16.15000,20.67500,25.20000,29.15000,29.95000,26.00000,21.47500,16.95000,20.47500,20.87500,21.27500,26.57500,50.02500,49.22500,36.42500,39.17500,57.70000,56.90000,32.90000,44.10000,46.85000,46.27500,42.32500,37.20000,47.85000,43.90000,38.77500,35.62500,40.35000,45.47500,49.42500,51.00000,47.05000,41.92500,43.50000,48.62500,52.57500,43.90000,73.05000,72.27500,59.45000,62.20000,57.30000,80.72500,79.95000,55.72500,56.10000,67.12500,69.87500,55.52500,60.65000,65.17500,69.12500,70.10000,66.15000,61.62500,57.70000,62.40000,66.92500,70.87500,58.47500,59.85000,61.42500,61.42500,67.52500,90.97500,90.17500,77.37500,80.12500,66.60000,67.37500,75.20000,98.65000,97.85000,70.35000,71.12500,85.05000,87.80000,103.17500,74.07500,74.87500,16.52500,34.25000,49.62500,0.77500
9.45000,8.67500,0.00000,23.42500,22.65000,9.30000,10.07500,9.85000,12.57500,13.02500,13.82500,7.67500,31.10000,30.32500,14.97500,17.52500,20.27500,19.50000,15.55000,13.80000,18.10000,18.87500,14.75000,16.52500,20.47500,21.27500,17.32500,15.55000,19.67500,19.30000,21.25000,22.45000,17.90000,41.35000,40.55000,27.75000,30.50000,49.02500,48.22500,32.47500,35.42500,38.17500,37.60000,33.65000,32.47500,39.17500,35.22500,34.05000,36.80000,35.62500,36.80000,40.75000,42.32500,38.37500,37.20000,38.77500,39.95000,43.90000,44.27500,64.37500,63.60000,50.77500,53.52500,48.62500,72.05000,71.27500,55.30000,56.47500,58.45000,61.20000,58.25000,54.72500,56.50000,60.45000,61.42500,57.47500,55.70000,60.42500,56.47500,58.25000,62.20000,61.20000,61.82500,60.25000,64.15000,58.85000,82.30000,81.50000,68.70000,71.45000,72.87500,73.65000,66.52500,89.97500,89.17500,76.62500,77.40000,76.37500,79.12500,94.50000,80.35000,81.15000,15.35000,25.57500,40.95000,9.45000
32.87500,32.10000,23.42500,0.00000,2.37500,31.17500,31.95000,18.72500,16.35000,34.90000,35.70000,29.55000,7.67500,10.05000,36.85000,26.40000,24.05000,27.17500,31.12500,35.67500,39.97500,40.75000,36.62500,32.10000,28.15000,28.95000,32.90000,37.42500,41.55000,41.17500,43.12500,44.32500,39.77500,17.92500,20.27500,36.62500,34.27500,25.60000,27.95000,54.35000,44.30000,41.95000,45.27500,49.22500,54.35000,46.85000,50.80000,55.92500,58.67500,57.50000,52.37500,48.42500,50.00000,53.95000,59.07500,60.65000,55.52500,51.57500,66.15000,40.95000,43.32500,59.65000,57.30000,70.50000,48.62500,51.00000,77.17500,78.35000,67.32500,64.97500,80.12500,76.60000,72.07500,68.12500,69.10000,73.05000,77.57500,82.30000,78.35000,73.82500,69.87500,83.07500,83.70000,82.12500,86.02500,80.72500,58.87500,61.22500,77.57500,75.22500,94.75000,95.52500,88.40000,66.55000,68.90000,98.50000,99.27500,85.25000,82.90000,71.07500,102.22500,103.02500,37.22500,47.45000,62.82500,32.87500
32.10000,31.32500,22.65000,2.37500,0.00000,28.80000,29.57500,16.35000,13.97500,32.52500,33.32500,27.17500,8.45000,7.67500,34.47500,24.02500,21.67500,24.80000,28.75000,33.30000,37.60000,38.37500,34.25000,29.72500,25.77500,26.57500,30.52500,35.05000,39.17500,38.80000,40.75000,41.95000,37.40000,18.70000,17.90000,34.25000,31.90000,26.37500,25.57500,51.97500,41.92500,39.57500,42.90000,46.85000,51.97500,44.47500,48.42500,53.55000,56.30000,55.12500,50.00000,46.05000,47.62500,51.57500,56.70000,58.27500,53.15000,49.20000,63.77500,41.72500,40.95000,57.27500,54.92500,68.12500,49.40000,48.62500,74.80000,75.97500,64.95000,62.60000,77.75000,74.22500,69.70000,65.75000,66.72500,70.67500,75.20000,79.92500,75.97500,71.45000,67.50000,80.70000,81.32500,79.75000,83.65000,78.35000,59.65000,58.85000,75.20000,72.85000,92.37500,93.15000,86.02500,67.32500,66.52500,96.12500,96.90000,82.87500,80.52500,71.85000,99.85000,100.65000,34.85000,45.07500,60.45000,32.10000
3.80000,3.02500,9.30000,31.17500,28.80000,0.00000,0.77500,15.60000,18.32500,3.72500,4.52500,13.42500,36.85000,36.07500,10.07500,23.27500,26.02500,25.25000,21.30000,16.75000,12.45000,13.22500,17.75000,22.27500,26.22500,27.02500,23.07500,18.55000,14.02500,17.55000,17.95000,18.35000,23.65000,47.10000,46.30000,33.50000,36.25000,54.77500,53.97500,29.97500,41.17500,43.92500,43.35000,39.40000,34.27500,44.92500,40.97500,35.85000,32.70000,37.42500,42.55000,46.50000,48.07500,44.12500,39.00000,40.57500,45.70000,49.65000,40.97500,70.12500,69.35000,56.52500,59.27500,54.37500,77.80000,77.02500,52.80000,53.17500,64.20000,66.95000,52.60000,57.72500,62.25000,66.20000,67.17500,63.22500,58.70000,54.77500,59.47500,64.00000,67.95000,55.55000,56.92500,58.50000,58.50000,64.60000,88.05000,87.25000,74.45000,77.20000,63.57500,64.35000,72.27500,95.72500,94.92500,67.32500,68.10000,82.12500,84.87500,100.25000,71.05000,71.85000,13.60000,31.32500,46.70000,3.80000
4.57500,3.80000,10.07500,31.95000,29.57500,0.77500,0.00000,14.82500,17.55000,2.95000,3.75000,12.65000,36.07500,35.30000,9.30000,22.50000,25.25000,24.47500,20.52500,15.97500,11.67500,12.45000,16.97500,21.50000,25.45000,26.25000,22.30000,17.77500,13.25000,16.77500,17.17500,17.57500,22.87500,46.32500,45.52500,32.72500,35.47500,54.00000,53.20000,29.20000,40.40000,43.15000,42.57500,38.62500,33.50000,44.15000,40.20000,35.07500,31.92500,36.65000,41.77500,45.72500,47.30000,43.35000,38.22500,39.80000,44.92500,48.87500,40.20000,69.35000,68.57500,55.75000,58.50000,53.60000,77.02500,76.25000,52.02500,52.40000,63.42500,66.17500,51.82500,56.95000,61.47500,65.42500,66.40000,62.45000,57.92500,54.00000,58.70000,63.22500,67.17500,54.77500,56.15000,57.72500,57.72500,63.82500,87.27500,86.47500,73.67500,76.42500,62.80000,63.57500,71.50000,94.95000,94.15000,66.55000,67.32500,81.35000,84.10000,99.47500,70.27500,71.07500,12.82500,30.55000,45.92500,4.57500
19.30000,18.52500,9.85000,18.72500,16.35000,15.60000,14.82500,0.00000,2.72500,16.17500,16.97500,10.82500,21.25000,20.47500,18.12500,7.67500,10.42500,9.65000,12.40000,16.95000,21.25000,22.02500,17.90000,13.37500,10.62500,11.42500,14.17500,18.70000,22.82500,22.45000,24.40000,25.60000,21.05000,31.50000,30.70000,17.90000,20.65000,39.17500,38.37500,35.62500,25.57500,28.32500,27.75000,30.50000,35.62500,29.32500,32.07500,37.20000,39.95000,38.77500,33.65000,30.90000,32.47500,35.22500,40.35000,41.92500,36.80000,34.05000,47.42500,54.52500,53.75000,40.92500,43.67500,51.77500,62.20000,61.42500,58.45000,59.62500,48.60000,51.35000,61.40000,57.87500,53.35000,50.60000,51.57500,54.32500,58.85000,63.57500,59.62500,55.10000,52.35000,64.35000,64.97500,63.40000,67.30000,62.00000,72.45000,71.65000,58.85000,61.60000,76.02500,76.80000,69.67500,80.12500,79.32500,79.77500,80.55000,66.52500,69.27500,84.65000,83.50000,84.30000,18.50000,28.72500,44.10000,19.30000
22.02500,21.25000,12.57500,16.35000,13.97500,18.32500,17.55000,2.72500,0.00000,18.55000,19.35000,13.20000,18.52500,17.75000,20.50000,10.05000,7.70000,10.82500,14.77500,19.32500,23.62500,24.40000,20.27500,15.75000,11.80000,12.60000,16.55000,21.07500,25.20000,24.82500,26.77500,27.97500,23.42500,28.77500,27.97500,20.27500,17.92500,36.45000,35.65000,38.00000,27.95000,25.60000,28.92500,32.87500,38.00000,30.50000,34.45000,39.57500,42.32500,41.15000,36.02500,32.07500,33.65000,37.60000,42.72500,44.30000,39.17500,35.22500,49.80000,51.80000,51.02500,43.30000,40.95000,54.15000,59.47500,58.70000,60.82500,62.00000,50.97500,48.62500,63.77500,60.25000,55.72500,51.77500,52.75000,56.70000,61.22500,65.95000,62.00000,57.47500,53.52500,66.72500,67.35000,65.77500,69.67500,64.37500,69.72500,68.92500,61.22500,58.87500,78.40000,79.17500,72.05000,77.40000,76.60000,82.15000,82.92500,68.90000,66.55000,81.92500,85.87500,86.67500,20.87500,31.10000,46.47500,22.02500
7.52500,6.75000,13.02500,34.90000,32.52500,3.72500,2.95000,16.17500,18.55000,0.00000,0.80000,9.70000,33.12500,32.35000,6.35000,19.55000,22.30000,21.52500,17.57500,13.02500,8.72500,9.50000,14.02500,18.55000,22.50000,23.30000,19.35000,14.82500,10.30000,13.82500,14.22500,14.62500,19.92500,43.37500,42.57500,29.77500,32.52500,51.05000,50.25000,26.25000,37.45000,40.20000,39.62500,35.67500,30.55000,41.20000,37.25000,32.12500,28.97500,33.70000,38.82500,42.77500,44.35000,40.40000,35.27500,36.85000,41.97500,45.92500,37.25000,66.40000,65.62500,52.80000,55.55000,50.65000,74.07500,73.30000,49.07500,49.45000,60.47500,63.22500,48.87500,54.00000,58.52500,62.47500,63.45000,59.50000,54.97500,51.05000,55.75000,60.27500,64.22500,51.82500,53.20000,54.77500,54.77500,60.87500,84.32500,83.52500,70.72500,73.47500,59.85000,60.62500,68.55000,92.00000,91.20000,63.60000,64.37500,78.40000,81.15000,96.52500,67.32500,68.12500,9.87500,27.60000,42.97500,7.52500
