0.00000,0.81394,0.36401,0.80506,0.80506,0.62099,0.52559,0.78938,0.44511,0.38891,0.66002,0.41608,0.66002,1.17180,1.13385,1.06125,1.01766,0.57118,0.70578,0.41231,0.73186,0.98011,1.15434,0.69462,0.94108,0.48541,0.27042,0.30000,0.60104,0.27613,0.26101,0.52202,0.30923,0.61847,0.68007,1.01304,0.89513,1.42127,1.03983,0.60052,1.05030,1.01796,1.23491,1.15244,0.91720,0.97532,0.84336,0.70401,0.99562,0.15811,0.30104,0.38079,0.46098,0.64031,0.85147,0.97243,0.95197,0.58843,0.80039,0.70755,0.95721,0.48088,0.61033,0.95525,0.87500,0.63246,1.27769,0.45069,0.11180,0.20156,0.62099,0.83853,0.80351,0.90864,0.97082,0.26575,0.33541,0.50559,0.40078,0.48023,0.37165,0.65192,0.73866,0.87464,0.91992,1.20675,0.84039,0.38243,0.51296,0.51478,0.99247,0.82538,0.84926,0.66568,0.74204,0.72672,0.80623,0.89022,0.77862,0.96501,0.38079,0.00000
0.81394,0.00000,0.86023,0.50559,0.59634,0.41003,0.90623,0.90173,1.18559,1.08224,1.25723,0.58577,0.23585,0.52974,0.32500,0.62948,0.81739,0.68648,1.18559,1.22577,0.26101,0.30516,0.58310,0.87464,0.75374,0.41003,0.57500,0.52202,0.95721,1.08224,0.88070,1.30000,0.98393,1.21037,1.38924,1.35508,0.38243,0.80777,0.63738,0.23585,0.30516,0.30208,0.46098,0.60467,0.89513,1.13192,1.18585,1.03350,1.46671,0.80777,1.08311,0.68007,0.35355,0.62650,0.71589,0.46704,0.14577,0.22638,0.39131,0.61897,0.60104,1.06125,1.31529,1.58114,1.64488,1.44309,0.85440,0.76035,0.75166,0.97628,1.38857,0.30104,0.22500,0.29262,0.38079,0.71633,0.79057,1.09001,0.95033,0.72500,1.05149,0.90139,0.72500,0.69462,0.49117,0.77540,0.17678,0.90347,0.50312,1.25399,0.50249,0.34821,0.45962,0.33634,0.30516,0.41003,0.26926,0.41231,0.43732,0.42573,0.45000,0.81394
0.36401,0.86023,0.00000,0.62500,1.06800,0.83853,0.88388,1.12611,0.37500,0.72887,1.00778,0.27951,0.80039,1.32877,1.17925,1.28695,1.30504,0.88388,1.06800,0.55902,0.67315,0.91001,1.00000,0.35355,0.67315,0.45069,0.51539,0.40311,0.23717,0.53033,0.62500,0.78102,0.18200,0.35355,0.53852,1.37704,1.07529,1.60078,0.83442,0.62500,1.00405,1.13192,1.32004,1.34559,1.23744,1.32712,1.20675,1.06448,1.35324,0.20616,0.35795,0.70178,0.57009,0.40311,0.58523,0.82651,1.00561,0.67175,0.99906,0.98900,1.19635,0.84039,0.92195,1.28062,0.81892,0.71589,1.04403,0.15207,0.45277,0.52738,0.57717,0.75208,0.75208,0.83104,0.86313,0.16771,0.07071,0.23049,0.09014,0.20156,0.22500,1.00125,1.04433,1.15434,1.13192,1.44265,0.95459,0.74582,0.76689,0.81394,1.19269,1.00561,1.06360,0.85330,0.91549,0.93975,0.96047,1.08167,0.99562,1.14510,0.55902,0.36401
0.80506,0.50559,0.62500,0.00000,1.03078,0.79057,1.15244,1.26343,1.00000,1.17925,1.42522,0.39528,0.63738,1.03078,0.72887,1.12500,1.27475,1.00778,1.41421,1.15244,0.25000,0.35355,0.37500,0.45069,0.25000,0.35355,0.70711,0.55057,0.59424,1.06800,1.00000,1.32311,0.80156,0.91001,1.14264,1.66001,0.87500,1.30504,0.23585,0.39528,0.45962,0.80039,0.90588,1.11018,1.30504,1.49854,1.48008,1.32004,1.71483,0.70401,0.96177,0.90588,0.52738,0.23049,0.21360,0.20616,0.60879,0.49812,0.85586,1.01242,1.07964,1.22602,1.41090,1.74087,1.43571,1.33346,0.48023,0.47566,0.81125,1.00623,1.20104,0.22361,0.28504,0.28504,0.27042,0.57009,0.57717,0.81394,0.70178,0.42573,0.85000,1.20649,1.10962,1.13385,0.97628,1.27598,0.67685,1.07964,0.81624,1.31933,1.00031,0.82651,0.93039,0.74582,0.75664,0.84336,0.75042,0.90035,0.88776,0.92635,0.62500,0.80506
0.80506,0.59634,1.06800,1.03078,0.00000,0.25000,0.51539,0.34821,1.25000,0.83853,0.88388,0.88388,0.39528,0.50000,0.72887,0.27951,0.25000,0.27951,0.75000,1.15244,0.79057,0.90139,1.17925,1.25623,1.27475,0.75000,0.55902,0.67315,1.26120,0.97628,0.68007,1.09573,1.09772,1.39754,1.48513,0.81739,0.27951,0.67315,1.21166,0.63738,0.88671,0.50312,0.70401,0.41231,0.30104,0.55509,0.67315,0.55227,0.97628,0.90588,1.10114,0.44230,0.55057,1.05030,1.21269,1.05119,0.61897,0.53444,0.21213,0.11180,0.16771,0.73527,1.02011,1.17500,1.66170,1.37045,1.44244,1.04940,0.69507,0.85147,1.41598,0.87321,0.79451,0.88388,0.97372,0.90139,1.00405,1.27475,1.14237,1.03983,1.16619,0.42500,0.17678,0.10308,0.20156,0.40697,0.44230,0.61492,0.30208,1.00778,0.27500,0.26575,0.16771,0.28504,0.29155,0.19039,0.33634,0.24622,0.16008,0.30923,0.51539,0.80506
0.62099,0.41003,0.83853,0.79057,0.25000,0.00000,0.51539,0.49624,1.06066,0.76035,0.88388,0.63738,0.17678,0.55902,0.63738,0.45069,0.50000,0.27951,0.79057,1.00778,0.55902,0.70711,0.97628,1.00778,1.03078,0.50000,0.35355,0.43661,1.02011,0.83853,0.57009,1.00654,0.89022,1.17925,1.29156,0.94505,0.27951,0.80039,0.98393,0.39528,0.71502,0.45069,0.67685,0.53151,0.51539,0.73015,0.77661,0.62650,1.06213,0.69507,0.92195,0.32882,0.30104,0.80039,0.96598,0.83217,0.48283,0.29262,0.18028,0.22361,0.35795,0.70045,0.97628,1.20130,1.49541,1.23111,1.22193,0.80700,0.52022,0.71589,1.24197,0.65192,0.57554,0.67546,0.76526,0.67082,0.77177,1.05475,0.91788,0.79451,0.96047,0.49308,0.32596,0.35089,0.30104,0.60467,0.30923,0.55057,0.12748,0.93708,0.37165,0.21360,0.23049,0.07906,0.15000,0.10607,0.22500,0.27042,0.16008,0.34731,0.27951,0.62099
0.52559,0.90623,0.88388,1.15244,0.51539,0.51539,0.00000,0.30516,0.91001,0.35355,0.37500,0.83853,0.67315,1.00778,1.15244,0.79057,0.62500,0.25000,0.27951,0.72887,0.97628,1.17925,1.42522,1.18585,1.35208,0.80039,0.45069,0.61745,1.11803,0.55902,0.27951,0.60519,0.82651,1.13192,1.13853,0.51478,0.75000,1.18585,1.37931,0.80039,1.20753,0.95525,1.17739,0.92770,0.46098,0.45277,0.33541,0.18200,0.57009,0.67915,0.75208,0.24749,0.63738,1.06360,1.26935,1.25822,0.99624,0.72111,0.65048,0.40697,0.68007,0.22361,0.50621,0.68648,1.24825,0.92534,1.62673,0.94108,0.43157,0.45069,1.02865,1.08541,1.02011,1.13054,1.21501,0.75208,0.84336,1.02622,0.92635,0.95688,0.88070,0.14577,0.35795,0.52559,0.70711,0.89443,0.82462,0.15811,0.40389,0.50621,0.78502,0.70178,0.65192,0.59424,0.66191,0.57717,0.73570,0.72543,0.60000,0.80156,0.53033,0.52559
0.78938,0.90173,1.12611,1.26343,0.34821,0.49624,0.30516,0.00000,1.20260,0.65622,0.60415,1.01980,0.67268,0.83442,1.07355,0.57500,0.34821,0.26101,0.44300,1.03350,1.04702,1.20260,1.47246,1.38947,1.49039,0.93341,0.62948,0.78938,1.35023,0.86205,0.57118,0.90173,1.09829,1.40735,1.43462,0.46971,0.62700,0.95819,1.47076,0.87464,1.20416,0.85037,1.05149,0.72543,0.16008,0.23585,0.32882,0.23717,0.63295,0.93039,1.04463,0.42500,0.73866,1.22602,1.41620,1.32524,0.95033,0.77661,0.54886,0.28504,0.47762,0.51296,0.77661,0.85914,1.55322,1.23009,1.71264,1.15434,0.68237,0.74917,1.33088,1.14510,1.07005,1.17154,1.26120,0.97532,1.07500,1.29470,1.18163,1.15974,1.15812,0.16008,0.18028,0.30104,0.54601,0.64275,0.77015,0.45894,0.44721,0.79726,0.61288,0.60467,0.51539,0.56569,0.60519,0.50000,0.66568,0.59424,0.49308,0.65622,0.65622,0.78938
0.44511,1.18559,0.37500,1.00000,1.25000,1.06066,0.91001,1.20260,0.00000,0.62500,0.88388,0.63738,1.07529,1.60078,1.51038,1.50520,1.45774,1.00778,1.00000,0.27951,1.03078,1.27475,1.37500,0.67315,1.03078,0.79057,0.70711,0.67315,0.50312,0.37500,0.63246,0.54829,0.20616,0.27951,0.23585,1.32500,1.32877,1.85826,1.20649,0.95197,1.36428,1.42850,1.63420,1.59138,1.34280,1.35854,1.17925,1.06888,1.24122,0.38161,0.15811,0.81892,0.85330,0.77661,0.94637,1.20104,1.33065,0.97372,1.23794,1.15109,1.40201,0.77661,0.73527,1.08657,0.45962,0.35795,1.40735,0.52559,0.55509,0.46098,0.20616,1.11803,1.10962,1.19635,1.23415,0.47434,0.42793,0.25000,0.30414,0.57554,0.15000,1.05149,1.17527,1.31743,1.36130,1.65170,1.24825,0.75208,0.95721,0.62500,1.43200,1.25822,1.29059,1.09829,1.17154,1.16673,1.23009,1.32689,1.21989,1.39933,0.80039,0.44511
0.38891,1.08224,0.72887,1.17925,0.83853,0.76035,0.35355,0.65622,0.62500,0.00000,0.27951,0.80039,0.87500,1.30504,1.37500,1.11803,0.97628,0.55902,0.37500,0.39528,1.06800,1.30504,1.51038,1.07529,1.32877,0.83853,0.51539,0.63738,0.96177,0.25000,0.20156,0.25739,0.60879,0.88388,0.83442,0.70000,1.03078,1.51038,1.41510,0.91001,1.35854,1.20934,1.43571,1.24424,0.81394,0.76158,0.55902,0.46971,0.63246,0.53502,0.47762,0.43157,0.74582,1.02774,1.23946,1.33065,1.20104,0.86313,0.92770,0.72672,1.00623,0.15811,0.23717,0.56679,0.90588,0.57554,1.65718,0.83554,0.36912,0.20156,0.70401,1.17925,1.13054,1.24122,1.31387,0.65431,0.71502,0.80039,0.73866,0.86783,0.64275,0.49624,0.70045,0.86675,1.01242,1.23491,1.05119,0.22361,0.63295,0.17678,1.09144,0.97082,0.94868,0.83104,0.90864,0.84890,0.98298,1.01304,0.88600,1.09202,0.63738,0.38891
