0.00000,0.35000,0.50559,0.77540,1.10028,1.27500,1.57817,1.80434,2.08041,2.27720,2.60108,2.80045,3.00094,0.50000,0.58310,0.79569,0.93005,1.11943,1.29156,1.60488,1.84408,2.12250,2.33452,2.54583,2.79072,3.09919,0.90000,0.90139,1.11046,1.33534,1.47246,1.53236,1.85152,1.96977,2.31760,2.55795,2.71155,2.93353,3.23506,1.57678,1.60332,1.63879,1.73385,1.78045,1.96866,2.10728,2.24527,2.44093,2.75284,2.91815,3.14295,3.35596,1.80156,2.09001,2.12250,1.99060,2.17385,2.42242,2.38170,2.74283,2.77590,3.07916,3.20156,3.48506,3.61948,2.55196,2.49312,2.55453,2.53784,2.69258,2.67605,2.92842,3.05164,3.15377,3.37648,3.57089,3.84098,3.91615,2.87598,2.84660,3.10846,2.96015,3.14663,3.25970,3.17648,3.41879,3.63361,3.71694,3.79111,4.08450,4.33107,3.50143,3.39061,3.56388,3.56590,3.70203,3.59340,3.87694,3.91352,4.12462,4.24529,4.29549,4.53300,4.60109,3.80000,4.01318,3.86434,4.15279,4.05663,4.23851,4.18756,4.37393,4.53989,4.65752,4.67340,4.80690,4.97073,4.45000,4.41199,4.60794,4.43227,4.54216,4.72526,4.76766,4.86544,4.85412,4.87526,5.18465,5.29510,5.49847,4.87526,5.03395,4.95290,5.10539,4.95202,5.12963,5.25131,5.30572,5.39450,5.42506,5.66844,5.60022,5.81942,5.42552,5.38081,5.60457,5.38110,5.46723,5.48139,5.65603,5.83460,5.84059,6.03081,5.97181,6.03971,6.26997,5.92547,5.85769,6.10215,5.89788,6.00167,6.15554,6.10020,6.13010,6.28615,6.25350,6.60194,6.46413,6.75301,6.35020,6.55806,6.39658,6.40664,6.46089,6.47674,6.57272,6.56934,6.64078,6.87136,6.80593,7.06444,7.22396,6.87573,7.05868,6.89316,6.84124,6.97209,7.18458,7.08308,7.07001,7.33216,7.17047,7.41797,7.57649,7.61003,0.00000
0.35000,0.00000,0.16771,0.42573,0.75042,0.92500,1.22907,1.45538,1.73151,1.92760,2.25125,2.45051,2.65106,0.61033,0.50249,0.59424,0.68007,0.83254,0.95688,1.27696,1.51017,1.78676,1.99060,2.19915,2.44655,2.75545,0.96566,0.85147,0.97628,1.15244,1.22602,1.25623,1.57579,1.65605,2.00156,2.23677,2.39270,2.60156,2.90140,1.59883,1.57579,1.54536,1.59726,1.58824,1.76228,1.86028,1.98021,2.15537,2.47146,2.61115,2.82942,3.04138,1.82089,2.07741,2.05973,1.86815,2.01944,2.26177,2.17830,2.52004,2.53537,2.83042,2.93641,3.21063,3.33513,2.56223,2.47550,2.50612,2.44655,2.58312,2.52116,2.76236,2.86531,2.93534,3.14016,3.33260,3.58896,3.64777,2.88812,2.82500,3.06023,2.88531,3.05061,3.13937,3.02696,3.24278,3.45588,3.50865,3.57001,3.85073,4.09000,3.50892,3.37509,3.52934,3.50402,3.61836,3.48210,3.75541,3.76539,3.95790,4.07063,4.09954,4.32153,4.37293,3.81608,4.00008,3.83023,4.09977,3.98262,4.14880,4.07316,4.23984,4.38898,4.49500,4.49006,4.61370,4.76399,4.46374,4.40007,4.57937,4.37864,4.47619,4.64307,4.66376,4.74342,4.71699,4.72394,5.02002,5.12207,5.31231,4.88422,5.02525,4.92811,5.06582,4.89336,5.05575,5.16055,5.19910,5.27310,5.28784,5.52144,5.43369,5.64076,5.43197,5.37593,5.57954,5.34193,5.41416,5.40908,5.56715,5.73629,5.72407,5.90619,5.83095,5.88265,6.10451,5.93138,5.85021,6.07917,5.86366,5.94748,6.08692,6.02080,6.03951,6.17804,6.13484,6.47616,6.32317,6.60232,6.35708,6.55005,6.37740,6.36965,6.41332,6.41702,6.49639,6.48354,6.53854,6.76226,6.68136,6.93190,7.08083,6.87954,7.05000,6.87664,6.81175,6.93055,7.13201,7.01231,6.99160,7.23969,7.06722,7.30625,7.45541,7.47429,0.35000
0.50559,0.16771,0.00000,0.27951,0.60208,0.77862,1.08915,1.30096,1.57678,1.77518,2.10000,2.30339,2.50450,0.76199,0.60879,0.62948,0.67315,0.78502,0.85000,1.17527,1.39866,1.67126,1.86162,2.06413,2.31625,2.62548,1.09573,0.94637,1.02774,1.17100,1.20052,1.20675,1.52192,1.56704,1.90804,2.13688,2.29469,2.48847,2.78568,1.70386,1.66208,1.60312,1.63267,1.59236,1.75535,1.82517,1.93084,2.08866,2.40650,2.52389,2.73542,2.94587,1.92256,2.16449,2.12559,1.90739,2.04022,2.27706,2.16925,2.49650,2.50000,2.78803,2.88195,3.14841,3.26497,2.65530,2.55783,2.57512,2.49625,2.62309,2.53784,2.77151,2.86236,2.91258,3.10504,3.29555,3.54189,3.58896,2.98046,2.90388,3.12660,2.94034,3.09485,3.17116,3.04395,3.24423,3.45561,3.49016,3.54339,3.81527,4.04923,3.59731,3.45444,3.60009,3.56265,3.66649,3.51719,3.78451,3.78054,3.96240,4.07040,4.08695,4.29913,4.34000,3.90712,4.07876,3.90032,4.16083,4.03431,4.19263,4.10503,4.26124,4.40114,4.50062,4.48400,4.60170,4.74368,4.55254,4.47842,4.65027,4.43882,4.53052,4.68948,4.69960,4.77002,4.73583,4.73524,5.02357,5.12079,5.30330,4.97041,5.10392,5.00006,5.13109,4.95032,5.10539,5.20198,5.23271,5.29917,5.30572,5.53382,5.43559,5.63560,5.51640,5.45573,5.65050,5.40700,5.47289,5.45894,5.60892,5.77327,5.75201,5.92980,5.84621,5.88919,6.10620,6.01503,5.92837,6.15046,5.93027,6.00505,6.13769,6.06656,6.07988,6.20967,6.16122,6.49856,6.33783,6.61154,6.44074,6.62731,6.45005,6.43453,6.47341,6.47157,6.54313,6.52577,6.57272,6.79283,6.70420,6.95040,7.09366,6.96150,7.12658,6.95000,6.87954,6.99290,7.18923,7.06121,7.03691,7.27805,7.10044,7.33506,7.47939,7.49070,0.50559
0.77540,0.42573,0.27951,0.00000,0.32500,0.50062,0.80971,1.02987,1.30600,1.50187,1.82568,2.02639,2.22725,0.93608,0.70799,0.60879,0.57554,0.60879,0.59002,0.91549,1.12944,1.39866,1.58311,1.78466,2.03731,2.34654,1.20675,0.99562,0.99530,1.07616,1.03592,1.00778,1.31077,1.31577,1.65076,1.87367,2.03255,2.21599,2.51160,1.74642,1.66902,1.55985,1.55081,1.46159,1.60488,1.63420,1.72047,1.85691,2.17500,2.27005,2.47550,2.68445,1.95464,2.16463,2.08716,1.82654,1.92760,2.15305,2.01029,2.31476,2.30285,2.58070,2.66012,2.91730,3.02541,2.66200,2.54472,2.53735,2.42552,2.53500,2.41350,2.63403,2.70670,2.72947,2.90528,3.09273,3.32650,3.36043,2.98329,2.88151,3.07998,2.87511,3.01040,3.06604,2.91655,3.09283,3.30085,3.31031,3.35280,3.61291,3.84000,3.58905,3.42965,3.55879,3.50009,3.58556,3.41559,3.67228,3.64700,3.81264,3.91360,3.91312,4.11195,4.13960,3.90272,4.05008,3.85657,4.10008,3.95790,4.10259,3.99601,4.13552,4.26124,4.35101,4.31806,4.42747,4.55830,4.54161,4.44782,4.60550,4.37564,4.45702,4.60224,4.59517,4.65094,4.60502,4.59327,4.86987,4.96015,5.13182,4.95334,5.07229,4.95631,5.07506,4.88019,5.02251,5.10539,5.12354,5.17814,5.17228,5.39189,5.27885,5.46883,5.49477,5.42546,5.60357,5.35000,5.40469,5.37570,5.51209,5.66844,5.63305,5.80393,5.70800,5.73830,5.94821,5.99103,5.89417,6.10328,5.87505,5.93391,6.05480,5.97547,5.98002,6.09575,6.03925,6.37010,6.19808,6.46360,6.41609,6.59038,6.40488,6.37544,6.40591,6.39458,6.45295,6.42826,6.46229,6.67650,6.57614,6.81561,6.95040,6.93294,7.08775,6.90548,6.82505,6.92865,7.11587,6.97397,6.94379,7.17343,6.98789,7.21543,7.35225,7.35230,0.77540
1.10028,0.75042,0.60208,0.32500,0.00000,0.17678,0.49117,0.70711,0.98298,1.17739,1.50083,1.70165,1.90263,1.21886,0.95688,0.77862,0.67315,0.58843,0.38079,0.67546,0.85513,1.11046,1.27304,1.46735,1.72409,2.03301,1.43723,1.18559,1.10736,1.10962,0.97532,0.89233,1.15596,1.08195,1.39754,1.60507,1.76511,1.92354,2.21416,1.90016,1.78885,1.62865,1.57421,1.42500,1.53501,1.50208,1.55423,1.65076,1.96501,2.01804,2.21020,2.41519,2.09314,2.26550,2.14665,1.84204,1.90000,2.10535,1.91719,2.18289,2.14767,2.40637,2.46183,2.70185,2.79508,2.76236,2.62488,2.58964,2.44054,2.52698,2.36075,2.56052,2.60732,2.59049,2.73975,2.92115,3.13409,3.14692,3.07581,2.94703,3.11539,2.89061,3.00094,3.03006,2.85318,2.99541,3.19707,3.17116,3.19775,3.43893,3.65462,3.66410,3.48721,3.59627,3.51283,3.57535,3.38092,3.62215,3.56931,3.71223,3.80304,3.77897,3.95790,3.96619,3.98003,4.09893,3.88909,4.11096,3.95071,4.07776,3.94794,4.06517,4.17163,4.24801,4.19300,4.29047,4.40511,4.60821,4.49235,4.63276,4.38214,4.45063,4.57835,4.54986,4.58673,4.52583,4.49944,4.75933,4.83994,4.99625,5.01124,5.11297,4.98328,5.08705,4.87603,5.00225,5.06785,5.07013,5.10943,5.08755,5.29534,5.16291,5.33877,5.54555,5.46649,5.62456,5.35986,5.40093,5.35374,5.47289,5.61877,5.56557,5.72713,5.61544,5.62894,5.82886,6.03764,5.92922,6.12255,5.88542,5.92500,6.03127,5.94206,5.93570,6.03345,5.96684,6.28858,6.10230,6.35649,6.46089,6.62052,6.42578,6.37990,6.40020,6.37740,6.41950,6.38578,6.40356,6.60984,6.49471,6.72500,6.84854,6.97209,7.11464,6.92604,6.83397,6.92572,7.10158,6.94303,6.90566,7.12057,6.92541,7.14357,7.27057,7.25608,1.10028
1.27500,0.92500,0.77862,0.50062,0.17678,0.00000,0.31623,0.53968,0.81394,1.00499,1.32712,1.52582,1.72663,1.36953,1.09573,0.89022,0.76035,0.62650,0.32596,0.55902,0.70711,0.95033,1.10028,1.29156,1.54960,1.85826,1.56065,1.29349,1.18004,1.14237,0.96177,0.85000,1.07935,0.95688,1.25623,1.45344,1.61342,1.75820,2.04603,1.98006,1.85236,1.66771,1.59001,1.41090,1.50000,1.43178,1.46309,1.53501,1.84459,1.87383,2.05822,2.26067,2.16333,2.31436,2.17443,1.84949,1.88315,2.07515,1.86363,2.10505,2.05700,2.30339,2.34534,2.57512,2.66012,2.80769,2.66012,2.61008,2.44182,2.51508,2.32554,2.51247,2.54472,2.50612,2.64008,2.81747,3.01848,3.02004,3.11539,2.97258,3.12380,2.88931,2.98549,3.00000,2.80903,2.93194,3.12930,3.08423,3.10212,3.33242,3.54154,3.69197,3.50616,3.60390,3.50731,3.55712,3.35009,3.58207,3.51443,3.64460,3.72970,3.69298,3.86086,3.85884,4.00819,4.11127,3.89310,4.10259,3.93295,4.05008,3.90800,4.01287,4.10868,4.17769,4.11096,4.20186,4.30770,4.62905,4.50139,4.63209,4.37071,4.43206,4.55000,4.50999,4.53659,4.46773,4.43354,4.68402,4.75933,4.90727,5.02655,5.11872,4.98178,5.07722,4.85779,4.97506,5.03122,5.02494,5.05594,5.02550,5.22667,5.08411,5.25226,5.55613,5.47186,5.61877,5.34842,5.38203,5.32506,5.43473,5.57478,5.51209,5.66844,5.54848,5.55304,5.74745,6.04530,5.93069,6.11520,5.87351,5.90259,6.00083,5.90641,5.89417,5.98216,5.91021,6.22676,6.03309,6.28102,6.46708,6.61853,6.41897,6.36421,6.37897,6.35000,6.38328,6.34473,6.35379,6.55563,6.43273,6.65794,6.77542,6.97469,7.11042,6.91854,6.82024,6.90548,7.07504,6.90765,6.86645,7.07328,6.87314,7.08612,7.20781,7.18562,1.27500
1.57817,1.22907,1.08915,0.80971,0.49117,0.31623,0.00000,0.31820,0.55902,0.72801,1.03983,1.22602,1.42522,1.62500,1.33627,1.09659,0.93975,0.75000,0.39528,0.40311,0.44721,0.65431,0.78462,0.97628,1.23339,1.54212,1.76653,1.47923,1.31244,1.21037,0.96177,0.80777,0.95131,0.73527,0.99153,1.16726,1.32594,1.44957,1.73385,2.10372,1.94968,1.72663,1.61032,1.38406,1.43178,1.30000,1.29059,1.31387,1.61012,1.59726,1.76812,1.96612,2.26716,2.37829,2.20298,1.84814,1.83746,2.00156,1.75161,1.94454,1.87383,2.09538,2.11320,2.32406,2.39505,2.85974,2.69560,2.61964,2.41919,2.46792,2.23900,2.40052,2.40637,2.32930,2.43516,2.60444,2.78411,2.76688,3.15446,2.98768,3.10695,2.85712,2.92714,2.91548,2.70104,2.78859,2.97700,2.89871,2.90140,3.11207,3.30946,3.70616,3.50544,3.58234,3.46284,3.48972,3.26161,3.47581,3.38249,3.48972,3.56450,3.50616,3.65462,3.63533,4.02127,4.09542,3.86345,4.04985,3.86434,3.96335,3.80033,3.88306,3.95996,4.01598,3.92938,4.00882,4.09954,4.62635,4.47800,4.59089,4.31139,4.35983,4.46010,4.40000,4.40859,4.32616,4.27858,4.51221,4.57835,4.71182,5.01261,5.08736,4.93793,5.01828,4.78468,4.88582,4.92525,4.90408,4.92062,4.87551,5.06489,4.90542,5.06026,5.53224,5.43886,5.56557,5.28589,5.30625,5.23223,5.32506,5.45464,5.37570,5.52279,5.38894,5.37831,5.56310,6.01503,5.88966,6.05810,5.80888,5.81942,5.90339,5.80005,5.77765,5.84861,5.76764,6.07474,5.86883,6.10584,6.43336,6.57001,6.36224,6.29191,6.29692,6.25720,6.27505,6.22821,6.22219,6.41609,6.28013,6.49639,6.60350,6.93370,7.05713,6.85976,6.75060,6.82427,6.98257,6.80005,6.75227,6.94487,6.73647,6.94033,7.05284,7.01770,1.57817
1.80434,1.45538,1.30096,1.02987,0.70711,0.53968,0.31820,0.00000,0.27613,0.47566,0.80156,1.01520,1.21655,1.90542,1.62500,1.39866,1.24825,1.06595,0.71063,0.68283,0.62550,0.71981,0.72500,0.85330,1.12361,1.42061,2.07138,1.78903,1.62980,1.52684,1.26935,1.10736,1.20675,0.92500,1.09915,1.21912,1.36771,1.41421,1.67108,2.42191,2.26716,2.04022,1.91654,1.67798,1.70770,1.54151,1.50021,1.47139,1.74105,1.65605,1.79025,1.97183,2.58481,2.69119,2.50861,2.14665,2.11896,2.26771,1.99765,2.15058,2.05973,2.25069,2.23733,2.41661,2.46221,3.16948,3.00167,2.91826,2.70670,2.74420,2.49562,2.63937,2.62548,2.51508,2.58964,2.74739,2.89698,2.85099,3.46058,3.28710,3.39420,3.13857,3.19541,3.16879,2.94034,3.00042,3.17982,3.07022,3.05624,3.24133,3.42144,4.00383,3.79811,3.86628,3.73631,3.75075,3.51079,3.71214,3.60000,3.68722,3.75208,3.67228,3.79803,3.75708,4.31806,4.38078,4.14307,4.31741,4.12348,4.21107,4.03438,4.10008,4.16083,4.20483,4.09893,4.16571,4.23851,4.91636,4.75933,4.86338,4.57473,4.61553,4.70439,4.63047,4.62527,4.53190,4.47269,4.68948,4.74605,4.86338,5.29741,5.36400,5.20847,5.28045,5.03891,5.12957,5.15734,5.12506,5.12994,5.07229,5.25030,5.07451,5.21464,5.81190,5.71424,5.83015,5.54555,5.55788,5.47289,5.55360,5.67500,5.58307,5.72189,5.57567,5.55023,5.72456,6.29111,6.16041,6.31986,6.06656,6.06553,6.13973,6.03018,6.00021,6.05743,5.96893,6.26708,6.05005,6.27575,6.70732,6.83603,6.62387,6.54432,6.54313,6.49625,6.50308,6.45005,6.43200,6.61891,6.47157,6.67912,6.77588,7.20347,7.32005,7.11969,7.00415,7.07040,7.22098,7.02785,6.97518,7.15629,6.94127,7.13692,7.24094,7.19344,1.80434
2.08041,1.73151,1.57678,1.30600,0.98298,0.81394,0.55902,0.27613,0.00000,0.20616,0.53033,0.75208,0.95197,2.17443,1.89027,1.65529,1.49854,1.30384,0.95197,0.85147,0.71589,0.70045,0.59424,0.65431,0.91992,1.20026,2.32554,2.03731,1.86011,1.73277,1.45344,1.28062,1.32004,0.98900,1.07616,1.14018,1.27304,1.25549,1.48535,2.64114,2.47513,2.23187,2.09001,1.83115,1.83371,1.62865,1.55423,1.47521,1.71172,1.56565,1.66621,1.83115,2.79330,2.87772,2.67687,2.30285,2.24750,2.37303,2.08102,2.18661,2.07635,2.23397,2.19160,2.34014,2.36352,3.34524,3.16879,3.07002,2.83989,2.85974,2.58614,2.70647,2.66985,2.52500,2.56759,2.71259,2.83306,2.76236,3.62638,3.43893,3.52358,3.25970,3.29668,3.25000,3.00552,3.03336,3.20156,3.06023,3.02995,3.18944,3.35261,4.15008,3.93550,3.98850,3.84269,3.83935,3.58478,3.76912,3.63542,3.70008,3.75408,3.65282,3.75583,3.69501,4.46185,4.50389,4.25749,4.41319,4.20810,4.28026,4.08718,4.13257,4.17507,4.20602,4.08075,4.13469,4.19002,5.04635,4.87494,4.96500,4.66376,4.69395,4.76760,4.67680,4.65544,4.55007,4.47842,4.67680,4.72348,4.82455,5.41768,5.47095,5.30642,5.36616,5.11426,5.19098,5.20414,5.15873,5.15024,5.07894,5.24434,5.05229,5.17748,5.92289,5.81861,5.91825,5.62722,5.62861,5.52958,5.59520,5.70663,5.60006,5.72942,5.57029,5.52958,5.69303,6.39575,6.25705,6.40317,6.14456,6.12806,6.18971,6.07274,6.03376,6.07505,5.97835,6.26618,6.03785,6.25150,6.80813,6.92477,6.70657,6.61443,6.60502,6.54905,6.54227,6.48195,6.45005,6.62882,6.46935,6.66732,6.75324,7.29735,7.40376,7.19939,7.07518,7.13149,7.27195,7.06598,7.00754,7.17504,6.95288,7.13920,7.23395,7.17361,2.08041
2.27720,1.92760,1.77518,1.50187,1.17739,1.00499,0.72801,0.47566,0.20616,0.00000,0.32596,0.54601,0.74582,2.35279,2.06413,1.82003,1.65775,1.45344,1.10962,0.96047,0.78102,0.68784,0.50062,0.49308,0.74582,1.01150,2.48508,2.19160,1.99812,1.85068,1.55724,1.37931,1.37295,1.01766,1.03592,1.05475,1.17180,1.10736,1.31577,2.76507,2.58964,2.33372,2.17787,1.90542,1.88680,1.65529,1.55744,1.44265,1.65000,1.46159,1.53664,1.68838,2.90689,2.97174,2.75647,2.37500,2.29810,2.40442,2.09836,2.16708,2.04359,2.17500,2.11202,2.23747,2.24527,3.42828,3.24519,3.13409,2.89007,2.89579,2.60444,2.70601,2.65248,2.48307,2.50200,2.63688,2.73610,2.64870,3.70008,3.50161,3.56765,3.29820,3.31936,3.25730,3.00177,3.00520,3.16425,3.00042,2.95857,3.09919,3.25000,4.20602,3.98474,4.02531,3.86733,3.85008,3.58513,3.75583,3.60642,3.65419,3.70008,3.58373,3.67032,3.59592,4.51504,4.54010,4.28734,4.42789,4.21463,4.27471,4.06971,4.09977,4.12871,4.15008,4.01123,4.05594,4.09893,5.08705,4.90433,4.98310,4.67259,4.69448,4.75631,4.65296,4.61959,4.50562,4.42507,4.60977,4.64933,4.73880,5.44989,5.49238,5.32101,5.37105,5.11157,5.17748,5.17959,5.12445,5.10612,5.02500,5.18104,4.97776,5.09227,5.94690,5.83749,5.92416,5.62855,5.62150,5.51192,5.56608,5.66993,5.55276,5.67506,5.50687,5.45539,5.61098,6.41410,6.26922,6.40473,6.14232,6.11397,6.16604,6.04364,5.99802,6.02754,5.92500,6.20504,5.96893,6.17384,6.82299,6.93001,6.70732,6.60554,6.58986,6.52706,6.51009,6.44443,6.40239,6.57505,6.40703,6.59796,6.67617,7.30625,7.40460,7.19731,7.06651,7.11517,7.24784,7.03247,6.96980,7.12715,6.90000,7.07942,7.16746,7.09811,2.27720
