0.00000,7.80000,18.75000,26.55000,51.57367,37.03587,25.00061,6.31585,136.01459,143.40535,158.21771,165.63655,173.06240,161.61132,164.07606,137.44351,140.33336,111.40109,106.95654,98.22781,93.95851,64.07490,68.20900,58.23202,53.33004,57.93665,32.50047,40.00038,47.50032,54.79877,48.44229,42.46064,68.21221,61.41381,55.00028,60.00026,68.69566,63.37167,72.64618,77.33429,104.09265,107.02964,111.02181,115.09276,119.23440,147.26666,154.11876,161.02863,167.98912,174.99419,182.03871,147.32033,149.92180,127.13489,87.04435,95.53770,104.87418,101.20292,78.66483,97.31087,88.12180,100.82643,138.30362,141.76953,131.38190,124.95111,149.08769,145.25746,148.76586,152.29330,155.83851,159.40028,162.97754,166.56929,170.17462,173.79266,177.42266,181.06388,184.71567,188.37741,169.91992,171.22559,155.48849,170.49253,185.67234,190.66848,192.08539,206.38083,223.10994,205.01025,211.73166,192.04854,195.72851,199.41685,203.11310,206.81683,210.52765,214.24519,217.96910,221.69908,230.29974,238.02265,241.49657,260.98186,282.44604,280.15707,277.90399,275.68766,273.50899,271.36887,269.26824,267.20802,265.18915,263.21259,229.00582,229.44648,229.95244,230.52329,231.15853,231.85764,232.62004,233.44512,234.33221,235.28061,0.00000
7.80000,0.00000,10.95000,18.75000,44.85157,31.72106,26.24120,13.82787,143.70121,151.10315,165.93346,173.35956,180.79177,169.20118,171.55691,144.95357,147.69656,118.42307,113.91015,105.01677,100.64801,70.28096,74.06948,63.17268,58.68486,61.80595,33.46417,40.78726,48.16483,51.35636,44.51096,37.91406,65.47882,58.36288,55.57518,60.52768,72.93088,67.93959,78.17473,82.54946,110.25698,113.29238,117.40385,121.58192,125.81996,154.39410,161.30612,168.26850,175.27525,182.32125,189.40212,153.90777,156.43087,133.25765,89.99188,98.13140,107.33319,102.32962,78.13754,96.88512,87.54012,98.94841,134.85996,138.41214,129.19374,123.00549,148.15350,141.98257,145.56991,149.17295,152.79058,156.42177,160.06561,163.72126,167.38793,171.06493,174.75160,178.44733,182.15159,185.86385,168.78344,170.47000,154.75058,170.07799,189.27437,194.77946,196.31573,211.24894,227.83462,208.76906,214.35220,189.58365,193.31055,197.04416,200.78409,204.53000,208.28156,212.03849,215.80049,219.56730,232.58555,241.42929,245.51102,265.71197,287.12817,284.77002,282.44604,280.15707,277.90399,275.68766,273.50899,271.36887,269.26824,267.20802,228.32189,228.63085,229.00582,229.44648,229.95244,230.52329,231.15853,231.85764,232.62004,233.44512,7.80000
18.75000,10.95000,0.00000,7.80000,36.15288,26.42973,31.35531,24.67696,154.51122,161.92620,176.77767,184.21243,191.65227,179.88651,182.10406,155.54471,158.10405,128.43243,123.84220,114.76450,110.28549,79.46874,82.83813,70.97997,67.01702,68.37922,37.60858,44.25105,51.13126,48.26780,40.90881,33.61221,63.08550,55.66445,58.16490,62.91387,79.78898,75.25394,86.52835,90.50017,119.23440,122.38272,126.63148,130.93331,135.28315,164.50294,171.48642,178.51182,185.57436,192.66997,199.79513,163.33583,165.75674,142.13055,95.06001,102.66579,111.61667,104.87418,78.70653,97.34458,87.89278,97.31087,130.65968,134.32298,126.86958,121.07190,147.52950,137.99925,141.68748,145.38677,149.09629,152.81529,156.54310,160.27911,164.02275,167.77352,171.53094,175.29459,179.06407,182.83903,167.78790,170.00850,154.37510,170.09891,194.74623,200.91999,202.61243,218.37020,234.74437,214.41377,218.44833,186.61914,190.40408,194.19357,197.98735,201.78519,205.58685,209.39213,213.20083,217.01277,236.19212,246.54887,251.44700,272.59052,293.92465,291.47499,289.05720,286.67206,284.32042,282.00311,279.72097,277.47489,275.26573,273.09440,227.80936,227.93173,228.12072,228.37616,228.69784,229.08547,229.53872,230.05719,230.64046,231.28803,18.75000
26.55000,18.75000,7.80000,0.00000,30.84397,25.01201,36.59543,32.44646,162.22296,169.64570,184.50993,191.94996,199.39449,187.51660,189.64496,163.11798,165.56029,135.65106,131.01607,121.83271,117.29113,86.26471,89.37827,77.00958,73.37302,73.69897,42.07702,48.10640,54.50207,47.50632,40.00751,32.50924,62.50480,55.00546,61.14921,65.68277,85.19742,80.96589,92.80881,96.52254,125.81996,129.03430,133.36360,137.73834,142.15432,171.76667,178.79363,185.85757,192.95443,200.08070,207.23335,170.16290,172.51628,148.62003,99.25082,106.46636,115.20677,107.33319,80.02836,98.41640,88.96887,96.88512,128.15527,131.88814,125.77047,120.28498,147.57972,135.63043,139.38136,143.14025,146.90651,150.67957,154.45893,158.24415,162.03482,165.83055,169.63102,173.43590,177.24492,181.05782,167.51224,170.10941,154.58086,170.54313,198.91999,205.53811,207.33395,223.63165,239.84993,218.68033,221.65004,184.87434,188.69428,192.51743,196.34361,200.17263,204.00434,207.83860,211.67525,215.51418,239.03407,250.42397,255.87724,277.64980,298.91641,296.40539,293.92465,291.47499,289.05720,286.67206,284.32042,282.00311,279.72097,277.47489,227.76484,227.75371,227.80936,227.93173,228.12072,228.37616,228.69784,229.08547,229.53872,230.05719,26.55000
51.57367,44.85157,36.15288,30.84397,0.00000,18.13577,45.62928,55.72323,179.37609,186.87605,201.87597,209.37593,216.87590,202.96628,203.81613,178.03177,179.00004,147.24687,142.32583,132.50147,127.59953,96.37978,97.62812,83.10385,81.63371,76.37285,46.34281,48.22635,51.15082,29.38165,23.93024,19.86281,42.21411,35.58660,54.95026,57.88593,87.32125,85.00919,99.25504,101.24228,132.81801,136.38755,141.16148,145.95055,150.75332,183.12607,190.47843,197.84187,205.21521,212.59740,219.98757,177.87812,179.68832,154.36361,94.50529,99.55565,106.95355,94.75297,64.83151,81.05746,72.17871,74.58217,99.90034,103.73362,100.74915,96.21347,125.39469,107.57169,111.41406,115.26031,119.11005,122.96295,126.81874,130.67715,134.53796,138.40097,142.26599,146.13288,150.00148,153.87166,144.11638,147.75534,132.74888,149.20754,191.16624,199.77526,202.04907,220.89042,236.12182,211.09554,209.43096,157.74331,161.61633,165.49061,169.36608,173.24264,177.12024,180.99879,184.87825,188.75856,225.21691,240.76051,248.67932,273.36160,294.13881,291.33374,288.55412,285.80068,283.07420,280.37545,277.70524,275.06441,272.45381,269.87432,204.50829,204.13513,203.83592,203.61098,203.46056,203.38483,203.38388,203.45769,203.60619,203.82922,51.57367
37.03587,31.72106,26.42973,25.01201,18.13577,0.00000,27.50000,40.04392,161.25484,168.75463,183.75425,191.25408,198.75393,184.84157,185.74281,159.91453,160.95540,129.31460,124.41268,114.63427,109.76004,78.44684,79.92672,65.62798,63.81737,59.53597,28.50439,31.32491,35.53168,22.50000,15.00000,7.50000,37.50000,30.00000,40.69705,44.51123,70.78246,67.96713,81.85830,84.21049,115.50501,119.02271,123.73422,128.46753,133.22033,165.27439,172.59961,179.93923,187.29155,194.65514,202.02877,160.56784,162.48678,137.38916,80.43340,86.50551,94.62508,84.69154,56.13182,74.12511,64.73805,71.87772,104.24018,107.89683,100.85765,95.29559,122.62908,111.56996,115.25800,118.95955,122.67341,126.39848,130.13380,133.87851,137.63185,141.39312,145.16172,148.93709,152.71871,156.50615,142.50548,145.16289,129.67056,145.71081,179.02950,186.75268,188.82552,206.68231,222.33228,198.93172,199.67258,160.29899,164.09685,167.89939,171.70631,175.51731,179.33214,183.15055,186.97234,190.79729,216.42695,229.68219,236.41198,259.86325,280.87222,278.18751,275.53184,272.90606,270.31105,267.74769,265.21692,262.71966,260.25688,257.82957,202.77809,202.75068,202.79828,202.92084,203.11822,203.39021,203.73650,204.15672,204.65042,205.21705,37.03587
25.00061,26.24120,31.35531,36.59543,45.62928,27.50000,0.00000,23.19247,133.75584,141.25553,156.25500,163.75477,171.25456,157.42310,158.48033,132.52653,133.78066,102.47141,97.63012,88.00080,83.21893,51.78833,54.00376,40.74502,37.75952,37.13363,7.50000,15.00000,22.50000,35.53168,31.32491,28.50439,46.50269,40.69705,30.00000,35.00000,48.61359,44.41460,56.82347,60.16254,90.28168,93.64578,98.17475,102.74741,107.35819,138.57534,145.82738,153.10331,160.39989,167.71442,175.04464,135.10702,137.25689,112.79475,64.01294,71.97276,81.12972,76.36774,53.94586,72.48383,63.39669,77.18181,116.83489,120.10870,107.93698,101.24228,124.43780,123.41892,126.76269,130.13743,133.54078,136.97062,140.42500,143.90216,147.40048,150.91849,154.45485,158.00832,161.57779,165.16219,145.37129,146.45952,130.72664,145.59281,163.57815,169.58129,171.26026,187.12984,203.44014,183.18898,188.14992,168.76060,172.37213,175.99597,179.63137,183.27766,186.93419,190.60037,194.27566,197.95954,206.34468,215.55343,220.14910,241.27429,262.59251,260.13153,257.70607,255.31714,252.96578,250.65305,248.38003,246.14781,243.95751,241.81028,204.18026,204.67771,205.24806,205.89073,206.60503,207.39022,208.24550,209.17001,210.16284,211.22302,25.00061
6.31585,13.82787,24.67696,32.44646,55.72323,40.04392,23.19247,0.00000,129.87524,137.27965,152.11658,159.54648,166.98264,155.38888,157.80229,131.18004,134.03008,105.09668,100.66187,91.96637,87.72293,58.03084,62.31535,52.87441,47.75016,53.27186,30.52279,37.91953,45.35020,55.87724,50.03514,44.69078,68.53660,62.07669,52.80048,57.77448,63.72855,58.21901,66.91004,71.75534,98.02941,100.92734,104.87530,108.90972,113.02136,140.95240,147.80292,154.71370,161.67700,168.68633,175.73617,141.10197,143.72554,121.07752,82.85200,91.55770,100.95830,98.25231,77.09825,95.55962,86.53937,100.22826,138.92444,142.30675,130.94011,124.32474,147.58472,145.71493,149.14721,152.60197,156.07771,159.57306,163.08676,166.61765,170.16466,173.72680,177.30316,180.89290,184.49523,188.10944,168.54270,169.54443,153.81858,168.54617,180.89729,185.58712,186.93456,200.87504,217.67414,200.12886,207.56211,191.73484,195.37083,199.01681,202.67225,206.33664,210.00952,213.69045,217.37902,221.07485,226.34062,233.33938,236.44916,255.53330,277.01828,274.76642,272.55177,270.37523,268.23774,266.14024,264.08367,262.06901,260.09722,258.16930,227.20613,227.74961,228.35841,229.03202,229.76985,230.57130,231.43570,232.36236,233.35052,234.39941,6.31585
136.01459,143.70121,154.51122,162.22296,179.37609,161.25484,133.75584,129.87524,0.00000,7.50000,22.50000,30.00000,37.50000,27.22878,33.14858,14.49677,23.82390,43.25163,47.32286,55.91917,60.37966,86.04595,87.48661,102.03017,100.79760,111.72301,134.03591,134.73353,135.84228,162.98965,162.06673,161.48723,165.84066,164.25019,137.35219,138.57534,105.56766,103.62568,89.34221,91.58756,67.64452,64.74107,61.01357,57.47962,54.17708,37.50000,38.24265,40.38874,43.73214,48.02343,53.03301,57.85893,61.44421,67.11115,119.46822,125.35107,129.62988,145.15347,153.10587,160.72346,157.82333,177.62540,221.37091,223.13794,201.63879,194.26946,198.82958,224.95870,226.83192,228.75629,230.73053,232.75338,234.82359,236.93990,239.10110,241.30598,243.55336,245.84206,248.17095,250.53890,216.95694,212.65160,200.79627,207.27115,151.43584,144.61695,143.11408,139.57665,155.63002,162.04865,188.87517,252.94481,255.38762,257.86628,260.37976,262.92706,265.50721,268.11926,270.76229,273.43540,209.53818,194.71333,185.42182,186.90949,206.67188,206.08275,205.56594,205.12199,204.75138,204.45450,204.23167,204.08315,204.00908,204.00956,257.95448,260.35966,262.80070,265.27661,267.78644,270.32923,272.90406,275.51004,278.14628,280.81195,136.01459
143.40535,151.10315,161.92620,169.64570,186.87605,168.75463,141.25553,137.27965,7.50000,0.00000,15.00000,22.50000,30.00000,21.23161,28.42891,17.16191,25.53337,49.42245,53.72456,62.64047,67.21293,93.41189,94.74060,109.34821,108.19904,118.99645,141.52076,142.18166,143.23277,170.41310,169.53060,168.97670,173.14192,171.61913,144.66556,145.82738,112.65614,110.83842,96.45676,98.54013,73.68111,70.62777,66.66732,62.85524,59.22019,38.24265,37.50000,38.24265,40.38874,43.73214,48.02343,59.69323,63.10024,71.37599,126.07352,131.73274,135.74160,151.56733,160.13910,167.43702,164.71211,184.48620,228.10788,229.82311,208.15878,200.81864,204.75309,231.59133,233.41132,235.28188,237.20182,239.16995,241.18508,243.24605,245.35171,247.50092,249.69254,251.92547,254.19863,256.51094,222.62988,218.15723,206.54997,212.65160,154.13570,146.67673,145.00135,140.17985,155.87079,163.97527,191.63462,258.86136,261.24885,263.67242,266.13106,268.62383,271.14978,273.70799,276.29756,278.91763,212.16150,196.12855,186.07794,186.18078,205.60311,205.15354,204.77727,204.47471,204.24618,204.09193,204.01213,204.00688,204.07616,204.21992,262.61167,265.08494,267.59219,270.13248,272.70488,275.30849,277.94244,280.60587,283.29795,286.01788,143.40535
