0, 41, 49, 1
1, 35, 17, 0
2, 55, 45, 0
3, 55, 20, 0
4, 15, 30, 1
5, 25, 30, 0
6, 20, 50, 0
7, 10, 43, 1
8, 55, 60, 1
9, 30, 60, 0
10, 20, 65, 1
11, 50, 35, 0
12, 30, 25, 0
13, 15, 10, 0
14, 30, 5, 1
15, 10, 20, 0
16, 5, 30, 1
17, 20, 40, 1
18, 15, 60, 1
19, 45, 65, 0
20, 45, 20, 1
21, 45, 10, 0
22, 55, 5, 1
23, 65, 35, 0
24, 65, 20, 0
25, 45, 30, 0
26, 35, 40, 0
27, 41, 37, 0
28, 64, 42, 0
29, 40, 60, 0
30, 31, 52, 0
31, 35, 69, 0
32, 53, 52, 0
33, 65, 55, 0
34, 63, 65, 1
35, 2, 60, 1
36, 20, 20, 0
37, 5, 5, 1
38, 60, 12, 0
39, 40, 25, 0
40, 42, 7, 1
41, 24, 12, 1
42, 23, 3, 0
43, 11, 14, 1
44, 6, 38, 1
45, 2, 48, 1
46, 8, 56, 0
47, 13, 52, 1
48, 6, 68, 0
49, 47, 47, 0
50, 49, 58, 1
51, 27, 43, 1
52, 37, 31, 0
53, 57, 29, 0
54, 63, 23, 1
55, 53, 12, 0
56, 32, 12, 1
57, 36, 26, 0
58, 21, 24, 1
59, 17, 34, 1
60, 12, 24, 0
61, 24, 58, 1
62, 27, 69, 0
63, 15, 77, 0
64, 62, 77, 1
65, 49, 73, 0
66, 67, 5, 1
67, 56, 39, 0
68, 37, 47, 0
69, 37, 56, 1
70, 57, 68, 0
71, 47, 16, 1
72, 44, 17, 1
73, 46, 13, 1
74, 49, 11, 0
75, 49, 42, 0
76, 53, 43, 0
77, 61, 52, 1
78, 57, 48, 1
79, 56, 37, 1
80, 55, 54, 0
81, 15, 47, 0
82, 14, 37, 0
83, 11, 31, 1
84, 16, 22, 0
85, 4, 18, 0
86, 28, 18, 0
87, 26, 52, 0
88, 26, 35, 1
89, 31, 67, 0
90, 15, 19, 0
91, 22, 22, 0
92, 18, 24, 0
93, 26, 27, 0
94, 25, 24, 1
95, 22, 27, 1
96, 25, 21, 1
97, 19, 21, 0
98, 20, 26, 0
99, 18, 18, 1
100, 35, 35, 1
