0.00000,42.48866,46.14307,23.55819,67.73516,36.00003,32.87571,43.77781,30.67321,34.47558,48.84118,13.56632,18.61132,32.21261,12.77913,34.28281,48.92868,21.92031,31.68663,23.90033,52.62258,43.97682,50.39906,16.46498,51.30088,26.28732,11.55449,61.94994,21.11546,40.37512,28.42166,20.17438,41.22257,55.72509,43.47072,37.28399,26.07979,62.17786,59.81035,9.47582,41.02597,29.87517,71.88076,37.98925,41.16993,14.41668,30.07517,43.21650,21.54939,55.41591,38.08741,49.42829,0.80777,38.63464,27.85042,66.27522,37.81373,62.58627,44.57006,26.46617,23.70132,50.05478,36.81903,24.03020,25.58791,36.08540,26.00000,42.27272,39.97197,58.76952,61.37126,55.44422,46.58533,39.04717,40.94731,61.41248,30.95733,31.35468,18.51906,30.60136,43.09432,34.14280,50.72682,46.48067,5.39682,63.15304,57.93199,62.69121,45.76770,53.55233,57.89699,34.04530,23.12191,60.78339,60.01560,50.91636,45.82205,60.16337,31.79423,41.26146,64.89145,51.13086,41.87243,32.68396,30.61503,43.74806,19.22604,51.19630,59.04440,20.18988,59.72280,44.21398,48.87334,50.32984,28.75991,20.15109,18.51393,47.95282,66.24423,29.52694,60.66657,52.47086,60.38291,57.45002,11.57654,54.25203,38.24070,43.76012,69.09868,20.63904,63.66267,20.23969,58.12930,38.50303,35.26479,46.21664,9.48314,45.99764,61.77761,32.12991,32.06966,18.61916,26.79564,48.32257,55.15580,35.10738,26.37855,62.26324,35.32015,52.41973,0.00000
42.48866,0.00000,27.95533,33.81838,28.93389,13.80602,71.28497,24.30689,64.34198,45.60554,65.80131,39.52064,25.55240,39.02795,30.86507,60.91445,31.67350,49.32582,46.77918,29.89412,15.43626,21.34984,8.73703,54.79008,33.72041,62.48336,31.11085,28.64914,51.03559,8.28270,19.18308,58.30815,45.08599,36.24177,1.90739,42.14206,55.82590,27.26394,26.32263,36.93846,17.84352,27.78323,32.47850,60.82237,47.31309,47.57560,19.55232,60.44620,46.81581,15.70018,64.43633,66.47180,42.87052,12.48462,26.29231,29.89718,41.54092,37.71032,24.71777,27.69202,58.40202,14.64625,61.65716,29.27620,17.71137,56.35375,22.34158,5.21638,33.37875,16.98058,25.47881,19.43920,28.12456,41.22624,17.88397,19.32036,12.59365,65.96878,27.69279,11.90402,47.99040,68.78685,15.75313,64.12077,37.11614,23.06610,68.48018,32.30028,16.68012,34.40285,15.40925,46.83963,41.01257,18.34695,17.94662,62.63831,50.62421,32.85380,44.58535,44.05324,30.31116,9.72529,61.28561,12.36649,47.13137,27.94488,23.26442,24.92755,33.37653,29.42554,17.88732,22.74819,20.56084,28.46667,15.15425,32.17441,58.38356,26.78658,28.90139,57.27256,18.88659,16.81220,17.93189,21.44881,47.54135,22.22400,64.63784,63.91027,26.62397,22.23019,22.36075,56.72589,18.58173,17.37680,63.37747,46.53067,51.15507,14.49573,20.75298,24.81255,44.35336,53.17420,39.13480,53.14464,31.32932,64.65370,16.70608,32.32759,12.95118,66.41079,42.48866
46.14307,27.95533,0.00000,24.39951,53.25261,38.61739,63.33868,51.07498,53.52655,26.88034,44.24916,35.33710,38.63707,21.58740,40.65650,46.05514,58.72966,39.23529,29.98880,47.97400,20.15453,48.45599,26.82921,50.31020,60.97810,54.12861,36.33694,55.84905,41.80862,19.82199,39.38624,52.67782,22.15600,63.88734,26.54529,21.23641,44.59655,54.05741,53.62957,36.94003,10.35993,49.06939,55.74111,43.61555,24.81154,42.20600,41.02092,40.11353,36.66457,41.38901,48.52260,44.84702,46.02720,38.63323,46.63278,55.79234,20.23441,65.66138,3.25346,19.75532,49.90296,42.39582,45.46519,47.44115,33.68098,38.88063,41.28442,22.76546,10.38316,30.51746,52.04748,46.58756,0.44300,19.08666,44.51955,33.16607,24.00335,55.53999,41.86422,28.71393,24.57369,57.82303,43.49716,43.22663,42.25673,46.95650,43.69801,59.92172,12.08473,61.93196,34.57872,28.54979,29.89947,37.49222,39.26660,39.12712,26.39898,60.76938,27.50241,20.93161,56.97937,26.42926,41.96520,34.38634,31.07609,54.29213,32.58084,52.81442,61.33144,45.23818,31.19244,49.77540,48.45479,56.05589,23.86767,26.54507,54.45211,2.86356,54.33508,44.21700,31.54507,18.22610,37.03432,48.38699,44.07965,50.03222,48.70894,44.41804,41.43134,34.56115,31.96005,50.12500,43.85192,43.22142,48.85555,21.27501,51.16349,42.39093,30.12301,14.02758,27.07028,46.28229,25.64743,28.35010,59.21404,50.79262,32.79278,60.01521,37.30390,43.33500,46.14307
23.55819,33.81838,24.39951,0.00000,62.71226,35.84446,40.18508,47.97031,31.55321,14.49038,34.07063,11.11601,24.87440,9.58974,23.34236,27.09987,55.16418,16.35430,14.00341,35.18034,37.17346,46.56561,38.80135,25.99889,57.69864,30.93093,17.23138,60.80841,18.58354,27.56687,31.59660,28.59556,18.93814,61.67894,33.74917,14.81760,22.63507,59.99757,58.43631,14.11712,23.04578,39.07565,66.29668,27.25000,19.69762,17.86372,33.76481,28.26908,13.69318,49.44736,30.62925,34.74864,23.23038,37.52366,36.35003,63.20000,15.07216,66.34013,23.75671,6.44059,26.64523,46.74190,27.89293,34.87157,25.29482,23.02739,31.50981,30.76626,16.62562,46.06374,58.49058,52.19953,24.83269,16.05586,42.49192,48.97030,21.77781,33.39046,27.64898,25.20657,21.37270,36.03500,47.74592,32.03951,21.16796,56.88252,39.93000,63.36364,28.37610,59.44065,47.50411,15.05251,7.25986,50.71218,51.13603,33.07541,24.35005,62.42057,12.42503,18.66363,63.04311,39.10423,28.46793,30.86386,13.94016,49.81644,19.15392,53.12959,62.10689,31.25049,46.98117,47.46434,49.38603,54.44117,19.38564,4.09092,30.13347,26.75194,62.43046,23.61288,47.73186,36.20384,50.24307,54.32003,19.68878,53.35134,30.83064,31.03476,57.53462,22.40989,49.73963,26.21671,52.34811,40.25581,29.59529,23.45464,27.02098,44.28265,47.72660,11.83102,12.40066,22.34483,6.02376,27.09019,58.83354,30.96581,25.14359,63.17679,34.56545,35.97647,23.55819
67.73516,28.93389,53.25261,62.71226,0.00000,31.82580,98.82652,29.15347,92.68649,74.35755,94.41733,67.52848,49.17118,67.77393,55.02965,89.78296,30.92621,77.89930,75.67897,47.95340,33.75601,26.94913,26.48642,81.97773,30.91167,90.37530,57.34444,11.21642,79.43762,36.22207,39.62632,85.65828,73.11588,29.59063,29.25386,70.52108,84.40326,8.77852,11.52240,64.13626,44.68844,42.75720,4.25184,89.75548,75.49860,75.36852,38.35790,89.19200,75.46025,13.26633,93.34131,95.08065,68.28731,29.14070,43.15693,5.47323,69.82903,24.17857,50.35651,56.62560,86.44768,17.68735,90.57994,47.46173,42.36641,85.27464,42.51389,32.74898,60.89713,24.35262,7.88923,12.48169,53.26270,69.33334,28.17909,22.75107,41.11119,94.20961,49.91383,38.78770,75.95507,97.07374,17.07648,92.82359,62.42838,6.29802,96.22022,15.72508,41.22537,29.49121,19.02906,75.64824,69.86534,16.68969,14.23258,90.78245,78.38537,19.97680,73.45096,72.00679,8.88770,26.82641,90.13474,35.17101,76.05611,32.12602,49.50301,21.80694,22.10345,49.80304,24.10417,27.61757,21.18946,26.17988,43.63091,60.84704,85.22101,51.16855,3.50080,86.03459,24.33204,35.88537,17.06114,10.71383,74.85352,15.64676,93.54272,92.76019,19.15152,47.33018,26.57053,84.39657,10.36415,30.31003,92.20549,73.81875,77.05716,21.95521,27.23841,53.49526,73.20410,81.05551,68.06837,80.73124,24.03583,93.41253,41.73102,16.37691,32.42342,94.71010,67.73516
36.00003,13.80602,38.61739,35.84446,31.82580,0.00000,67.80280,12.82697,62.72821,49.73546,69.82339,37.61200,17.39156,43.53303,23.24384,61.60577,20.49257,48.77963,49.82620,17.60399,29.23201,10.84623,22.00087,50.86136,22.90442,59.78512,26.17176,26.37457,49.85564,19.59982,7.85577,54.61498,51.35886,26.42604,15.70185,47.75448,55.12645,26.31219,24.11878,33.40616,28.31894,14.30387,36.01973,62.73979,53.14855,44.92631,6.99272,64.07703,46.63321,20.25150,65.42240,70.50324,36.58210,2.72546,13.29354,30.31093,47.42073,30.50038,35.41801,31.09008,56.11047,14.15737,62.98227,17.01736,11.38711,58.75961,10.93446,17.99946,41.26776,29.46534,25.39569,19.45305,38.88792,47.53947,6.69664,31.24644,15.80558,64.04808,18.13190,11.16079,54.25913,66.95111,14.75847,67.84741,30.76163,27.69768,74.49569,28.03040,28.99353,24.26891,26.02876,50.60855,42.22665,28.13438,26.40009,68.02741,57.15683,26.64726,48.06015,50.52864,29.13919,23.06496,64.30297,5.02904,49.77753,15.72466,18.78678,17.30885,26.26388,18.45552,30.26054,11.91118,13.81197,18.82790,17.39612,32.83986,53.85606,38.15197,30.24427,57.35087,31.26005,30.52739,27.85653,21.45000,43.94549,18.61182,65.61845,66.85584,36.90495,16.07832,34.98415,53.65177,22.70018,4.74770,63.71358,53.97755,45.40058,10.00125,33.64053,30.83612,47.95522,50.60013,41.82124,59.87100,23.03389,64.56081,11.11241,27.75096,1.37500,71.34300,36.00003
32.87571,71.28497,63.33868,40.18508,98.82652,67.80280,0.00000,76.56665,10.96554,38.64312,37.37508,31.81937,50.79534,42.11229,45.22617,21.51165,81.79707,24.15083,34.76795,56.72535,77.22497,76.58443,77.79816,16.94235,84.15594,9.26853,41.64950,94.13407,21.67914,66.65027,60.66126,13.19434,46.41188,88.58313,71.74847,44.48208,18.99212,94.10282,91.90876,34.69079,63.22399,62.73648,102.81447,26.83814,44.51543,23.71957,62.49562,34.68366,26.77977,85.90034,22.32590,37.58199,32.13985,70.28131,60.72292,98.00287,45.51088,95.44673,63.38486,46.43434,13.55304,81.39644,24.11444,56.88063,56.63264,29.57247,58.55845,69.45924,53.56765,85.59665,93.08373,86.93475,63.73473,47.05349,73.31483,88.46536,58.71896,8.99423,51.22949,60.16634,46.23222,8.51620,82.19369,35.55258,37.51191,93.66964,48.77626,95.24294,68.55308,86.41875,86.21181,37.06784,33.60908,89.34371,89.22469,43.63248,47.40863,92.90612,36.94338,47.27979,96.94154,78.27108,31.84592,63.80228,33.39779,76.62327,49.35512,83.81424,91.85304,53.06558,86.53901,76.91226,81.20952,83.16231,56.17139,40.08174,14.37535,66.00014,97.73894,20.50786,87.35734,76.34790,88.89565,89.01703,23.97387,86.37511,22.29218,31.67772,96.85422,51.75734,89.63803,14.56237,88.75220,70.84529,19.46447,51.19327,23.67113,77.72081,87.63233,52.00977,37.41481,18.22411,37.69756,48.52717,87.98693,17.32175,57.17640,94.84904,66.92239,42.25018,32.87571
43.77781,24.30689,51.07498,47.97031,29.15347,12.82697,76.56665,0.00000,72.74323,62.13938,82.04092,48.22480,26.11915,56.07278,31.39080,72.76101,7.69143,59.64852,61.96698,20.72681,39.16070,3.19423,30.74920,59.78349,10.07751,69.23455,35.90933,19.94005,60.39674,31.53515,16.79250,63.57128,64.09584,13.74129,26.14165,60.43067,65.77262,21.18284,18.35220,43.39545,40.71893,14.78346,33.29971,74.35989,65.82595,54.85171,14.67261,76.22974,57.71763,22.21707,76.64710,82.71895,44.48209,12.44199,16.14445,25.60608,60.13174,19.05677,47.84099,43.62001,65.89265,15.23852,74.37614,20.38880,22.72163,70.59575,18.18121,29.28042,54.09162,36.43933,21.35146,17.69188,51.32040,60.29496,6.56515,37.37541,28.63014,73.86423,25.33926,23.93717,66.98500,76.76059,14.88561,79.99794,39.07545,27.46416,87.12137,19.34078,40.73366,11.53088,31.51016,62.92222,53.95226,32.48797,29.86798,80.56575,69.90156,16.40526,60.33316,63.28827,23.16757,31.80269,76.27461,17.73654,61.80693,3.88861,29.64213,8.01888,15.28962,23.76473,37.02001,1.85607,8.17286,6.70420,30.14310,44.66724,62.25904,50.39021,26.42259,68.31190,37.92678,40.80888,32.38429,18.80482,53.35002,13.50671,76.83830,78.78192,40.64343,26.48549,41.68951,63.03417,23.39334,8.08026,74.68263,66.79334,53.21448,11.45126,40.82635,43.64542,60.25988,60.37465,53.99095,72.62777,11.47568,75.32014,22.82675,18.82327,14.20178,83.77327,43.77781
30.67321,64.34198,53.52655,31.55321,92.68649,62.72821,10.96554,72.74323,0.00000,28.00413,27.24226,25.23397,46.62460,32.01508,41.59709,10.67055,78.68276,15.22237,24.21339,54.13974,68.68174,72.32500,70.13965,14.64795,81.14340,5.51294,36.87666,89.04090,13.30754,58.88856,56.20009,11.62567,35.62486,85.51860,64.57373,33.92501,9.02199,88.72345,86.73928,29.42772,54.42955,59.88206,96.52111,16.12242,33.64902,17.90175,58.20483,23.99236,17.86647,79.52475,12.17913,27.53390,29.86810,65.01577,57.57751,92.39095,34.97063,91.79843,53.86043,37.97962,6.99147,75.67449,13.45114,54.17782,51.34706,18.61312,54.56561,61.92764,43.48743,77.58708,87.51106,81.24760,53.90466,36.49511,68.73133,80.48896,51.78166,2.06655,47.71746,53.93233,35.33147,4.48567,76.55730,25.24173,34.22123,87.20521,38.59754,90.67117,59.74057,83.29258,78.75467,26.38486,24.49445,81.94126,82.11708,33.05741,36.45230,88.77500,26.50719,36.53548,91.66543,70.50836,21.22877,58.31120,22.90034,73.33724,43.94363,79.48261,87.94889,50.16638,78.51021,72.83660,76.46270,79.43975,49.22383,32.27550,14.92502,56.26688,91.92477,9.70081,79.27247,67.62629,81.47956,83.36590,19.58815,81.29900,12.19695,21.39103,89.02181,46.74388,81.28442,10.53438,82.41990,66.27311,8.98367,40.31904,23.09547,72.37462,79.27118,43.16209,26.97427,12.40710,28.13002,37.56369,84.21371,7.15306,51.71716,90.34379,61.70012,32.05848,30.67321
34.47558,45.60554,26.88034,14.49038,74.35755,49.73546,38.64312,62.13938,28.00413,0.00000,20.28431,20.95300,39.30487,6.58431,37.28794,19.35073,69.45279,16.57832,3.94723,49.54092,44.91773,60.55617,48.82117,29.75032,71.97903,29.98277,31.04035,73.71188,19.17676,38.17599,45.98289,30.70847,8.04616,75.87780,45.11657,5.97599,19.76689,72.63827,71.33822,26.02154,30.83392,53.56027,77.62549,16.78143,6.97173,23.13571,48.14230,14.84270,14.92634,61.24763,21.64486,20.96165,33.91851,51.18209,50.83617,75.48823,7.03607,80.18436,28.01540,18.68917,26.20369,59.50223,18.58745,49.25617,39.60294,12.02718,45.99158,41.63131,16.49735,54.88944,70.96947,64.77268,27.19773,8.52295,56.42861,57.76115,34.71434,30.07051,41.98869,38.75426,8.95440,31.97155,60.55770,18.52151,33.66565,68.26011,25.44791,76.65341,35.68975,73.65359,57.51598,1.69060,11.37412,60.70022,61.67157,18.58968,11.42962,76.05579,2.68794,8.73756,75.70033,48.86628,15.90568,44.70912,5.38383,64.14377,33.64381,66.87704,75.89240,45.54479,55.72155,61.52703,62.95849,68.50055,32.60496,18.37010,33.53759,29.73672,74.50256,18.31517,56.30236,43.41308,60.22259,66.85460,26.20898,66.50876,21.83038,18.51499,66.37022,36.89669,57.53358,27.83762,64.08924,54.28311,22.15339,13.21368,34.41883,57.54484,55.56836,20.86260,2.41506,24.56161,8.68278,13.85183,72.76686,24.20005,39.36599,76.52380,48.41205,21.63389,34.47558
