1,1380,939,0
2,2848,96,1
3,3510,1671,1
4,457,334,0
5,3888,666,1
6,984,965,1
7,2721,1482,1
8,1286,525,1
9,2716,1432,1
10,738,1325,1
11,1251,1832,1
12,2728,1698,1
13,3815,169,1
14,3683,1533,1
15,1247,1945,1
16,123,862,1
17,1234,1946,1
18,252,1240,1
19,611,673,1
20,2576,1676,1
21,928,1700,1
22,53,857,1
23,1807,1711,1
24,274,1420,0
25,2574,946,1
26,178,24,1
27,2678,1825,1
28,1795,962,1
29,3384,1498,1
30,3520,1079,1
31,1256,61,1
32,1424,1728,1
33,3913,192,1
34,3085,1528,1
35,2573,1969,0
36,463,1670,1
37,3875,598,0
38,298,1513,1
39,3479,821,1
40,2542,236,1
41,3955,1743,0
42,1323,280,1
43,3447,1830,1
44,2936,337,1
45,1621,1830,1
46,3373,1646,1
47,1393,1368,1
48,3874,1318,1
49,938,955,1
50,3022,474,0
51,2482,1183,1
52,3854,923,1
53,376,825,1
54,2519,135,1
55,2945,1622,1
56,953,268,1
57,2628,1479,1
58,2097,981,0
59,890,1846,1
60,2139,1806,1
61,2421,1007,0
62,2290,1810,1
63,1115,1052,1
64,2588,302,1
65,327,265,0
66,241,341,1
67,1917,687,1
68,2991,792,1
69,2573,599,1
70,19,674,1
71,3911,1673,1
72,872,1559,1
73,2863,558,1
74,929,1766,1
75,839,620,1
76,3893,102,1
77,2178,1619,1
78,3822,899,1
79,378,1048,1
80,1178,100,1
81,2599,901,1
82,3416,143,1
83,2961,1605,1
84,611,1384,1
85,3113,885,1
86,2597,1830,1
87,2586,1286,1
88,161,906,1
89,1429,134,1
90,742,1025,1
91,1625,1651,0
92,1187,706,1
93,1787,1009,1
94,22,987,1
95,3640,43,1
96,3756,882,1
97,776,392,1
98,1724,1642,0
99,198,1810,0
100,3950,1558,1
101,3477,949,1
102,91,1732,1
103,3972,329,0
104,198,1632,1
105,1806,733,0
106,538,1023,1
107,3430,1088,1
108,2186,766,1
109,1513,1646,1
110,2143,1611,1
111,53,1657,1
112,3404,1307,1
113,1034,1344,0
114,2823,376,1
115,3104,1931,1
116,3232,324,1
117,2790,1457,1
118,374,9,0
119,741,146,1
120,3083,1938,1
121,3502,1067,1
122,1280,237,1
123,3326,1846,1
124,217,38,1
125,2503,1172,1
126,3527,41,1
127,739,1850,1
128,3548,1999,1
129,48,154,1
130,1419,872,1
131,1689,1223,1
132,3468,1404,1
133,1628,253,1
134,382,872,1
135,3029,1242,1
136,3646,1758,0
137,285,1029,1
138,1782,93,1
139,1067,371,0
140,2849,1214,1
141,920,1835,1
142,1741,712,1
143,876,220,0
144,2753,283,1
145,2609,1286,1
146,3941,258,1
147,3613,523,1
148,1754,559,1
149,2916,1724,1
150,2445,1820,1
151,1380,939,0
