0.00000,4.10225,4.50940,8.30813,4.56872,17.89282,7.99875,6.15575,16.36617,15.02763,5.24256,11.39510,13.77135,14.82777,9.04822,2.64880,4.72422,6.22575,7.67973,7.09835,8.43262,10.59943,11.59440,9.07227,12.16456,6.41493,6.71362,7.81172,10.11318,6.52660,5.49048,14.24800,8.98250,4.98230,6.56720,14.73855,10.56150,8.47270,1.75053,11.27807,1.15100,11.22837,7.28483,10.98203,2.85398,6.37270,11.24280,11.83326,12.37135,3.68490,12.74860,14.80908,12.28317,5.16612,13.72113,15.51710,16.48372,12.12500,7.40185,13.20388,5.95378,4.79529,9.02203,9.50081,14.39602,12.87952,14.11122,10.25586,10.23128,7.14912,1.84940,13.92847,11.99410,13.53785,13.80127,4.37690,13.64740,9.02577,8.77463,5.99810,12.12770,17.90727,5.38735,14.81548,11.11082,11.63930,11.38868,9.74234,10.66090,10.07632,16.45542,10.72715,9.28867,11.97860,9.19357,13.77670,6.79057,11.23691,12.50600,7.15072,19.92926,18.48917,13.78525,6.05690,4.08674,9.94377,6.21453,6.05583,5.60484,10.50432,20.31132,4.22086,13.92419,5.44880,6.55760,8.39363,3.77735,6.12955,16.22350,13.05267,8.50370,13.42722,20.30170,6.49613,10.26760,6.75370,4.94865,3.11635,5.33925,2.82030,0.00000
4.10225,0.00000,4.90430,4.20588,8.67097,13.79058,10.82815,4.40895,15.41662,10.92538,9.34481,10.44555,9.66910,10.72552,8.09868,5.72294,3.77467,3.22000,6.73018,2.99610,4.33038,6.49718,7.49215,8.12272,11.21501,10.51718,5.76407,8.76127,9.16362,7.47615,4.54092,13.29845,4.88025,4.03275,2.46495,13.78900,6.45925,7.10530,2.70008,7.17582,3.44500,7.12613,6.33527,6.87978,6.95623,2.27045,7.14055,10.88371,8.26910,1.34285,8.64635,13.85952,8.18092,2.42222,9.61887,14.56755,15.53417,8.02275,8.35140,9.10163,10.05602,5.74484,8.07248,13.60306,13.44647,13.82907,10.00897,9.30631,14.33352,8.78587,2.34690,9.82622,11.04455,12.58830,12.85172,8.47915,12.69785,9.68463,7.82508,1.89585,11.17815,16.95772,6.33690,13.86593,12.06037,15.74155,10.43913,13.84459,9.71135,11.02587,12.35318,8.44600,5.18642,11.02905,8.24402,9.67445,9.81557,10.28736,11.48700,6.20117,18.97971,14.38693,12.83570,5.10735,5.03629,5.84152,6.12532,4.41913,9.70709,9.55477,19.36177,5.17041,12.97464,5.29545,7.50715,7.44407,4.72690,2.02730,15.27395,8.95043,7.49325,9.32498,19.35215,10.59838,11.21716,5.79455,6.04890,4.70180,9.44150,1.56405,4.10225
4.50940,4.90430,0.00000,6.79002,9.07812,13.38342,11.95350,1.64635,20.32092,10.51823,9.75196,15.34985,9.26195,10.31837,13.00298,6.13009,8.67897,1.71635,11.63448,4.24865,3.92322,6.09003,7.08500,13.02703,16.11931,10.92433,10.66838,4.60612,14.06792,2.57185,9.44523,18.20275,4.47310,8.93705,6.36150,18.69330,6.05210,12.00960,3.00573,6.76867,3.85215,6.71897,11.23958,6.47262,7.36338,3.59245,6.73340,15.78801,10.35525,3.56145,8.23920,18.76383,9.06478,7.32653,9.21172,19.47185,20.43848,10.38035,3.44710,8.69448,10.46318,4.71674,12.97678,14.01021,18.35077,8.92477,9.60182,14.21061,14.74067,11.10387,2.66000,11.79692,15.94885,17.49260,17.75603,8.88630,17.60215,4.78032,12.72938,4.01300,16.08245,21.86202,1.43260,18.77023,7.15607,16.14870,15.34343,14.25174,14.61565,6.12157,12.67592,13.35030,4.77927,15.93335,13.14832,9.26730,10.74532,15.19167,16.39130,11.10548,23.88401,13.97978,17.74000,10.01165,4.56604,9.87593,10.16928,1.54643,10.11424,14.45908,24.26607,3.74261,17.87894,0.93940,3.57855,12.34838,2.50185,4.72475,20.17825,8.54753,3.99430,8.91782,24.25645,11.00553,6.31286,2.24430,8.90340,5.10895,9.84865,3.34025,4.50940
8.30813,4.20588,6.79002,0.00000,12.87685,9.58470,15.03403,6.29467,13.53090,6.71950,13.55068,8.55983,7.27363,6.51965,6.21295,9.92882,5.46485,5.10572,6.15255,2.54138,5.38575,3.88795,4.46397,6.23700,11.26898,14.72305,5.91315,10.64699,7.27790,9.36188,5.41675,11.41272,5.55192,6.58217,1.74093,11.90327,3.61812,5.21958,6.80445,3.41450,7.65088,2.92025,8.90180,2.67390,11.16210,3.19758,3.50108,11.72853,4.06322,4.62323,4.44047,11.97380,3.97505,3.14200,5.41300,12.68182,13.64845,3.81688,10.23712,4.89575,14.26190,8.51546,11.56341,17.80894,11.56075,15.71479,6.35880,11.00714,18.53940,12.99174,6.45872,5.62035,9.15883,10.70257,10.96600,12.68502,10.81212,11.57035,5.93935,2.77702,9.29243,15.07200,8.22263,11.98020,13.94609,19.94742,8.55340,18.05046,7.82563,12.91159,8.14730,6.56027,2.81445,9.14332,6.35830,6.14612,14.02144,9.91494,9.60127,4.66920,17.09398,10.18105,10.94997,9.28013,8.36477,3.08590,10.33120,6.30485,13.91297,8.72280,17.47604,7.54133,11.08892,7.18118,9.39288,5.55835,6.61262,2.17858,13.38823,4.74455,9.37898,5.11910,17.46642,14.80426,13.10288,7.68027,10.25478,8.90768,13.64738,5.48783,8.30813
4.56872,8.67097,9.07812,12.87685,0.00000,22.46155,11.41862,10.72447,19.78605,19.59635,0.86941,14.81497,18.34007,19.39650,12.46810,2.94803,8.14410,10.79447,11.09960,11.66707,13.00135,15.16815,16.16312,12.49215,15.58443,9.18180,10.13350,4.47200,13.53305,10.10462,8.91035,17.66787,13.55122,8.40217,11.13592,18.15842,15.13022,13.04142,6.07240,15.84680,5.22597,15.79710,10.70470,15.55075,1.71475,10.94142,15.81152,15.25313,16.94007,8.25362,17.31732,18.22895,16.85190,9.73485,18.28985,18.93697,19.90360,16.69372,10.60157,17.77260,3.46690,4.36138,12.44190,6.42401,17.81590,9.45965,18.67995,13.67573,6.74729,10.56899,6.41812,18.49720,15.82757,16.95772,17.22115,2.35277,17.06727,13.59450,12.19450,10.56682,15.54757,21.32715,8.51012,18.23535,9.57935,8.16386,14.80855,8.26432,14.08077,9.68730,21.02415,15.29587,13.85740,15.39847,12.61345,18.34542,10.21044,14.65679,17.07472,10.57060,23.34913,23.05790,17.20512,9.47677,4.51208,14.51250,9.63440,10.62455,2.61033,13.92420,23.73119,5.33551,17.34406,10.01752,5.49957,11.81350,6.57627,10.69827,19.64337,17.62140,13.07242,17.99595,23.72157,6.46194,9.45752,11.32242,8.36852,3.96917,5.90462,7.38902,4.56872
17.89282,13.79058,13.38342,9.58470,22.46155,0.00000,24.61873,11.73708,14.88655,3.88580,23.13538,10.58982,5.91798,3.86015,14.57395,19.51352,15.04955,11.66708,15.73725,10.79448,9.46020,7.29340,6.29842,13.52395,20.85369,24.30775,15.49785,17.98954,14.20685,12.35693,15.00145,18.99147,8.91033,16.16687,11.32563,18.27542,7.33133,9.42013,16.38915,6.61475,17.23558,6.66445,18.48650,6.91080,20.74680,11.52013,6.65002,21.31323,5.52148,14.20792,5.14423,13.32945,5.60965,12.72670,4.17170,14.03748,15.00410,5.76783,11.85998,4.68895,23.84660,18.10016,21.14811,27.39364,12.91640,14.35914,5.00315,20.59184,28.12410,22.57644,16.04343,6.36255,10.51448,12.05823,12.32165,22.26973,13.95143,10.21470,11.81885,11.89473,11.81617,16.42765,13.95143,18.29361,12.88219,29.53212,10.61225,27.63517,16.66648,12.77424,7.24155,7.91592,8.60415,16.17703,12.44295,4.79047,23.60614,19.49964,10.95692,14.25390,18.44963,0.86780,12.37618,18.86483,17.94947,7.94905,19.91590,11.83700,23.49767,18.30750,18.83169,17.12603,18.67192,12.44402,16.96198,13.04625,15.88528,11.76328,17.18803,4.84015,9.38913,4.46560,18.82207,24.38896,13.00403,11.13912,19.83948,18.49238,23.23208,15.07253,17.89282
7.99875,10.82815,11.95350,15.03403,11.41862,24.61873,0.00000,12.88165,16.82198,21.75353,10.54921,14.02890,20.49725,21.55368,10.04478,10.64755,9.56918,12.95165,8.88148,13.82425,15.15853,17.32533,18.32030,11.09478,4.16581,2.23682,9.12088,15.81047,10.41188,14.52535,9.61728,6.24924,15.70840,8.45185,13.29310,6.73979,17.28740,15.19860,9.74928,18.00398,9.14975,17.95428,6.13223,17.70793,9.95183,13.09860,17.96870,3.83451,19.09725,10.41080,19.47450,18.07773,19.00908,11.89203,20.44703,15.57105,16.16473,18.85090,15.40060,19.92978,7.95173,12.79404,3.47062,4.99462,15.39473,20.87827,20.83713,4.02689,4.67133,2.04229,9.39610,20.65438,17.98475,18.33045,18.22198,9.06585,10.66730,16.73383,12.79988,12.72400,12.80255,14.58838,13.38610,6.81673,19.10957,4.91339,14.00648,3.15430,7.95225,18.07507,23.18133,17.45305,16.01458,8.44170,12.17578,20.50260,1.20819,5.11909,19.23190,10.36483,12.50974,25.21508,12.24255,5.75390,12.08549,16.66968,4.70283,12.78173,8.80829,6.31123,12.31257,12.21961,5.94681,12.34465,14.55635,11.57248,11.77610,12.85545,8.22475,19.77858,15.22960,20.15313,12.30295,4.95668,18.26636,13.47960,4.77925,11.11510,5.51400,9.54620,7.99875
6.15575,4.40895,1.64635,6.29467,10.72447,11.73708,12.88165,0.00000,19.82558,8.87187,11.39831,14.85450,7.61560,8.67202,12.50762,7.77644,8.18363,1.18895,11.13913,3.75330,2.27688,4.44368,5.43865,12.53167,15.62396,12.57068,10.17303,6.25247,13.57258,3.06720,8.94988,17.70740,2.82675,8.44170,5.86615,18.19795,4.40575,11.51425,4.65207,5.12232,5.49850,5.93187,10.74423,4.86262,9.00972,3.09710,5.08705,15.29266,9.85990,3.06610,6.59285,18.26848,8.56943,6.83117,7.56538,18.97650,19.94313,9.88500,3.94245,7.04812,12.10953,6.36309,12.48143,15.65656,17.85543,9.42012,7.95547,13.71526,16.38703,10.83937,4.30635,11.30157,15.45350,16.99725,17.26067,10.53265,17.10680,5.27567,12.23402,3.51765,15.58710,21.36668,2.21435,18.27488,7.65142,17.79505,14.84808,15.89809,14.12030,6.61692,12.18058,12.85495,3.48023,15.43800,12.65298,7.62095,11.86907,14.69631,15.89595,10.61013,23.38866,12.33343,17.24465,9.51630,6.21239,9.38057,9.67393,0.09992,11.76059,13.96373,23.77072,5.38896,17.38359,0.88650,5.22490,11.85302,4.14820,4.22940,19.68290,8.05218,3.08430,7.27148,23.76110,12.65188,6.80821,1.38560,8.40805,6.75530,11.49500,3.33545,6.15575
16.36617,15.41662,20.32092,13.53090,19.78605,14.88655,16.82198,19.82558,0.00000,18.77235,18.91663,4.97107,20.80453,18.74670,7.31795,19.01497,11.64195,18.63662,8.68645,16.07227,18.91665,17.41885,17.99488,7.29390,13.05693,16.51100,9.65255,24.17789,6.41010,22.89278,10.87570,11.19472,19.08282,11.38387,13.95942,10.47867,17.14903,8.31133,18.11670,16.94540,17.51717,13.89370,10.68975,14.96295,18.31925,16.72847,17.03197,13.51648,9.96567,16.75947,13.65057,1.55710,11.25615,12.99440,15.83290,1.25093,0.65725,9.94057,23.76803,13.58325,16.31915,21.16146,13.35136,19.59689,1.97015,29.24569,19.88970,12.79509,20.32735,14.77969,17.76352,8.52400,4.37207,2.82832,2.56490,17.43328,6.15467,25.10125,7.59155,16.30792,4.23847,2.23360,21.75353,10.49686,27.47699,21.73537,4.97750,19.83841,8.86972,26.44249,7.64500,6.97062,16.34535,8.38027,7.17260,19.67702,15.80939,11.70289,3.92963,9.21545,4.31223,15.75435,4.57942,11.06807,20.45291,10.44500,12.11915,19.83575,17.17572,10.51075,5.66789,20.58703,10.87516,20.71207,22.92377,7.97255,20.14353,15.59617,9.39128,11.77340,22.90987,16.93900,5.43812,16.59221,26.63378,21.21118,12.04272,19.48253,15.43532,16.98067,16.36617
15.02763,10.92538,10.51823,6.71950,19.59635,3.88580,21.75353,8.87187,18.77235,0.00000,20.27018,13.80128,2.03217,0.19985,11.70875,16.64832,12.18435,8.80188,12.87205,7.92928,6.59500,4.42820,3.43323,11.47845,17.98849,21.44255,12.63265,15.12434,12.51935,9.49172,12.13625,16.65417,6.04513,13.30167,8.46043,17.14472,4.46613,10.46103,13.52395,3.74955,14.37038,4.87865,15.62130,4.04560,17.88160,8.65493,3.78482,18.44803,8.80668,11.34273,5.12178,17.21525,7.51620,9.86150,2.93945,17.92328,18.88990,8.83178,8.99478,5.18910,20.98140,15.23496,18.28291,24.52844,16.80220,10.47334,1.11735,17.72664,25.25890,19.71124,13.17823,10.24835,14.40028,15.94403,16.20745,19.40452,16.05358,6.32890,11.18080,9.02953,14.53388,20.31345,11.08622,17.22166,10.01699,26.66692,13.79485,24.76997,13.80128,9.90904,11.12735,11.80173,5.73895,14.38478,11.59975,1.25093,20.74094,16.63444,14.84273,11.38870,22.33543,3.46155,16.19142,15.99962,15.08427,8.32735,17.05070,8.97180,20.63247,15.44230,22.71749,14.26083,16.33037,9.57883,14.09678,10.79980,13.02008,8.89808,18.62968,6.99895,6.52393,1.83335,22.70787,21.52376,10.13883,8.27393,16.97427,15.62717,20.36688,12.20733,15.02763
