0.00000,3.75000,8.75000,11.25000,14.37500,16.87500,111.25000,115.00000,120.00000,122.50000,125.62500,128.12500,169.37500,174.37500,156.87500,154.37500,149.37500,146.87500,126.25000,133.75000,141.25000,58.12500,63.12500,45.62500,43.12500,38.12500,35.62500,15.00000,22.50000,30.00000,90.62500,86.87500,83.12500,79.37500,43.12500,45.62500,96.87500,100.62500,104.37500,108.12500,154.37500,156.87500,237.50000,240.00000,242.50000,126.25000,128.75000,131.25000,140.00000,137.50000,135.00000,132.50000,130.00000,127.50000,125.00000,122.50000,120.00000,117.50000,133.75000,136.25000,187.50000,190.00000,192.50000,195.00000,197.50000,200.00000,202.50000,205.00000,207.50000,210.00000,245.00000,247.50000,289.37500,286.87500,283.75000,281.25000,275.00000,278.75000,178.12500,175.62500,172.50000,170.00000,163.75000,167.50000,178.75000,186.25000,221.87500,226.87500,290.00000,297.50000,333.12500,338.12500,320.62500,318.12500,320.62500,318.12500,313.12500,310.62500,305.00000,271.87500,268.12500,264.37500,260.62500,209.37500,206.87500,209.37500,206.87500,201.87500,199.37500,193.75000,243.12500,246.87500,250.62500,254.37500,290.00000,401.25000,403.75000,406.25000,408.75000,411.25000,373.75000,371.25000,368.75000,366.25000,363.75000,361.25000,358.75000,356.25000,353.75000,351.25000,292.50000,295.00000,297.50000,300.00000,281.25000,283.75000,286.25000,288.75000,291.25000,293.75000,296.25000,298.75000,301.25000,303.75000,0.00000
3.75000,0.00000,12.50000,15.00000,18.12500,20.62500,115.00000,111.25000,123.75000,126.25000,129.37500,131.87500,165.62500,170.62500,153.12500,150.62500,145.62500,143.12500,122.50000,130.00000,137.50000,54.37500,59.37500,41.87500,39.37500,34.37500,31.87500,11.25000,18.75000,26.25000,86.87500,83.12500,79.37500,75.62500,39.37500,41.87500,93.12500,96.87500,100.62500,104.37500,150.62500,153.12500,233.75000,236.25000,238.75000,122.50000,125.00000,127.50000,136.25000,133.75000,131.25000,128.75000,126.25000,123.75000,121.25000,118.75000,116.25000,113.75000,130.00000,132.50000,183.75000,186.25000,188.75000,191.25000,193.75000,196.25000,198.75000,201.25000,203.75000,206.25000,241.25000,243.75000,285.62500,283.12500,280.00000,277.50000,271.25000,275.00000,174.37500,171.87500,168.75000,166.25000,160.00000,163.75000,175.00000,182.50000,218.12500,223.12500,286.25000,293.75000,329.37500,334.37500,316.87500,314.37500,316.87500,314.37500,309.37500,306.87500,301.25000,268.12500,264.37500,260.62500,256.87500,205.62500,203.12500,205.62500,203.12500,198.12500,195.62500,190.00000,239.37500,243.12500,246.87500,250.62500,286.25000,397.50000,400.00000,402.50000,405.00000,407.50000,370.00000,367.50000,365.00000,362.50000,360.00000,357.50000,355.00000,352.50000,350.00000,347.50000,288.75000,291.25000,293.75000,296.25000,277.50000,280.00000,282.50000,285.00000,287.50000,290.00000,292.50000,295.00000,297.50000,300.00000,3.75000
8.75000,12.50000,0.00000,2.50000,5.62500,8.12500,105.00000,108.75000,111.25000,113.75000,116.87500,119.37500,163.12500,168.12500,150.62500,148.12500,143.12500,140.62500,120.00000,127.50000,135.00000,51.87500,56.87500,39.37500,36.87500,31.87500,31.87500,23.75000,31.25000,38.75000,99.37500,95.62500,91.87500,88.12500,36.87500,39.37500,90.62500,94.37500,98.12500,101.87500,148.12500,150.62500,231.25000,233.75000,236.25000,120.00000,122.50000,125.00000,148.75000,146.25000,143.75000,141.25000,138.75000,136.25000,133.75000,131.25000,128.75000,126.25000,127.50000,130.00000,181.25000,183.75000,186.25000,188.75000,191.25000,193.75000,196.25000,198.75000,201.25000,203.75000,238.75000,241.25000,283.12500,280.62500,277.50000,275.00000,268.75000,272.50000,171.87500,169.37500,166.25000,163.75000,172.50000,176.25000,187.50000,195.00000,215.62500,220.62500,283.75000,291.25000,326.87500,331.87500,314.37500,311.87500,314.37500,311.87500,306.87500,304.37500,298.75000,265.62500,261.87500,258.12500,254.37500,203.12500,200.62500,203.12500,200.62500,195.62500,195.62500,202.50000,251.87500,255.62500,259.37500,263.12500,283.75000,395.00000,397.50000,400.00000,402.50000,405.00000,367.50000,365.00000,362.50000,360.00000,357.50000,355.00000,352.50000,350.00000,347.50000,345.00000,286.25000,288.75000,291.25000,293.75000,290.00000,292.50000,295.00000,297.50000,300.00000,302.50000,305.00000,307.50000,310.00000,312.50000,8.75000
11.25000,15.00000,2.50000,0.00000,3.12500,5.62500,102.50000,106.25000,108.75000,111.25000,114.37500,116.87500,160.62500,165.62500,148.12500,145.62500,140.62500,138.12500,117.50000,125.00000,132.50000,49.37500,54.37500,36.87500,34.37500,31.87500,34.37500,26.25000,33.75000,41.25000,101.87500,98.12500,94.37500,90.62500,34.37500,36.87500,88.12500,91.87500,95.62500,99.37500,145.62500,148.12500,228.75000,231.25000,233.75000,117.50000,120.00000,122.50000,151.25000,148.75000,146.25000,143.75000,141.25000,138.75000,136.25000,133.75000,131.25000,128.75000,125.00000,127.50000,178.75000,181.25000,183.75000,186.25000,188.75000,191.25000,193.75000,196.25000,198.75000,201.25000,236.25000,238.75000,280.62500,278.12500,275.00000,272.50000,266.25000,270.00000,169.37500,166.87500,163.75000,166.25000,175.00000,178.75000,190.00000,197.50000,213.12500,218.12500,281.25000,288.75000,324.37500,329.37500,311.87500,309.37500,311.87500,309.37500,304.37500,301.87500,296.25000,263.12500,259.37500,255.62500,251.87500,200.62500,198.12500,200.62500,198.12500,195.62500,198.12500,205.00000,254.37500,258.12500,261.87500,265.62500,281.25000,392.50000,395.00000,397.50000,400.00000,402.50000,365.00000,362.50000,360.00000,357.50000,355.00000,352.50000,350.00000,347.50000,345.00000,342.50000,283.75000,286.25000,288.75000,291.25000,292.50000,295.00000,297.50000,300.00000,302.50000,305.00000,307.50000,310.00000,312.50000,315.00000,11.25000
14.37500,18.12500,5.62500,3.12500,0.00000,2.50000,99.37500,103.12500,105.62500,108.12500,111.25000,113.75000,157.50000,162.50000,145.00000,142.50000,137.50000,135.00000,114.37500,121.87500,129.37500,46.25000,51.25000,33.75000,31.25000,35.00000,37.50000,29.37500,36.87500,44.37500,105.00000,101.25000,97.50000,93.75000,37.50000,35.00000,85.00000,88.75000,92.50000,96.25000,142.50000,145.00000,225.62500,228.12500,230.62500,114.37500,116.87500,119.37500,154.37500,151.87500,149.37500,146.87500,144.37500,141.87500,139.37500,136.87500,134.37500,131.87500,121.87500,124.37500,175.62500,178.12500,180.62500,183.12500,185.62500,188.12500,190.62500,193.12500,195.62500,198.12500,233.12500,235.62500,277.50000,275.00000,271.87500,269.37500,263.12500,266.87500,166.25000,163.75000,166.87500,169.37500,178.12500,181.87500,193.12500,200.62500,210.00000,215.00000,278.12500,285.62500,321.25000,326.25000,308.75000,306.25000,308.75000,306.25000,301.25000,298.75000,293.12500,260.00000,256.25000,252.50000,248.75000,197.50000,195.00000,198.75000,201.25000,198.75000,201.25000,208.12500,257.50000,261.25000,265.00000,268.75000,278.12500,389.37500,391.87500,394.37500,396.87500,399.37500,361.87500,359.37500,356.87500,354.37500,351.87500,349.37500,346.87500,344.37500,341.87500,339.37500,280.62500,283.12500,285.62500,288.12500,295.62500,298.12500,300.62500,303.12500,305.62500,308.12500,310.62500,313.12500,315.62500,318.12500,14.37500
16.87500,20.62500,8.12500,5.62500,2.50000,0.00000,96.87500,100.62500,103.12500,105.62500,108.75000,111.25000,155.00000,160.00000,142.50000,140.00000,135.00000,132.50000,111.87500,119.37500,126.87500,43.75000,48.75000,31.25000,32.50000,37.50000,40.00000,31.87500,39.37500,46.87500,107.50000,103.75000,100.00000,96.25000,40.00000,37.50000,82.50000,86.25000,90.00000,93.75000,140.00000,142.50000,223.12500,225.62500,228.12500,111.87500,114.37500,116.87500,156.87500,154.37500,151.87500,149.37500,146.87500,144.37500,141.87500,139.37500,136.87500,134.37500,119.37500,121.87500,173.12500,175.62500,178.12500,180.62500,183.12500,185.62500,188.12500,190.62500,193.12500,195.62500,230.62500,233.12500,275.00000,272.50000,269.37500,266.87500,260.62500,264.37500,163.75000,166.25000,169.37500,171.87500,180.62500,184.37500,195.62500,203.12500,207.50000,212.50000,275.62500,283.12500,318.75000,323.75000,306.25000,303.75000,306.25000,303.75000,298.75000,296.25000,290.62500,257.50000,253.75000,250.00000,246.25000,195.00000,196.25000,201.25000,203.75000,201.25000,203.75000,210.62500,260.00000,263.75000,267.50000,271.25000,275.62500,386.87500,389.37500,391.87500,394.37500,396.87500,359.37500,356.87500,354.37500,351.87500,349.37500,346.87500,344.37500,341.87500,339.37500,336.87500,278.12500,280.62500,283.12500,285.62500,298.12500,300.62500,303.12500,305.62500,308.12500,310.62500,313.12500,315.62500,318.12500,320.62500,16.87500
111.25000,115.00000,105.00000,102.50000,99.37500,96.87500,0.00000,3.75000,8.75000,11.25000,14.37500,16.87500,58.12500,63.12500,45.62500,43.12500,38.12500,35.62500,15.00000,22.50000,30.00000,83.12500,88.12500,124.37500,126.87500,131.87500,134.37500,126.25000,133.75000,141.25000,201.87500,198.12500,194.37500,190.62500,134.37500,131.87500,90.62500,86.87500,83.12500,79.37500,43.12500,45.62500,126.25000,128.75000,131.25000,173.75000,176.25000,178.75000,251.25000,248.75000,246.25000,243.75000,241.25000,238.75000,236.25000,233.75000,231.25000,228.75000,181.25000,183.75000,140.00000,137.50000,135.00000,132.50000,130.00000,127.50000,125.00000,122.50000,120.00000,117.50000,133.75000,136.25000,178.12500,175.62500,172.50000,170.00000,163.75000,167.50000,258.12500,260.62500,263.75000,266.25000,275.00000,278.75000,290.00000,297.50000,246.87500,251.87500,178.75000,186.25000,221.87500,226.87500,209.37500,206.87500,209.37500,206.87500,201.87500,199.37500,193.75000,243.12500,246.87500,250.62500,254.37500,288.12500,290.62500,295.62500,298.12500,295.62500,298.12500,305.00000,354.37500,358.12500,361.87500,365.62500,337.50000,290.00000,292.50000,295.00000,297.50000,300.00000,281.25000,283.75000,286.25000,288.75000,291.25000,293.75000,296.25000,298.75000,301.25000,303.75000,340.00000,342.50000,345.00000,347.50000,392.50000,395.00000,397.50000,400.00000,402.50000,405.00000,407.50000,410.00000,412.50000,415.00000,111.25000
115.00000,111.25000,108.75000,106.25000,103.12500,100.62500,3.75000,0.00000,12.50000,15.00000,18.12500,20.62500,54.37500,59.37500,41.87500,39.37500,34.37500,31.87500,11.25000,18.75000,26.25000,79.37500,84.37500,120.62500,123.12500,128.12500,130.62500,122.50000,130.00000,137.50000,198.12500,194.37500,190.62500,186.87500,130.62500,128.12500,86.87500,83.12500,79.37500,75.62500,39.37500,41.87500,122.50000,125.00000,127.50000,170.00000,172.50000,175.00000,247.50000,245.00000,242.50000,240.00000,237.50000,235.00000,232.50000,230.00000,227.50000,225.00000,177.50000,180.00000,136.25000,133.75000,131.25000,128.75000,126.25000,123.75000,121.25000,118.75000,116.25000,113.75000,130.00000,132.50000,174.37500,171.87500,168.75000,166.25000,160.00000,163.75000,254.37500,256.87500,260.00000,262.50000,271.25000,275.00000,286.25000,293.75000,243.12500,248.12500,175.00000,182.50000,218.12500,223.12500,205.62500,203.12500,205.62500,203.12500,198.12500,195.62500,190.00000,239.37500,243.12500,246.87500,250.62500,284.37500,286.87500,291.87500,294.37500,291.87500,294.37500,301.25000,350.62500,354.37500,358.12500,361.87500,333.75000,286.25000,288.75000,291.25000,293.75000,296.25000,277.50000,280.00000,282.50000,285.00000,287.50000,290.00000,292.50000,295.00000,297.50000,300.00000,336.25000,338.75000,341.25000,343.75000,388.75000,391.25000,393.75000,396.25000,398.75000,401.25000,403.75000,406.25000,408.75000,411.25000,115.00000
120.00000,123.75000,111.25000,108.75000,105.62500,103.12500,8.75000,12.50000,0.00000,2.50000,5.62500,8.12500,51.87500,56.87500,39.37500,36.87500,31.87500,31.87500,23.75000,31.25000,38.75000,91.87500,96.87500,133.12500,135.62500,140.62500,143.12500,135.00000,142.50000,150.00000,210.62500,206.87500,203.12500,199.37500,143.12500,140.62500,99.37500,95.62500,91.87500,88.12500,36.87500,39.37500,120.00000,122.50000,125.00000,182.50000,185.00000,187.50000,260.00000,257.50000,255.00000,252.50000,250.00000,247.50000,245.00000,242.50000,240.00000,237.50000,190.00000,192.50000,148.75000,146.25000,143.75000,141.25000,138.75000,136.25000,133.75000,131.25000,128.75000,126.25000,127.50000,130.00000,171.87500,169.37500,166.25000,163.75000,172.50000,176.25000,266.87500,269.37500,272.50000,275.00000,283.75000,287.50000,298.75000,306.25000,255.62500,260.62500,187.50000,195.00000,215.62500,220.62500,203.12500,200.62500,203.12500,200.62500,195.62500,195.62500,202.50000,251.87500,255.62500,259.37500,263.12500,296.87500,299.37500,304.37500,306.87500,304.37500,306.87500,313.75000,363.12500,366.87500,370.62500,374.37500,346.25000,283.75000,286.25000,288.75000,291.25000,293.75000,290.00000,292.50000,295.00000,297.50000,300.00000,302.50000,305.00000,307.50000,310.00000,312.50000,348.75000,351.25000,353.75000,356.25000,401.25000,403.75000,406.25000,408.75000,411.25000,413.75000,416.25000,418.75000,421.25000,423.75000,120.00000
122.50000,126.25000,113.75000,111.25000,108.12500,105.62500,11.25000,15.00000,2.50000,0.00000,3.12500,5.62500,49.37500,54.37500,36.87500,34.37500,31.87500,34.37500,26.25000,33.75000,41.25000,94.37500,99.37500,135.62500,138.12500,143.12500,145.62500,137.50000,145.00000,152.50000,213.12500,209.37500,205.62500,201.87500,145.62500,143.12500,101.87500,98.12500,94.37500,90.62500,34.37500,36.87500,117.50000,120.00000,122.50000,185.00000,187.50000,190.00000,262.50000,260.00000,257.50000,255.00000,252.50000,250.00000,247.50000,245.00000,242.50000,240.00000,192.50000,195.00000,151.25000,148.75000,146.25000,143.75000,141.25000,138.75000,136.25000,133.75000,131.25000,128.75000,125.00000,127.50000,169.37500,166.87500,163.75000,166.25000,175.00000,178.75000,269.37500,271.87500,275.00000,277.50000,286.25000,290.00000,301.25000,308.75000,258.12500,263.12500,190.00000,197.50000,213.12500,218.12500,200.62500,198.12500,200.62500,198.12500,195.62500,198.12500,205.00000,254.37500,258.12500,261.87500,265.62500,299.37500,301.87500,306.87500,309.37500,306.87500,309.37500,316.25000,365.62500,369.37500,373.12500,376.87500,348.75000,281.25000,283.75000,286.25000,288.75000,291.25000,292.50000,295.00000,297.50000,300.00000,302.50000,305.00000,307.50000,310.00000,312.50000,315.00000,351.25000,353.75000,356.25000,358.75000,403.75000,406.25000,408.75000,411.25000,413.75000,416.25000,418.75000,421.25000,423.75000,426.25000,122.50000
