0.0000,11.7178,27.7911,24.1568,29.6583,17.6983,7.4686,33.4650,24.9433,22.0196,22.7857,18.6429,15.0802,15.7755,14.9373,4.6319,26.3650,38.0828,28.7772,20.5061,27.8682,25.2850,25.0292,22.3100,59.3167,40.8024,31.6868,67.2178,67.7265,25.9549,29.0739,73.4700,63.0000,33.7204,20.8176,18.5274,15.7755,41.4286,38.0828,30.7940,19.0976,41.4286,29.4405,38.6975,44.6199,74.1676,58.3687,63.1361,64.3478,18.7576,19.0976,37.3432,60.9225,36.8807,58.3320,35.3966,29.2944,46.8711,57.7776,47.8226,48.1802,51.1605,166.1539,48.3580,104.1704,60.6402,47.8226,64.3478,89.6476,81.0244,74.2543,33.4008,50.1012,48.8875,81.2095,62.6243,42.7036,60.3920,41.2729,44.2821,87.7856,121.5807,121.9155,83.8865,131.1723,133.7315,132.9754,136.2742,108.7451,41.9432,48.3136,114.3984,85.3318,80.6794,76.3905,119.7314,105.8255,214.3503,134.6429,38.1953,196.7966,191.4811,47.2358,125.1287,10.5623,15.7755,174.1602,19.5418,114.8849,104.4994,117.2143,109.8053,69.6321,14.5000,19.6513,43.2527,73.4116,65.0442,153.9700,14.6472,27.7911,65.0112,84.3201,41.8921,91.0015,105.5616,118.0714,
11.7178,0.0000,33.4008,35.6382,20.8176,28.7772,15.0802,44.4755,34.7235,24.2454,32.1572,28.1745,13.8956,22.8797,26.5272,11.1550,38.0828,49.8005,40.2199,32.2239,39.5746,36.8807,36.2352,33.4008,64.3144,46.3186,39.4116,70.4590,72.8542,31.3464,37.8000,78.8777,67.4726,35.2143,16.1784,18.5274,15.7755,44.6199,39.8447,27.8682,23.1593,41.4286,30.5843,29.0739,34.1629,62.6243,47.3266,51.4532,52.9330,12.0784,7.4686,29.6583,49.4113,25.2850,49.7574,25.2000,17.5767,48.3136,64.5143,54.2145,53.2563,56.8795,177.7329,49.4113,99.2774,54.3725,58.4789,75.8550,101.3308,92.4980,85.2312,44.8119,61.4834,60.4985,92.8453,74.1676,54.3725,71.3366,51.9512,54.3725,98.4746,131.7435,131.6621,94.6532,141.4954,144.1095,143.5277,146.9401,108.4289,48.0464,52.4035,114.3984,76.6429,68.9820,70.7932,131.0905,105.5006,213.8694,133.4907,39.0836,205.1656,200.6721,37.5152,130.6315,21.3267,27.0081,163.0650,31.0714,126.0001,114.6793,105.5006,98.2565,67.6314,24.2454,17.8191,49.8866,83.8865,53.4573,165.6754,18.7576,17.0814,68.8575,81.6311,33.2075,92.4980,115.9445,110.0979,
27.7911,33.4008,0.0000,25.2000,35.2143,20.4012,20.4012,25.6222,14.5000,11.1550,12.6000,39.7908,20.8176,41.1167,24.1568,32.4230,31.6868,39.4116,26.9286,28.8517,31.3464,27.2454,22.8797,21.1245,82.8571,64.7135,53.4573,92.3820,90.7891,51.2862,49.4113,95.9588,87.0247,60.9225,47.8226,46.3186,43.5493,67.4408,65.0442,58.4789,45.9932,68.9509,56.8795,62.1774,66.4151,83.3219,65.0442,75.0589,72.9719,27.6363,37.3432,36.6473,70.7022,54.8440,55.1560,42.6533,46.3186,22.3100,31.1404,20.8176,20.4012,23.6179,163.9703,24.2454,87.2217,50.4426,33.9740,55.7749,82.7794,70.8538,60.0714,29.2944,41.6867,43.8928,80.5730,65.0442,45.6185,68.3885,53.2563,58.3320,95.3757,130.5657,132.6361,91.2370,112.1253,114.8849,114.9036,118.7057,83.8865,14.6472,20.7143,89.0955,109.8639,94.4944,103.5714,107.0149,132.9915,241.3548,110.4870,16.5714,210.9402,203.0951,70.4286,97.6212,20.5061,21.3267,192.0182,24.2454,100.2880,85.2312,128.1275,117.5068,48.7556,16.1784,19.6513,16.5714,82.9606,75.3157,146.2522,14.6472,39.3026,89.6476,112.1062,42.5022,64.5143,114.0039,143.4679,
24.1568,35.6382,25.2000,0.0000,49.4113,7.4686,22.0196,10.3571,11.1550,29.6583,12.6000,21.6263,31.6190,27.0081,9.2637,26.9286,6.5504,15.7755,4.6319,6.5504,6.2143,2.0714,2.9294,4.1429,61.5880,44.8119,32.7522,72.5000,68.8575,34.7235,28.1745,73.4700,66.0588,46.7336,42.7036,37.5152,35.7584,50.0583,49.8005,49.7574,33.2075,55.2726,43.9416,62.3152,68.5765,96.8490,79.9582,86.4310,86.7283,38.5308,42.7036,54.6873,83.6047,60.9225,75.4011,56.3489,53.0545,47.2358,44.3305,36.6473,40.2199,41.1167,144.2583,49.2373,112.3356,73.5576,24.9433,40.2199,65.9287,56.8795,50.4426,9.2637,25.9549,24.9433,59.3528,41.9432,21.6263,43.5493,28.1745,33.4650,70.9143,105.9673,107.7143,66.8016,108.0722,110.5452,109.5510,112.6979,107.4750,32.7522,42.6533,112.2783,107.6545,104.4994,95.3757,95.5780,115.8890,222.9843,134.3238,41.6352,185.7599,178.1549,70.7932,111.2610,14.6472,8.7883,198.2629,4.6319,90.8600,81.7362,140.6437,132.3447,73.9358,13.8956,34.2882,32.3567,58.0000,87.9321,130.3684,25.0292,49.8866,69.2304,99.0178,60.2141,86.7531,89.4560,139.3411,
29.6583,20.8176,35.2143,49.4113,0.0000,41.9432,27.7911,55.7364,43.9416,24.1568,41.0122,48.0464,17.8191,43.5000,41.6867,31.1404,53.7375,65.0112,53.4573,48.1802,54.7265,51.1605,48.8875,45.9932,84.9286,67.0900,60.0714,90.4339,93.4671,52.1572,58.1478,99.5364,87.9321,55.0392,34.2882,38.6975,36.1759,64.8790,59.6413,45.4772,43.9416,60.2141,50.4426,36.2352,37.3432,48.5351,30.7940,39.8447,38.1953,11.1550,15.7755,9.2637,35.6382,23.6179,29.0000,7.4686,16.7004,39.5746,63.8121,53.7774,50.4000,54.8440,193.6647,39.8447,79.6894,34.2882,67.6314,87.9321,114.5858,104.0055,94.4717,57.5917,73.2946,73.7615,108.7056,90.7891,70.4286,89.7433,70.8538,73.9358,117.2692,151.2285,151.5544,113.3244,147.3046,150.0750,150.1178,153.9143,93.6735,47.8226,47.8226,99.9666,81.3942,59.3167,82.1551,141.3741,122.6349,230.1897,117.3241,31.0714,225.8237,220.9740,42.7036,124.9056,35.2143,40.8550,157.2104,45.4772,135.0883,120.4282,93.2143,83.5020,51.7857,35.6382,16.1784,50.4426,103.0106,40.2199,178.9120,24.9433,7.4686,89.0955,96.6716,12.4286,80.7857,135.1677,115.5553,
17.6983,28.7772,20.4012,7.4686,41.9432,0.0000,14.6472,15.7755,9.2637,22.8797,8.7883,20.7143,24.1568,24.2454,4.6319,21.1245,12.6000,23.1593,11.7178,8.5407,13.1009,9.2637,7.4686,4.6319,63.1361,45.4300,33.7204,73.2946,70.8538,33.4008,29.4405,75.8550,67.4408,44.6199,37.5152,33.2075,31.0714,49.4113,48.1802,45.7594,30.1605,53.0949,41.2729,56.3489,62.3152,89.4560,72.5000,79.1492,79.3116,31.0714,35.6382,47.3266,76.2218,54.0162,68.1371,48.8875,45.9932,42.7036,44.4755,35.6382,38.0828,39.7908,151.7242,44.6199,106.6333,66.8016,30.1605,47.2358,73.2361,63.8121,56.5769,16.1784,32.7522,32.2239,66.8016,49.2373,28.8517,50.1012,33.4008,38.1953,77.6440,112.5455,114.0039,73.5576,113.5513,116.0924,115.2951,118.5791,104.0880,30.7940,39.7908,109.1586,102.5305,97.3792,91.7294,102.3210,115.4996,223.3015,130.7792,36.1759,191.4811,184.3688,64.8790,112.1253,7.4686,2.0714,191.7610,4.1429,97.2690,86.9507,133.3620,124.9228,68.8575,6.5504,26.9286,31.0714,64.3478,80.5730,137.6838,17.6983,42.5022,70.3066,96.9818,52.8113,84.1163,96.0929,134.7862,
7.4686,15.0802,20.4012,22.0196,27.7911,14.6472,0.0000,29.8746,19.6513,14.9373,17.0814,23.6179,10.5623,22.4059,13.8956,12.0784,25.9549,37.3432,26.3650,20.4012,27.0081,23.6179,22.0196,19.0976,65.7984,47.2812,37.3432,74.1676,74.1097,32.7522,34.1629,79.7164,69.6321,41.1167,27.6363,25.9549,23.1593,48.5351,45.4300,38.0828,26.3650,48.8875,36.8807,43.9416,49.2373,74.8299,58.0370,64.5143,64.7135,16.7004,21.3267,34.1629,61.5880,39.8447,55.2726,34.4754,31.6190,39.5746,50.7817,40.6971,40.8024,43.8928,166.0376,41.1167,98.4746,55.9669,43.5493,61.7967,87.8833,78.3044,70.4286,30.7940,47.2358,46.8711,81.0244,63.0000,42.6533,62.3152,43.9416,47.6879,89.9344,124.3202,125.1287,85.9331,126.4250,129.0452,128.4954,131.9388,101.5845,34.7235,40.8550,107.1752,91.2370,82.8571,83.3991,116.6271,113.2486,221.7590,127.6242,31.0714,201.0993,195.1105,52.4444,117.9078,7.4686,13.2636,177.9501,17.8191,111.2610,99.6010,118.7238,110.3315,63.0000,9.2637,14.5000,36.1759,75.9681,65.9287,152.3310,7.4686,27.8682,71.8162,91.7528,39.3026,83.6047,108.0722,124.3547,
33.4650,44.4755,25.6222,10.3571,55.7364,15.7755,29.8746,0.0000,12.0784,33.4008,14.9373,31.6868,38.0828,37.3432,19.0976,36.7058,13.8956,15.0802,6.5504,16.7004,12.0784,10.5623,8.5407,11.1550,69.6012,53.7375,41.6867,81.0244,76.3905,44.7160,37.0548,80.5730,74.1676,56.8795,52.8113,47.8226,45.9932,59.6413,59.7850,60.1071,43.5493,65.4060,54.2145,72.0548,78.0849,104.0055,86.5302,94.1532,93.7422,45.4300,51.1605,59.7491,90.8600,69.6321,79.6894,63.0000,61.4834,45.6185,36.6473,30.5843,35.3966,35.2143,139.0328,47.6879,111.8571,75.9963,14.6472,32.2239,58.8811,48.5351,40.8024,4.6319,17.5767,18.5274,55.0392,39.5746,21.1245,44.2821,32.7522,38.5308,70.4590,105.6632,108.2111,66.3181,97.9722,100.4803,99.6010,102.8439,103.0939,28.1745,38.6975,107.4950,117.8350,112.6979,105.7241,86.7531,125.0601,231.5279,130.0224,41.8921,187.3126,178.5759,80.5730,102.3210,23.1593,17.6983,207.5154,14.6472,81.5259,71.5168,148.2917,139.2179,72.6183,20.7143,39.7908,26.9286,58.9175,95.3082,123.1760,30.7940,57.2929,77.5611,109.0209,65.5043,81.5259,89.0955,149.6598,
24.9433,34.7235,14.5000,11.1550,43.9416,9.2637,19.6513,12.0784,0.0000,21.3267,2.9294,29.8746,26.5272,33.4650,13.8956,29.0000,17.6983,24.9433,12.4286,16.1784,17.0814,13.1009,8.5407,7.4686,71.7863,54.3725,42.5022,82.2334,79.3116,42.6533,38.0828,84.1163,76.1655,53.8571,45.5714,41.8921,39.5746,58.6255,57.4425,54.4908,39.3026,62.3152,50.4426,63.3735,68.8575,92.3820,74.7151,82.8571,82.0767,33.9740,40.8024,47.6879,79.3116,59.3167,67.6314,51.2862,50.9504,36.1759,35.2143,26.5272,29.4405,30.7940,151.1007,38.1953,101.6901,64.3144,24.1568,44.0392,70.8538,60.0714,51.1605,15.0802,29.4405,30.5843,66.9299,50.7817,31.1404,53.8970,39.3026,44.6199,80.8919,116.0740,118.1441,76.7547,106.7741,109.3942,108.8634,112.3356,96.3827,22.0196,31.6190,101.2460,110.2732,101.6901,100.4803,97.7749,124.7165,232.4158,123.2108,31.0714,196.5675,188.6024,71.9057,102.8647,14.5000,11.1550,197.4931,11.7178,92.0097,79.9582,136.8554,127.4392,63.0000,10.5623,27.8682,22.0196,68.4826,83.8097,135.0406,19.0976,45.9932,79.1492,106.1898,53.4573,75.8550,99.5148,142.9436,
22.0196,24.2454,11.1550,29.6583,24.1568,22.8797,14.9373,33.4008,21.3267,0.0000,18.5274,38.0828,10.5623,37.3432,24.9433,26.3650,35.4571,45.2407,32.7522,31.0714,35.7584,31.6868,28.1745,25.6222,80.6794,62.1774,51.9512,89.0955,88.9509,47.6879,48.4909,94.4944,84.5488,55.6594,39.8447,39.7908,36.8807,63.4074,60.0714,51.1605,41.1167,63.1361,51.2862,52.1572,55.9286,72.5000,54.3725,63.9800,62.1429,16.7004,27.0081,26.5272,59.7491,43.9416,46.3186,31.6190,35.4571,24.9433,41.4803,31.1404,29.2944,33.2075,172.4270,26.3650,84.4980,43.9416,43.9416,65.0442,91.9864,80.6794,70.5503,36.1759,50.5700,51.9099,88.1271,71.4267,51.2443,72.9719,55.9669,60.3920,100.4803,135.4214,136.8554,96.3827,123.2631,126.0171,126.0001,129.7746,86.7283,24.9433,28.1745,92.3820,99.7732,83.3734,95.0377,117.5068,127.6410,236.1883,112.6979,16.1784,213.9997,207.1843,60.2141,106.5125,19.0976,22.7857,180.8679,27.0081,111.0293,96.3604,117.2692,107.0149,48.1802,16.5714,8.5407,27.2454,87.2217,64.3478,155.9498,7.4686,28.1745,86.7531,105.1747,32.3567,69.2304,118.9584,133.6031,
22.7857,32.1572,12.6000,12.6000,41.0122,8.7883,17.0814,14.9373,2.9294,18.5274,0.0000,29.4405,23.6179,32.4230,13.2636,27.0081,19.0976,27.2454,14.6472,16.7004,18.7576,14.6472,10.3571,8.5407,71.9057,54.2145,42.5022,82.0767,79.5817,41.9432,38.1953,84.5234,76.2218,52.8113,43.5493,40.2199,37.8000,58.0370,56.5390,52.8113,38.0828,61.2036,49.2373,60.9577,66.3181,89.4560,71.7863,79.9582,79.1492,31.0714,38.0828,44.8119,76.3905,56.5769,64.8460,48.3580,48.1802,34.7235,36.1759,27.0081,29.2944,31.0714,153.9143,36.7058,99.7732,61.7967,27.0081,46.9625,73.7615,63.0000,54.0162,17.6983,32.3567,33.4008,69.6321,53.2563,33.4008,55.9286,40.6971,45.8530,83.0899,118.2348,120.1607,78.9592,109.3942,112.0296,111.5498,115.0529,95.5780,22.0196,31.0714,100.5657,108.0325,98.8226,98.7574,100.6723,124.0957,232.0092,122.3371,29.0739,198.3494,190.6165,69.4778,103.9023,12.6000,10.3571,194.7584,12.0784,94.8570,82.5458,133.9399,124.5099,61.3437,8.2857,24.9433,22.4059,70.4590,80.8919,137.9640,16.1784,43.1036,79.0949,105.0114,50.5700,75.4011,101.6901,140.8571,
18.6429,28.1745,39.7908,21.6263,48.0464,20.7143,23.6179,31.6868,29.8746,38.0828,29.4405,0.0000,33.4008,7.4686,16.1784,17.0814,18.6429,28.1745,25.2000,15.0802,20.7143,21.1245,24.2454,23.1593,43.1036,24.9433,13.8956,52.7300,51.1605,13.1009,10.5623,56.5390,47.2358,25.2000,26.5272,19.5418,19.0976,28.7772,28.1745,30.1605,13.1009,33.7204,22.7857,47.2358,54.3725,89.9344,75.4011,78.1673,80.5996,37.3432,35.3966,55.9669,76.8944,50.5700,76.8944,53.2563,44.4755,61.4834,65.0112,56.3489,58.6620,60.4985,151.4411,63.2380,122.0913,79.1492,45.7594,56.3489,78.8777,72.7363,69.1373,29.0739,43.9416,40.6971,67.4408,48.3580,30.5843,43.6968,24.1568,26.2017,70.4590,103.5714,103.5921,66.7051,127.4392,129.7746,128.3952,131.2214,123.5412,51.4532,60.0714,128.8455,89.0955,94.1532,74.6002,111.5498,94.8570,202.5874,149.9749,53.7375,178.1549,172.9364,55.1560,132.4743,19.5418,19.0976,183.3419,18.5274,108.1317,101.6901,131.3521,125.4027,86.2322,23.6179,37.8000,51.7857,55.7749,80.6794,142.1006,30.7940,45.2407,49.8866,77.3950,60.3920,104.2528,87.7856,119.5342,
15.0802,13.8956,20.8176,31.6190,17.8191,24.1568,10.5623,38.0828,26.5272,10.5623,23.6179,33.4008,0.0000,30.7940,24.2454,18.5274,36.1759,47.2812,35.6382,30.7940,37.0548,33.4008,31.0714,28.1745,74.2543,55.7749,46.7336,81.7099,82.7016,40.8024,43.9416,88.4915,77.8372,47.2358,29.8746,30.7940,27.8682,55.7749,51.7857,41.4286,33.4008,54.2145,42.7036,41.6352,45.6185,65.9287,48.5351,56.3489,55.6594,7.4686,16.5714,23.6179,52.8113,34.1629,44.7160,24.9433,25.6222,34.4754,51.7857,41.4286,39.8447,43.6968,175.8764,35.6382,89.0955,45.7594,50.5700,70.3066,96.8490,86.5302,77.5611,39.7908,55.6594,55.9669,90.9544,73.2068,52.8113,72.8542,54.4908,58.1478,100.4803,134.8817,135.6588,96.4717,131.9388,134.6429,134.4036,138.0417,95.2181,35.2143,38.6975,101.0764,89.2879,75.3157,84.6249,124.2857,118.6515,227.1499,120.6774,25.2850,211.3771,205.5834,49.7574,117.0678,17.6983,23.1593,171.9410,27.7911,118.3618,105.0114,110.3315,101.1612,55.1560,17.8191,4.6319,37.3432,86.5302,57.2929,161.2258,7.4686,19.5418,79.6894,95.3757,28.8517,78.7415,118.6334,123.0714,
