0.00000,49.37500,178.75000,228.12500,37.30000,21.67500,23.62500,39.25000,156.95000,172.57500,202.37500,218.00000,243.75000,194.37500,141.50000,65.00000,15.62500,72.75000,19.87500,69.25000,198.62500,248.00000,238.00000,222.37500,192.57500,176.95000,59.25000,43.62500,41.67500,57.30000,35.50000,84.87500,214.25000,263.62500,291.87500,242.50000,113.12500,63.75000,101.05000,85.42500,87.37500,103.00000,220.70000,236.32500,266.12500,281.75000,307.50000,258.12500,205.25000,128.75000,79.37500,136.50000,83.62500,133.00000,262.37500,311.75000,301.75000,286.12500,256.32500,240.70000,123.00000,107.37500,105.42500,121.05000,99.25000,148.62500,278.00000,327.37500,355.62500,306.25000,176.87500,127.50000,164.80000,149.17500,151.12500,166.75000,284.45000,300.07500,329.87500,345.50000,371.25000,321.87500,192.50000,143.12500,200.25000,147.37500,196.75000,269.00000,326.12500,375.50000,365.50000,349.87500,320.07500,304.45000,186.75000,171.12500,169.17500,184.80000,163.00000,212.37500,341.75000,391.12500,419.37500,370.00000,240.62500,191.25000,228.55000,212.92500,214.87500,230.50000,348.20000,363.82500,393.62500,409.25000,435.00000,385.62500,256.25000,206.87500,264.00000,211.12500,260.50000,332.75000,389.87500,439.25000,429.25000,413.62500,383.82500,368.20000,250.50000,234.87500,232.92500,248.55000,454.87500,405.50000,276.12500,226.75000,0.00000
49.37500,0.00000,129.37500,178.75000,86.67500,71.05000,41.25000,25.62500,107.57500,123.20000,153.00000,168.62500,194.37500,145.00000,92.12500,15.62500,65.00000,122.12500,69.25000,19.87500,149.25000,198.62500,188.62500,173.00000,143.20000,127.57500,45.62500,61.25000,91.05000,106.67500,84.87500,35.50000,164.87500,214.25000,242.50000,193.12500,63.75000,113.12500,150.42500,134.80000,105.00000,89.37500,171.32500,186.95000,216.75000,232.37500,258.12500,208.75000,155.87500,79.37500,128.75000,185.87500,133.00000,83.62500,213.00000,262.37500,252.37500,236.75000,206.95000,191.32500,109.37500,125.00000,154.80000,170.42500,148.62500,99.25000,228.62500,278.00000,306.25000,256.87500,127.50000,176.87500,214.17500,198.55000,168.75000,153.12500,235.07500,250.70000,280.50000,296.12500,321.87500,272.50000,143.12500,192.50000,249.62500,196.75000,147.37500,219.62500,276.75000,326.12500,316.12500,300.50000,270.70000,255.07500,173.12500,188.75000,218.55000,234.17500,212.37500,163.00000,292.37500,341.75000,370.00000,320.62500,191.25000,240.62500,277.92500,262.30000,232.50000,216.87500,298.82500,314.45000,344.25000,359.87500,385.62500,336.25000,206.87500,256.25000,313.37500,260.50000,211.12500,283.37500,340.50000,389.87500,379.87500,364.25000,334.45000,318.82500,236.87500,252.50000,282.30000,297.92500,405.50000,356.12500,226.75000,276.12500,49.37500
178.75000,129.37500,0.00000,49.37500,216.05000,200.42500,170.62500,155.00000,37.30000,21.67500,23.62500,39.25000,65.00000,15.62500,72.75000,145.00000,194.37500,251.50000,198.62500,149.25000,19.87500,69.25000,59.25000,43.62500,41.67500,57.30000,175.00000,190.62500,220.42500,236.05000,214.25000,164.87500,35.50000,84.87500,113.12500,63.75000,193.12500,242.50000,279.80000,264.17500,234.37500,218.75000,101.05000,85.42500,87.37500,103.00000,128.75000,79.37500,136.50000,208.75000,258.12500,315.25000,262.37500,213.00000,83.62500,133.00000,123.00000,107.37500,105.42500,121.05000,238.75000,254.37500,284.17500,299.80000,278.00000,228.62500,99.25000,148.62500,176.87500,127.50000,256.87500,306.25000,343.55000,327.92500,298.12500,282.50000,164.80000,149.17500,151.12500,166.75000,192.50000,143.12500,272.50000,321.87500,379.00000,326.12500,276.75000,200.25000,147.37500,196.75000,186.75000,171.12500,169.17500,184.80000,302.50000,318.12500,347.92500,363.55000,341.75000,292.37500,163.00000,212.37500,240.62500,191.25000,320.62500,370.00000,407.30000,391.67500,361.87500,346.25000,228.55000,212.92500,214.87500,230.50000,256.25000,206.87500,336.25000,385.62500,442.75000,389.87500,340.50000,264.00000,211.12500,260.50000,250.50000,234.87500,232.92500,248.55000,366.25000,381.87500,411.67500,427.30000,276.12500,226.75000,356.12500,405.50000,178.75000
228.12500,178.75000,49.37500,0.00000,265.42500,249.80000,220.00000,204.37500,86.67500,71.05000,41.25000,25.62500,15.62500,65.00000,122.12500,194.37500,243.75000,300.87500,248.00000,198.62500,69.25000,19.87500,45.62500,61.25000,91.05000,106.67500,224.37500,240.00000,269.80000,285.42500,263.62500,214.25000,84.87500,35.50000,63.75000,113.12500,242.50000,291.87500,329.17500,313.55000,283.75000,268.12500,150.42500,134.80000,105.00000,89.37500,79.37500,128.75000,185.87500,258.12500,307.50000,364.62500,311.75000,262.37500,133.00000,83.62500,109.37500,125.00000,154.80000,170.42500,288.12500,303.75000,333.55000,349.17500,327.37500,278.00000,148.62500,99.25000,127.50000,176.87500,306.25000,355.62500,392.92500,377.30000,347.50000,331.87500,214.17500,198.55000,168.75000,153.12500,143.12500,192.50000,321.87500,371.25000,428.37500,375.50000,326.12500,249.62500,196.75000,147.37500,173.12500,188.75000,218.55000,234.17500,351.87500,367.50000,397.30000,412.92500,391.12500,341.75000,212.37500,163.00000,191.25000,240.62500,370.00000,419.37500,456.67500,441.05000,411.25000,395.62500,277.92500,262.30000,232.50000,216.87500,206.87500,256.25000,385.62500,435.00000,492.12500,439.25000,389.87500,313.37500,260.50000,211.12500,236.87500,252.50000,282.30000,297.92500,415.62500,431.25000,461.05000,476.67500,226.75000,276.12500,405.50000,454.87500,228.12500
37.30000,86.67500,216.05000,265.42500,0.00000,15.62500,45.42500,61.05000,178.75000,194.37500,224.17500,239.80000,265.55000,216.17500,163.30000,86.80000,37.42500,35.45000,41.67500,91.05000,220.42500,269.80000,259.80000,244.17500,214.37500,198.75000,81.05000,65.42500,35.62500,20.00000,57.30000,106.67500,236.05000,285.42500,313.67500,264.30000,134.92500,85.55000,63.75000,79.37500,109.17500,124.80000,242.50000,258.12500,287.92500,303.55000,329.30000,279.92500,227.05000,150.55000,101.17500,99.20000,105.42500,154.80000,284.17500,333.55000,323.55000,307.92500,278.12500,262.50000,144.80000,129.17500,99.37500,83.75000,121.05000,170.42500,299.80000,349.17500,377.42500,328.05000,198.67500,149.30000,127.50000,143.12500,172.92500,188.55000,306.25000,321.87500,351.67500,367.30000,393.05000,343.67500,214.30000,164.92500,162.95000,169.17500,218.55000,290.80000,347.92500,397.30000,387.30000,371.67500,341.87500,326.25000,208.55000,192.92500,163.12500,147.50000,184.80000,234.17500,363.55000,412.92500,441.17500,391.80000,262.42500,213.05000,191.25000,206.87500,236.67500,252.30000,370.00000,385.62500,415.42500,431.05000,456.80000,407.42500,278.05000,228.67500,226.70000,232.92500,282.30000,354.55000,411.67500,461.05000,451.05000,435.42500,405.62500,390.00000,272.30000,256.67500,226.87500,211.25000,476.67500,427.30000,297.92500,248.55000,37.30000
21.67500,71.05000,200.42500,249.80000,15.62500,0.00000,29.80000,45.42500,163.12500,178.75000,208.55000,224.17500,249.92500,200.55000,147.67500,71.17500,21.80000,51.07500,26.05000,75.42500,204.80000,254.17500,244.17500,228.55000,198.75000,183.12500,65.42500,49.80000,20.00000,35.62500,41.67500,91.05000,220.42500,269.80000,298.05000,248.67500,119.30000,69.92500,79.37500,63.75000,93.55000,109.17500,226.87500,242.50000,272.30000,287.92500,313.67500,264.30000,211.42500,134.92500,85.55000,114.82500,89.80000,139.17500,268.55000,317.92500,307.92500,292.30000,262.50000,246.87500,129.17500,113.55000,83.75000,99.37500,105.42500,154.80000,284.17500,333.55000,361.80000,312.42500,183.05000,133.67500,143.12500,127.50000,157.30000,172.92500,290.62500,306.25000,336.05000,351.67500,377.42500,328.05000,198.67500,149.30000,178.57500,153.55000,202.92500,275.17500,332.30000,381.67500,371.67500,356.05000,326.25000,310.62500,192.92500,177.30000,147.50000,163.12500,169.17500,218.55000,347.92500,397.30000,425.55000,376.17500,246.80000,197.42500,206.87500,191.25000,221.05000,236.67500,354.37500,370.00000,399.80000,415.42500,441.17500,391.80000,262.42500,213.05000,242.32500,217.30000,266.67500,338.92500,396.05000,445.42500,435.42500,419.80000,390.00000,374.37500,256.67500,241.05000,211.25000,226.87500,461.05000,411.67500,282.30000,232.92500,21.67500
23.62500,41.25000,170.62500,220.00000,45.42500,29.80000,0.00000,15.62500,133.32500,148.95000,178.75000,194.37500,220.12500,170.75000,117.87500,41.37500,23.75000,80.87500,28.00000,45.62500,175.00000,224.37500,214.37500,198.75000,168.95000,153.32500,35.62500,20.00000,49.80000,65.42500,43.62500,61.25000,190.62500,240.00000,268.25000,218.87500,89.50000,71.87500,109.17500,93.55000,63.75000,79.37500,197.07500,212.70000,242.50000,258.12500,283.87500,234.50000,181.62500,105.12500,87.50000,144.62500,91.75000,109.37500,238.75000,288.12500,278.12500,262.50000,232.70000,217.07500,99.37500,83.75000,113.55000,129.17500,107.37500,125.00000,254.37500,303.75000,332.00000,282.62500,153.25000,135.62500,172.92500,157.30000,127.50000,143.12500,260.82500,276.45000,306.25000,321.87500,347.62500,298.25000,168.87500,151.25000,208.37500,155.50000,173.12500,245.37500,302.50000,351.87500,341.87500,326.25000,296.45000,280.82500,163.12500,147.50000,177.30000,192.92500,171.12500,188.75000,318.12500,367.50000,395.75000,346.37500,217.00000,199.37500,236.67500,221.05000,191.25000,206.87500,324.57500,340.20000,370.00000,385.62500,411.37500,362.00000,232.62500,215.00000,272.12500,219.25000,236.87500,309.12500,366.25000,415.62500,405.62500,390.00000,360.20000,344.57500,226.87500,211.25000,241.05000,256.67500,431.25000,381.87500,252.50000,234.87500,23.62500
39.25000,25.62500,155.00000,204.37500,61.05000,45.42500,15.62500,0.00000,117.70000,133.32500,163.12500,178.75000,204.50000,155.12500,102.25000,25.75000,39.37500,96.50000,43.62500,30.00000,159.37500,208.75000,198.75000,183.12500,153.32500,137.70000,20.00000,35.62500,65.42500,81.05000,59.25000,45.62500,175.00000,224.37500,252.62500,203.25000,73.87500,87.50000,124.80000,109.17500,79.37500,63.75000,181.45000,197.07500,226.87500,242.50000,268.25000,218.87500,166.00000,89.50000,103.12500,160.25000,107.37500,93.75000,223.12500,272.50000,262.50000,246.87500,217.07500,201.45000,83.75000,99.37500,129.17500,144.80000,123.00000,109.37500,238.75000,288.12500,316.37500,267.00000,137.62500,151.25000,188.55000,172.92500,143.12500,127.50000,245.20000,260.82500,290.62500,306.25000,332.00000,282.62500,153.25000,166.87500,224.00000,171.12500,157.50000,229.75000,286.87500,336.25000,326.25000,310.62500,280.82500,265.20000,147.50000,163.12500,192.92500,208.55000,186.75000,173.12500,302.50000,351.87500,380.12500,330.75000,201.37500,215.00000,252.30000,236.67500,206.87500,191.25000,308.95000,324.57500,354.37500,370.00000,395.75000,346.37500,217.00000,230.62500,287.75000,234.87500,221.25000,293.50000,350.62500,400.00000,390.00000,374.37500,344.57500,328.95000,211.25000,226.87500,256.67500,272.30000,415.62500,366.25000,236.87500,250.50000,39.25000
156.95000,107.57500,37.30000,86.67500,178.75000,163.12500,133.32500,117.70000,0.00000,15.62500,45.42500,61.05000,86.80000,37.42500,35.45000,107.70000,157.07500,214.20000,161.32500,111.95000,41.67500,91.05000,81.05000,65.42500,35.62500,20.00000,137.70000,153.32500,183.12500,198.75000,176.95000,127.57500,57.30000,106.67500,134.92500,85.55000,155.82500,205.20000,242.50000,226.87500,197.07500,181.45000,63.75000,79.37500,109.17500,124.80000,150.55000,101.17500,99.20000,171.45000,220.82500,277.95000,225.07500,175.70000,105.42500,154.80000,144.80000,129.17500,99.37500,83.75000,201.45000,217.07500,246.87500,262.50000,240.70000,191.32500,121.05000,170.42500,198.67500,149.30000,219.57500,268.95000,306.25000,290.62500,260.82500,245.20000,127.50000,143.12500,172.92500,188.55000,214.30000,164.92500,235.20000,284.57500,341.70000,288.82500,239.45000,162.95000,169.17500,218.55000,208.55000,192.92500,163.12500,147.50000,265.20000,280.82500,310.62500,326.25000,304.45000,255.07500,184.80000,234.17500,262.42500,213.05000,283.32500,332.70000,370.00000,354.37500,324.57500,308.95000,191.25000,206.87500,236.67500,252.30000,278.05000,228.67500,298.95000,348.32500,405.45000,352.57500,303.20000,226.70000,232.92500,282.30000,272.30000,256.67500,226.87500,211.25000,328.95000,344.57500,374.37500,390.00000,297.92500,248.55000,318.82500,368.20000,156.95000
172.57500,123.20000,21.67500,71.05000,194.37500,178.75000,148.95000,133.32500,15.62500,0.00000,29.80000,45.42500,71.17500,21.80000,51.07500,123.32500,172.70000,229.82500,176.95000,127.57500,26.05000,75.42500,65.42500,49.80000,20.00000,35.62500,153.32500,168.95000,198.75000,214.37500,192.57500,143.20000,41.67500,91.05000,119.30000,69.92500,171.45000,220.82500,258.12500,242.50000,212.70000,197.07500,79.37500,63.75000,93.55000,109.17500,134.92500,85.55000,114.82500,187.07500,236.45000,293.57500,240.70000,191.32500,89.80000,139.17500,129.17500,113.55000,83.75000,99.37500,217.07500,232.70000,262.50000,278.12500,256.32500,206.95000,105.42500,154.80000,183.05000,133.67500,235.20000,284.57500,321.87500,306.25000,276.45000,260.82500,143.12500,127.50000,157.30000,172.92500,198.67500,149.30000,250.82500,300.20000,357.32500,304.45000,255.07500,178.57500,153.55000,202.92500,192.92500,177.30000,147.50000,163.12500,280.82500,296.45000,326.25000,341.87500,320.07500,270.70000,169.17500,218.55000,246.80000,197.42500,298.95000,348.32500,385.62500,370.00000,340.20000,324.57500,206.87500,191.25000,221.05000,236.67500,262.42500,213.05000,314.57500,363.95000,421.07500,368.20000,318.82500,242.32500,217.30000,266.67500,256.67500,241.05000,211.25000,226.87500,344.57500,360.20000,390.00000,405.62500,282.30000,232.92500,334.45000,383.82500,172.57500
