0, 1357, 1905,0
1, 2650, 802,1
2, 1774, 107,1
3, 1307, 964,1
4, 3806, 746,1
5, 2687, 1353,0
6, 43, 1957,0
7, 3092, 1668,1
8, 185, 1542,1
9, 834, 629,1
10, 40, 462,0
11, 1183, 1391,1
12, 2048, 1628,1
13, 1097, 643,1
14, 1838, 1732,1
15, 234, 1118,1
16, 3314, 1881,1
17, 737, 1285,1
18, 779, 777,1
19, 2312, 1949,0
20, 2576, 189,1
21, 3078, 1541,1
22, 2781, 478,1
23, 705, 1812,1
24, 3409, 1917,1
25, 323, 1714,1
26, 1660, 1556,1
27, 3729, 1188,1
28, 693, 1383,1
29, 2361, 640,1
30, 2433, 1538,1
31, 554, 1825,1
32, 913, 317,1
33, 3586, 1909,1
34, 2636, 727,1
35, 1000, 457,1
36, 482, 1337,0
37, 3704, 1082,1
38, 3635, 1174,1
39, 1362, 1526,1
40, 2049, 417,1
41, 2552, 1909,1
42, 3939, 640,1
43, 219, 898,1
44, 812, 351,0
45, 901, 1552,0
46, 2513, 1572,1
47, 242, 584,1
48, 826, 1226,1
49, 3278, 799,1
50, 86, 1065,1
51, 14, 454,1
52, 1327, 1893,1
53, 2773, 1286,1
54, 2469, 1838,1
55, 3835, 963,0
56, 1031, 428,1
57, 3853, 1712,1
58, 1868, 197,1
59, 1544, 863,1
60, 457, 1607,1
61, 3174, 1064,1
62, 192, 1004,1
63, 2318, 1925,1
64, 2232, 1374,1
65, 396, 828,1
66, 2365, 1649,1
67, 2499, 658,1
68, 1410, 307,1
69, 2990, 214,1
70, 3646, 1018,1
71, 3394, 1028,1
72, 1779, 90,1
73, 1058, 372,1
74, 2933, 1459,1
75, 3099, 173,1
76, 2178, 978,1
77, 138, 1610,1
78, 2082, 1753,1
79, 2302, 1127,1
80, 805, 272,1
81, 22, 1617,1
82, 3213, 1085,0
83, 99, 536,1
84, 1533, 1780,1
85, 3564, 676,1
86, 29, 6,0
87, 3808, 1375,1
88, 2221, 291,1
89, 3499, 1885,0
90, 3124, 408,1
91, 781, 671,1
92, 1027, 1041,1
93, 3249, 378,0
94, 3297, 491,0
95, 213, 220,1
96, 721, 186,0
97, 3736, 1542,1
98, 868, 731,0
99, 960, 303,1
100, 1357, 1905,0
