0.00000,28.75000,63.75000,92.50000,127.50000,156.25000,191.25000,220.00000,240.07500,211.25000,176.32500,147.50000,112.57500,83.75000,48.82500,20.00000,246.25000,245.50000,217.50000,210.80000,212.20000,182.50000,181.75000,153.75000,148.45000,147.05000,118.75000,118.00000,90.00000,84.70000,83.30000,55.00000,54.25000,26.25000,19.55000,20.95000,47.50000,111.25000,175.00000,238.75000,362.62500,345.00000,298.87500,281.25000,235.12500,217.50000,171.37500,158.90000,161.17500,163.07500,173.75000,221.27500,224.47500,237.50000,285.02500,288.22500,301.25000,348.77500,351.97500,365.00000,363.75000,360.00000,356.25000,354.22500,300.00000,296.25000,292.50000,290.47500,236.25000,232.50000,228.75000,226.72500,172.50000,165.00000,168.75000,165.47500,178.75000,207.50000,242.50000,271.25000,306.25000,335.00000,370.00000,398.75000,418.82500,390.00000,355.07500,326.25000,291.32500,262.50000,227.57500,198.75000,198.30000,199.70000,205.00000,233.75000,262.05000,263.45000,268.75000,297.50000,325.80000,327.20000,332.50000,361.25000,389.55000,390.95000,396.25000,425.00000,424.25000,417.50000,360.50000,353.75000,296.75000,290.00000,233.00000,226.25000,541.37500,523.75000,477.62500,460.00000,413.87500,396.25000,350.12500,337.65000,339.92500,341.82500,351.25000,352.50000,400.02500,403.22500,415.00000,416.25000,463.77500,466.97500,478.75000,480.00000,527.52500,530.72500,542.50000,543.75000,538.75000,535.00000,532.97500,475.00000,471.25000,469.22500,411.25000,407.50000,405.47500,343.75000,347.50000,344.22500,0.00000
28.75000,0.00000,35.00000,63.75000,98.75000,127.50000,162.50000,191.25000,211.32500,182.50000,147.57500,118.75000,83.82500,55.00000,20.07500,21.25000,217.50000,216.75000,188.75000,182.05000,183.45000,153.75000,153.00000,125.00000,119.70000,118.30000,90.00000,89.25000,61.25000,55.95000,54.55000,26.25000,25.50000,28.75000,35.90000,33.15000,18.75000,82.50000,146.25000,210.00000,333.87500,316.25000,270.12500,252.50000,206.37500,188.75000,169.82500,187.65000,189.92500,191.82500,178.75000,192.52500,195.72500,208.75000,256.27500,259.47500,272.50000,320.02500,323.22500,336.25000,335.00000,331.25000,327.50000,325.47500,271.25000,267.50000,263.75000,261.72500,207.50000,203.75000,200.00000,197.97500,182.50000,192.50000,188.75000,194.22500,207.50000,178.75000,213.75000,242.50000,277.50000,306.25000,341.25000,370.00000,390.07500,361.25000,326.32500,297.50000,262.57500,233.75000,198.82500,200.00000,214.65000,211.90000,207.50000,205.00000,233.30000,234.70000,240.00000,268.75000,297.05000,298.45000,303.75000,332.50000,360.80000,362.20000,367.50000,396.25000,395.50000,388.75000,331.75000,325.00000,268.00000,261.25000,204.25000,197.50000,512.62500,495.00000,448.87500,431.25000,385.12500,367.50000,348.57500,366.40000,368.67500,370.57500,361.25000,357.50000,371.27500,374.47500,386.25000,387.50000,435.02500,438.22500,450.00000,451.25000,498.77500,501.97500,513.75000,515.00000,510.00000,506.25000,504.22500,446.25000,442.50000,440.47500,382.50000,378.75000,376.72500,371.25000,367.50000,372.97500,28.75000
63.75000,35.00000,0.00000,28.75000,63.75000,92.50000,127.50000,156.25000,176.32500,147.50000,112.57500,83.75000,48.82500,20.00000,27.32500,56.25000,182.50000,181.75000,153.75000,147.05000,148.45000,118.75000,118.00000,90.00000,84.70000,83.30000,55.00000,54.25000,26.25000,20.95000,19.55000,35.00000,43.25000,63.75000,70.90000,68.15000,52.50000,47.50000,111.25000,175.00000,298.87500,281.25000,235.12500,217.50000,171.37500,158.90000,204.82500,222.65000,224.92500,226.82500,213.75000,161.17500,163.07500,173.75000,221.27500,224.47500,237.50000,285.02500,288.22500,301.25000,300.00000,296.25000,292.50000,290.47500,236.25000,232.50000,228.75000,226.72500,172.50000,168.75000,165.00000,165.47500,217.50000,227.50000,223.75000,229.22500,242.50000,213.75000,178.75000,207.50000,242.50000,271.25000,306.25000,335.00000,355.07500,326.25000,291.32500,262.50000,227.57500,198.75000,206.07500,235.00000,249.65000,246.90000,242.50000,213.75000,198.30000,199.70000,205.00000,233.75000,262.05000,263.45000,268.75000,297.50000,325.80000,327.20000,332.50000,361.25000,360.50000,353.75000,296.75000,290.00000,233.00000,226.25000,222.00000,231.25000,477.62500,460.00000,413.87500,396.25000,350.12500,337.65000,383.57500,401.40000,403.67500,405.57500,396.25000,392.50000,339.92500,341.82500,351.25000,352.50000,400.02500,403.22500,415.00000,416.25000,463.77500,466.97500,478.75000,480.00000,475.00000,471.25000,469.22500,411.25000,407.50000,405.47500,347.50000,343.75000,344.22500,406.25000,402.50000,407.97500,63.75000
92.50000,63.75000,28.75000,0.00000,35.00000,63.75000,98.75000,127.50000,147.57500,118.75000,83.82500,55.00000,20.07500,21.25000,56.07500,85.00000,153.75000,153.00000,125.00000,118.30000,119.70000,90.00000,89.25000,61.25000,55.95000,54.55000,26.25000,25.50000,28.75000,33.15000,35.90000,63.75000,72.00000,92.50000,99.65000,96.90000,81.25000,18.75000,82.50000,146.25000,270.12500,252.50000,206.37500,188.75000,169.82500,187.65000,233.57500,251.40000,253.67500,255.57500,242.50000,189.92500,191.82500,178.75000,192.52500,195.72500,208.75000,256.27500,259.47500,272.50000,271.25000,267.50000,263.75000,261.72500,207.50000,203.75000,200.00000,197.97500,182.50000,188.75000,192.50000,194.22500,246.25000,256.25000,252.50000,257.97500,271.25000,242.50000,207.50000,178.75000,213.75000,242.50000,277.50000,306.25000,326.32500,297.50000,262.57500,233.75000,198.82500,200.00000,234.82500,263.75000,278.40000,275.65000,271.25000,242.50000,214.65000,211.90000,207.50000,205.00000,233.30000,234.70000,240.00000,268.75000,297.05000,298.45000,303.75000,332.50000,331.75000,325.00000,268.00000,261.25000,204.25000,197.50000,250.75000,260.00000,448.87500,431.25000,385.12500,367.50000,348.57500,366.40000,412.32500,430.15000,432.42500,434.32500,425.00000,421.25000,368.67500,370.57500,361.25000,357.50000,371.27500,374.47500,386.25000,387.50000,435.02500,438.22500,450.00000,451.25000,446.25000,442.50000,440.47500,382.50000,378.75000,376.72500,367.50000,371.25000,372.97500,435.00000,431.25000,436.72500,92.50000
127.50000,98.75000,63.75000,35.00000,0.00000,28.75000,63.75000,92.50000,112.57500,83.75000,48.82500,20.00000,27.32500,56.25000,91.07500,120.00000,118.75000,118.00000,90.00000,83.30000,84.70000,55.00000,54.25000,26.25000,20.95000,19.55000,35.00000,43.25000,63.75000,68.15000,70.90000,98.75000,107.00000,127.50000,134.65000,131.90000,116.25000,52.50000,47.50000,111.25000,235.12500,217.50000,171.37500,158.90000,204.82500,222.65000,268.57500,286.40000,288.67500,290.57500,277.50000,224.92500,226.82500,213.75000,161.17500,163.07500,173.75000,221.27500,224.47500,237.50000,236.25000,232.50000,228.75000,226.72500,172.50000,168.75000,165.00000,165.47500,217.50000,223.75000,227.50000,229.22500,281.25000,291.25000,287.50000,292.97500,306.25000,277.50000,242.50000,213.75000,178.75000,207.50000,242.50000,271.25000,291.32500,262.50000,227.57500,198.75000,206.07500,235.00000,269.82500,298.75000,313.40000,310.65000,306.25000,277.50000,249.65000,246.90000,242.50000,213.75000,198.30000,199.70000,205.00000,233.75000,262.05000,263.45000,268.75000,297.50000,296.75000,290.00000,233.00000,226.25000,222.00000,231.25000,285.75000,295.00000,413.87500,396.25000,350.12500,337.65000,383.57500,401.40000,447.32500,465.15000,467.42500,469.32500,460.00000,456.25000,403.67500,405.57500,396.25000,392.50000,339.92500,341.82500,351.25000,352.50000,400.02500,403.22500,415.00000,416.25000,411.25000,407.50000,405.47500,347.50000,343.75000,344.22500,402.50000,406.25000,407.97500,470.00000,466.25000,471.72500,127.50000
156.25000,127.50000,92.50000,63.75000,28.75000,0.00000,35.00000,63.75000,83.82500,55.00000,20.07500,21.25000,56.07500,85.00000,119.82500,148.75000,90.00000,89.25000,61.25000,54.55000,55.95000,26.25000,25.50000,28.75000,33.15000,35.90000,63.75000,72.00000,92.50000,96.90000,99.65000,127.50000,135.75000,156.25000,163.40000,160.65000,145.00000,81.25000,18.75000,82.50000,206.37500,188.75000,169.82500,187.65000,233.57500,251.40000,297.32500,315.15000,317.42500,319.32500,306.25000,253.67500,255.57500,242.50000,189.92500,191.82500,178.75000,192.52500,195.72500,208.75000,207.50000,203.75000,200.00000,197.97500,182.50000,188.75000,192.50000,194.22500,246.25000,252.50000,256.25000,257.97500,310.00000,320.00000,316.25000,321.72500,335.00000,306.25000,271.25000,242.50000,207.50000,178.75000,213.75000,242.50000,262.57500,233.75000,198.82500,200.00000,234.82500,263.75000,298.57500,327.50000,342.15000,339.40000,335.00000,306.25000,278.40000,275.65000,271.25000,242.50000,214.65000,211.90000,207.50000,205.00000,233.30000,234.70000,240.00000,268.75000,268.00000,261.25000,204.25000,197.50000,250.75000,260.00000,314.50000,323.75000,385.12500,367.50000,348.57500,366.40000,412.32500,430.15000,476.07500,493.90000,496.17500,498.07500,488.75000,485.00000,432.42500,434.32500,425.00000,421.25000,368.67500,370.57500,361.25000,357.50000,371.27500,374.47500,386.25000,387.50000,382.50000,378.75000,376.72500,367.50000,371.25000,372.97500,431.25000,435.00000,436.72500,498.75000,495.00000,500.47500,156.25000
191.25000,162.50000,127.50000,98.75000,63.75000,35.00000,0.00000,28.75000,48.82500,20.00000,27.32500,56.25000,91.07500,120.00000,154.82500,183.75000,55.00000,54.25000,26.25000,19.55000,20.95000,35.00000,43.25000,63.75000,68.15000,70.90000,98.75000,107.00000,127.50000,131.90000,134.65000,162.50000,170.75000,191.25000,198.40000,195.65000,180.00000,116.25000,52.50000,47.50000,171.37500,158.90000,204.82500,222.65000,268.57500,286.40000,332.32500,350.15000,352.42500,354.32500,341.25000,288.67500,290.57500,277.50000,224.92500,226.82500,213.75000,161.17500,163.07500,173.75000,172.50000,168.75000,165.00000,165.47500,217.50000,223.75000,227.50000,229.22500,281.25000,287.50000,291.25000,292.97500,345.00000,355.00000,351.25000,356.72500,370.00000,341.25000,306.25000,277.50000,242.50000,213.75000,178.75000,207.50000,227.57500,198.75000,206.07500,235.00000,269.82500,298.75000,333.57500,362.50000,377.15000,374.40000,370.00000,341.25000,313.40000,310.65000,306.25000,277.50000,249.65000,246.90000,242.50000,213.75000,198.30000,199.70000,205.00000,233.75000,233.00000,226.25000,222.00000,231.25000,285.75000,295.00000,349.50000,358.75000,350.12500,337.65000,383.57500,401.40000,447.32500,465.15000,511.07500,528.90000,531.17500,533.07500,523.75000,520.00000,467.42500,469.32500,460.00000,456.25000,403.67500,405.57500,396.25000,392.50000,339.92500,341.82500,351.25000,352.50000,347.50000,343.75000,344.22500,402.50000,406.25000,407.97500,466.25000,470.00000,471.72500,533.75000,530.00000,535.47500,191.25000
220.00000,191.25000,156.25000,127.50000,92.50000,63.75000,28.75000,0.00000,20.07500,21.25000,56.07500,85.00000,119.82500,148.75000,183.57500,212.50000,26.25000,25.50000,28.75000,35.90000,33.15000,63.75000,72.00000,92.50000,96.90000,99.65000,127.50000,135.75000,156.25000,160.65000,163.40000,191.25000,199.50000,220.00000,227.15000,224.40000,208.75000,145.00000,81.25000,18.75000,169.82500,187.65000,233.57500,251.40000,297.32500,315.15000,361.07500,378.90000,381.17500,383.07500,370.00000,317.42500,319.32500,306.25000,253.67500,255.57500,242.50000,189.92500,191.82500,178.75000,182.50000,188.75000,192.50000,194.22500,246.25000,252.50000,256.25000,257.97500,310.00000,316.25000,320.00000,321.72500,373.75000,383.75000,380.00000,385.47500,398.75000,370.00000,335.00000,306.25000,271.25000,242.50000,207.50000,178.75000,198.82500,200.00000,234.82500,263.75000,298.57500,327.50000,362.32500,391.25000,405.90000,403.15000,398.75000,370.00000,342.15000,339.40000,335.00000,306.25000,278.40000,275.65000,271.25000,242.50000,214.65000,211.90000,207.50000,205.00000,204.25000,197.50000,250.75000,260.00000,314.50000,323.75000,378.25000,387.50000,348.57500,366.40000,412.32500,430.15000,476.07500,493.90000,539.82500,557.65000,559.92500,561.82500,552.50000,548.75000,496.17500,498.07500,488.75000,485.00000,432.42500,434.32500,425.00000,421.25000,368.67500,370.57500,361.25000,357.50000,367.50000,371.25000,372.97500,431.25000,435.00000,436.72500,495.00000,498.75000,500.47500,562.50000,558.75000,564.22500,220.00000
240.07500,211.32500,176.32500,147.57500,112.57500,83.82500,48.82500,20.07500,0.00000,28.92500,63.75000,92.67500,127.50000,156.42500,191.25000,220.17500,7.67500,15.92500,36.42500,43.57500,40.82500,71.42500,79.67500,100.17500,104.57500,107.32500,135.17500,143.42500,163.92500,168.32500,171.07500,198.92500,207.17500,227.67500,234.82500,232.07500,216.42500,152.67500,88.92500,25.17500,177.50000,195.32500,241.25000,259.07500,305.00000,322.82500,368.75000,386.57500,388.85000,390.75000,377.67500,325.10000,327.00000,313.92500,261.35000,263.25000,250.17500,197.60000,199.50000,186.42500,190.17500,196.42500,200.17500,201.90000,253.92500,260.17500,263.92500,265.65000,317.67500,323.92500,327.67500,329.40000,381.42500,391.42500,387.67500,393.15000,406.42500,377.67500,342.67500,313.92500,278.92500,250.17500,215.17500,186.42500,178.75000,207.67500,242.50000,271.42500,306.25000,335.17500,370.00000,398.92500,413.57500,410.82500,406.42500,377.67500,349.82500,347.07500,342.67500,313.92500,286.07500,283.32500,278.92500,250.17500,222.32500,219.57500,215.17500,186.42500,194.67500,203.92500,258.42500,267.67500,322.17500,331.42500,385.92500,395.17500,356.25000,374.07500,420.00000,437.82500,483.75000,501.57500,547.50000,565.32500,567.60000,569.50000,560.17500,556.42500,503.85000,505.75000,496.42500,492.67500,440.10000,442.00000,432.67500,428.92500,376.35000,378.25000,368.92500,365.17500,375.17500,378.92500,380.65000,438.92500,442.67500,444.40000,502.67500,506.42500,508.15000,570.17500,566.42500,571.90000,240.07500
211.25000,182.50000,147.50000,118.75000,83.75000,55.00000,20.00000,21.25000,28.92500,0.00000,34.92500,63.75000,98.67500,127.50000,162.42500,191.25000,35.00000,34.25000,7.50000,14.65000,11.90000,42.50000,50.75000,71.25000,75.65000,78.40000,106.25000,114.50000,135.00000,139.40000,142.15000,170.00000,178.25000,198.75000,205.90000,203.15000,187.50000,123.75000,60.00000,27.50000,151.37500,166.40000,212.32500,230.15000,276.07500,293.90000,339.82500,357.65000,359.92500,361.82500,348.75000,296.17500,298.07500,285.00000,232.42500,234.32500,221.25000,168.67500,170.57500,157.50000,161.25000,167.50000,171.25000,172.97500,225.00000,231.25000,235.00000,236.72500,288.75000,295.00000,298.75000,300.47500,352.50000,362.50000,358.75000,364.22500,377.50000,348.75000,313.75000,285.00000,250.00000,221.25000,186.25000,187.50000,207.57500,178.75000,213.57500,242.50000,277.32500,306.25000,341.07500,370.00000,384.65000,381.90000,377.50000,348.75000,320.90000,318.15000,313.75000,285.00000,257.15000,254.40000,250.00000,221.25000,193.40000,190.65000,186.25000,213.75000,213.00000,206.25000,229.50000,238.75000,293.25000,302.50000,357.00000,366.25000,330.12500,345.15000,391.07500,408.90000,454.82500,472.65000,518.57500,536.40000,538.67500,540.57500,531.25000,527.50000,474.92500,476.82500,467.50000,463.75000,411.17500,413.07500,403.75000,400.00000,347.42500,349.32500,340.00000,336.25000,346.25000,350.00000,351.72500,410.00000,413.75000,415.47500,473.75000,477.50000,479.22500,541.25000,537.50000,542.97500,211.25000
