0.00000,38.69000,40.59500,42.50000,43.77000,41.86500,39.96000,55.83500,57.10500,57.74000,58.37500,59.01000,59.64500,60.91500,59.64500,57.10500,57.74000,61.55000,62.82000,64.72500,67.26500,65.36000,64.09000,67.26500,68.53500,68.53500,67.90000,66.63000,65.36000,66.63000,65.99500,66.63000,67.90000,68.53500,71.07500,67.90000,67.26500,65.99500,70.44000,57.10500,59.64500,64.09000,64.72500,65.99500,67.90000,69.80500,71.07500,73.61500,74.88500,73.61500,72.34500,71.07500,69.80500,68.53500,66.63000,65.99500,64.09000,64.72500,66.63000,67.26500,69.17000,70.44000,76.15500,74.88500,72.34500,69.80500,67.90000,67.26500,65.36000,68.69500,65.99500,67.90000,68.53500,70.44000,71.71000,74.25000,74.88500,75.52000,78.06000,77.42500,74.25000,71.71000,71.07500,69.17000,67.26500,67.26500,69.80500,71.71000,72.98000,73.61500,78.06000,78.69500,77.42500,76.79000,76.15500,74.88500,72.98000,72.34500,70.44000,68.53500,77.42500,78.06000,79.96500,80.60000,81.87000,83.77500,84.41000,86.95000,86.95000,86.31500,85.68000,84.41000,83.77500,83.14000,85.68000,86.31500,86.95000,88.22000,88.85500,89.49000,87.58500,86.31500,90.44250,93.30000,95.20500,96.15750,97.74500,99.23750,99.01500,97.74500,97.11000,97.74500,98.38000,98.38000,99.01500,99.65000,102.09500,96.15750,93.30000,99.01500,99.65000,99.65000,100.28500,101.55500,101.55500,100.92000,100.28500,100.92000,101.55500,102.82500,104.09500,102.19000,101.55500,94.57000,95.20500,95.84000,96.47500,97.11000,98.38000,101.08000,102.19000,102.82500,106.00000,107.27000,109.17500,109.81000,85.68000,88.85500,94.57000,97.11000,102.09500,104.95250,116.56000,118.40000,120.30500,118.46500,121.87500,123.78000,125.05000,124.41500,121.87500,120.13000,122.51000,125.05000,126.32000,133.46500,131.56000,125.96500,124.06000,125.96500,127.87000,133.46500,135.37000,124.41500,125.96500,127.87000,125.96500,124.06000,0.00000
38.69000,0.00000,1.90500,3.81000,5.08000,3.17500,1.27000,17.14500,18.41500,19.05000,19.68500,20.32000,20.95500,22.22500,20.95500,18.41500,19.05000,22.86000,24.13000,26.03500,28.57500,26.67000,25.40000,28.57500,29.84500,29.84500,29.21000,27.94000,26.67000,27.94000,27.30500,27.94000,29.21000,29.84500,32.38500,29.21000,28.57500,27.30500,31.75000,18.41500,20.95500,25.40000,26.03500,27.30500,29.21000,31.11500,32.38500,34.92500,36.19500,34.92500,33.65500,32.38500,31.11500,29.84500,27.94000,27.30500,25.40000,26.03500,27.94000,28.57500,30.48000,31.75000,37.46500,36.19500,33.65500,31.11500,29.21000,28.57500,26.67000,30.00500,27.30500,29.21000,29.84500,31.75000,33.02000,35.56000,36.19500,36.83000,39.37000,38.73500,35.56000,33.02000,32.38500,30.48000,28.57500,28.57500,31.11500,33.02000,34.29000,34.92500,39.37000,40.00500,38.73500,38.10000,37.46500,36.19500,34.29000,33.65500,31.75000,29.84500,38.73500,39.37000,41.27500,41.91000,43.18000,45.08500,45.72000,48.26000,48.26000,47.62500,46.99000,45.72000,45.08500,44.45000,46.99000,47.62500,48.26000,49.53000,50.16500,50.80000,48.89500,47.62500,51.75250,54.61000,56.51500,57.46750,59.05500,60.54750,60.32500,59.05500,58.42000,59.05500,59.69000,59.69000,60.32500,60.96000,63.40500,57.46750,54.61000,60.32500,60.96000,60.96000,61.59500,62.86500,62.86500,62.23000,61.59500,62.23000,62.86500,64.13500,65.40500,63.50000,62.86500,55.88000,56.51500,57.15000,57.78500,58.42000,59.69000,62.39000,63.50000,64.13500,67.31000,68.58000,70.48500,71.12000,46.99000,50.16500,55.88000,58.42000,63.40500,66.26250,77.87000,79.71000,81.61500,79.77500,83.18500,85.09000,86.36000,85.72500,83.18500,81.44000,83.82000,86.36000,87.63000,94.77500,92.87000,87.27500,85.37000,87.27500,89.18000,94.77500,96.68000,85.72500,87.27500,89.18000,87.27500,85.37000,38.69000
40.59500,1.90500,0.00000,1.90500,3.17500,1.27000,3.17500,15.24000,16.51000,17.14500,17.78000,18.41500,19.05000,20.32000,19.05000,16.51000,17.14500,20.95500,22.22500,24.13000,26.67000,24.76500,23.49500,26.67000,27.94000,27.94000,27.30500,26.03500,24.76500,26.03500,25.40000,26.03500,27.30500,27.94000,30.48000,27.30500,26.67000,25.40000,29.84500,16.51000,19.05000,23.49500,24.13000,25.40000,27.30500,29.21000,30.48000,33.02000,34.29000,33.02000,31.75000,30.48000,29.21000,27.94000,26.03500,25.40000,23.49500,24.13000,26.03500,26.67000,28.57500,29.84500,35.56000,34.29000,31.75000,29.21000,27.30500,26.67000,24.76500,28.10000,25.40000,27.30500,27.94000,29.84500,31.11500,33.65500,34.29000,34.92500,37.46500,36.83000,33.65500,31.11500,30.48000,28.57500,26.67000,26.67000,29.21000,31.11500,32.38500,33.02000,37.46500,38.10000,36.83000,36.19500,35.56000,34.29000,32.38500,31.75000,29.84500,27.94000,36.83000,37.46500,39.37000,40.00500,41.27500,43.18000,43.81500,46.35500,46.35500,45.72000,45.08500,43.81500,43.18000,42.54500,45.08500,45.72000,46.35500,47.62500,48.26000,48.89500,46.99000,45.72000,49.84750,52.70500,54.61000,55.56250,57.15000,58.64250,58.42000,57.15000,56.51500,57.15000,57.78500,57.78500,58.42000,59.05500,61.50000,55.56250,52.70500,58.42000,59.05500,59.05500,59.69000,60.96000,60.96000,60.32500,59.69000,60.32500,60.96000,62.23000,63.50000,61.59500,60.96000,53.97500,54.61000,55.24500,55.88000,56.51500,57.78500,60.48500,61.59500,62.23000,65.40500,66.67500,68.58000,69.21500,45.08500,48.26000,53.97500,56.51500,61.50000,64.35750,75.96500,77.80500,79.71000,77.87000,81.28000,83.18500,84.45500,83.82000,81.28000,79.53500,81.91500,84.45500,85.72500,92.87000,90.96500,85.37000,83.46500,85.37000,87.27500,92.87000,94.77500,83.82000,85.37000,87.27500,85.37000,83.46500,40.59500
42.50000,3.81000,1.90500,0.00000,1.27000,3.17500,5.08000,13.33500,14.60500,15.24000,15.87500,16.51000,17.14500,18.41500,17.14500,14.60500,15.24000,19.05000,20.32000,22.22500,24.76500,22.86000,21.59000,24.76500,26.03500,26.03500,25.40000,24.13000,22.86000,24.13000,23.49500,24.13000,25.40000,26.03500,28.57500,25.40000,24.76500,23.49500,27.94000,14.60500,17.14500,21.59000,22.22500,23.49500,25.40000,27.30500,28.57500,31.11500,32.38500,31.11500,29.84500,28.57500,27.30500,26.03500,24.13000,23.49500,21.59000,22.22500,24.13000,24.76500,26.67000,27.94000,33.65500,32.38500,29.84500,27.30500,25.40000,24.76500,22.86000,26.19500,23.49500,25.40000,26.03500,27.94000,29.21000,31.75000,32.38500,33.02000,35.56000,34.92500,31.75000,29.21000,28.57500,26.67000,24.76500,24.76500,27.30500,29.21000,30.48000,31.11500,35.56000,36.19500,34.92500,34.29000,33.65500,32.38500,30.48000,29.84500,27.94000,26.03500,34.92500,35.56000,37.46500,38.10000,39.37000,41.27500,41.91000,44.45000,44.45000,43.81500,43.18000,41.91000,41.27500,40.64000,43.18000,43.81500,44.45000,45.72000,46.35500,46.99000,45.08500,43.81500,47.94250,50.80000,52.70500,53.65750,55.24500,56.73750,56.51500,55.24500,54.61000,55.24500,55.88000,55.88000,56.51500,57.15000,59.59500,53.65750,50.80000,56.51500,57.15000,57.15000,57.78500,59.05500,59.05500,58.42000,57.78500,58.42000,59.05500,60.32500,61.59500,59.69000,59.05500,52.07000,52.70500,53.34000,53.97500,54.61000,55.88000,58.58000,59.69000,60.32500,63.50000,64.77000,66.67500,67.31000,43.18000,46.35500,52.07000,54.61000,59.59500,62.45250,74.06000,75.90000,77.80500,75.96500,79.37500,81.28000,82.55000,81.91500,79.37500,77.63000,80.01000,82.55000,83.82000,90.96500,89.06000,83.46500,81.56000,83.46500,85.37000,90.96500,92.87000,81.91500,83.46500,85.37000,83.46500,81.56000,42.50000
43.77000,5.08000,3.17500,1.27000,0.00000,1.90500,3.81000,12.06500,13.33500,13.97000,14.60500,15.24000,15.87500,17.14500,15.87500,15.87500,16.51000,20.32000,21.59000,23.49500,23.49500,21.59000,20.32000,23.49500,24.76500,24.76500,24.13000,22.86000,21.59000,22.86000,22.22500,22.86000,24.13000,24.76500,27.30500,24.13000,23.49500,22.22500,26.67000,13.33500,15.87500,20.32000,20.95500,22.22500,24.13000,26.03500,27.30500,29.84500,31.11500,29.84500,28.57500,27.30500,26.03500,24.76500,22.86000,22.22500,20.32000,20.95500,22.86000,23.49500,25.40000,26.67000,32.38500,31.11500,28.57500,26.03500,24.13000,23.49500,21.59000,24.92500,22.22500,24.13000,24.76500,26.67000,27.94000,30.48000,31.11500,31.75000,34.29000,33.65500,30.48000,27.94000,27.30500,25.40000,23.49500,23.49500,26.03500,27.94000,29.21000,29.84500,34.29000,34.92500,33.65500,33.02000,32.38500,31.11500,29.21000,28.57500,26.67000,24.76500,33.65500,34.29000,36.19500,36.83000,38.10000,40.00500,40.64000,43.18000,43.18000,42.54500,41.91000,40.64000,40.00500,39.37000,41.91000,42.54500,43.18000,44.45000,45.08500,45.72000,43.81500,42.54500,46.67250,49.53000,51.43500,52.38750,53.97500,55.46750,55.24500,53.97500,53.34000,53.97500,54.61000,54.61000,55.24500,55.88000,58.32500,52.38750,49.53000,55.24500,55.88000,55.88000,56.51500,57.78500,57.78500,57.15000,56.51500,57.15000,57.78500,59.05500,60.32500,58.42000,57.78500,50.80000,51.43500,52.07000,52.70500,53.34000,54.61000,57.31000,58.42000,59.05500,62.23000,63.50000,65.40500,66.04000,41.91000,45.08500,50.80000,53.34000,58.32500,61.18250,74.63500,76.47500,76.53500,74.69500,78.10500,80.01000,81.28000,80.64500,78.10500,76.36000,78.74000,81.28000,82.55000,89.69500,87.79000,82.19500,80.29000,82.19500,84.10000,89.69500,91.60000,80.64500,82.19500,84.10000,84.04000,82.13500,43.77000
41.86500,3.17500,1.27000,3.17500,1.90500,0.00000,1.90500,13.97000,15.24000,15.87500,16.51000,17.14500,17.78000,19.05000,17.78000,17.78000,18.41500,22.22500,23.49500,25.40000,25.40000,23.49500,22.22500,25.40000,26.67000,26.67000,26.03500,24.76500,23.49500,24.76500,24.13000,24.76500,26.03500,26.67000,29.21000,26.03500,25.40000,24.13000,28.57500,15.24000,17.78000,22.22500,22.86000,24.13000,26.03500,27.94000,29.21000,31.75000,33.02000,31.75000,30.48000,29.21000,27.94000,26.67000,24.76500,24.13000,22.22500,22.86000,24.76500,25.40000,27.30500,28.57500,34.29000,33.02000,30.48000,27.94000,26.03500,25.40000,23.49500,26.83000,24.13000,26.03500,26.67000,28.57500,29.84500,32.38500,33.02000,33.65500,36.19500,35.56000,32.38500,29.84500,29.21000,27.30500,25.40000,25.40000,27.94000,29.84500,31.11500,31.75000,36.19500,36.83000,35.56000,34.92500,34.29000,33.02000,31.11500,30.48000,28.57500,26.67000,35.56000,36.19500,38.10000,38.73500,40.00500,41.91000,42.54500,45.08500,45.08500,44.45000,43.81500,42.54500,41.91000,41.27500,43.81500,44.45000,45.08500,46.35500,46.99000,47.62500,45.72000,44.45000,48.57750,51.43500,53.34000,54.29250,55.88000,57.37250,57.15000,55.88000,55.24500,55.88000,56.51500,56.51500,57.15000,57.78500,60.23000,54.29250,51.43500,57.15000,57.78500,57.78500,58.42000,59.69000,59.69000,59.05500,58.42000,59.05500,59.69000,60.96000,62.23000,60.32500,59.69000,52.70500,53.34000,53.97500,54.61000,55.24500,56.51500,59.21500,60.32500,60.96000,64.13500,65.40500,67.31000,67.94500,43.81500,46.99000,52.70500,55.24500,60.23000,63.08750,76.54000,78.38000,78.44000,76.60000,80.01000,81.91500,83.18500,82.55000,80.01000,78.26500,80.64500,83.18500,84.45500,91.60000,89.69500,84.10000,82.19500,84.10000,86.00500,91.60000,93.50500,82.55000,84.10000,86.00500,85.94500,84.04000,41.86500
39.96000,1.27000,3.17500,5.08000,3.81000,1.90500,0.00000,15.87500,17.14500,17.78000,18.41500,19.05000,19.68500,20.95500,19.68500,19.68500,20.32000,24.13000,25.40000,27.30500,27.30500,25.40000,24.13000,27.30500,28.57500,28.57500,27.94000,26.67000,25.40000,26.67000,26.03500,26.67000,27.94000,28.57500,31.11500,27.94000,27.30500,26.03500,30.48000,17.14500,19.68500,24.13000,24.76500,26.03500,27.94000,29.84500,31.11500,33.65500,34.92500,33.65500,32.38500,31.11500,29.84500,28.57500,26.67000,26.03500,24.13000,24.76500,26.67000,27.30500,29.21000,30.48000,36.19500,34.92500,32.38500,29.84500,27.94000,27.30500,25.40000,28.73500,26.03500,27.94000,28.57500,30.48000,31.75000,34.29000,34.92500,35.56000,38.10000,37.46500,34.29000,31.75000,31.11500,29.21000,27.30500,27.30500,29.84500,31.75000,33.02000,33.65500,38.10000,38.73500,37.46500,36.83000,36.19500,34.92500,33.02000,32.38500,30.48000,28.57500,37.46500,38.10000,40.00500,40.64000,41.91000,43.81500,44.45000,46.99000,46.99000,46.35500,45.72000,44.45000,43.81500,43.18000,45.72000,46.35500,46.99000,48.26000,48.89500,49.53000,47.62500,46.35500,50.48250,53.34000,55.24500,56.19750,57.78500,59.27750,59.05500,57.78500,57.15000,57.78500,58.42000,58.42000,59.05500,59.69000,62.13500,56.19750,53.34000,59.05500,59.69000,59.69000,60.32500,61.59500,61.59500,60.96000,60.32500,60.96000,61.59500,62.86500,64.13500,62.23000,61.59500,54.61000,55.24500,55.88000,56.51500,57.15000,58.42000,61.12000,62.23000,62.86500,66.04000,67.31000,69.21500,69.85000,45.72000,48.89500,54.61000,57.15000,62.13500,64.99250,78.44500,80.28500,80.34500,78.50500,81.91500,83.82000,85.09000,84.45500,81.91500,80.17000,82.55000,85.09000,86.36000,93.50500,91.60000,86.00500,84.10000,86.00500,87.91000,93.50500,95.41000,84.45500,86.00500,87.91000,87.85000,85.94500,39.96000
55.83500,17.14500,15.24000,13.33500,12.06500,13.97000,15.87500,0.00000,1.27000,1.90500,2.54000,3.17500,3.81000,16.51000,16.51000,19.05000,19.68500,23.49500,24.76500,26.67000,24.13000,22.22500,20.95500,22.86000,22.86000,21.59000,20.95500,19.68500,18.41500,18.41500,16.51000,17.14500,18.41500,19.05000,20.32000,17.14500,16.51000,15.24000,18.41500,12.70000,10.16000,10.79500,11.43000,12.70000,14.60500,16.51000,17.78000,20.32000,20.32000,19.05000,17.78000,16.51000,15.24000,13.97000,12.06500,11.43000,9.52500,8.89000,10.79500,11.43000,13.33500,14.60500,20.32000,19.05000,16.51000,13.97000,12.06500,11.43000,9.52500,12.86000,10.16000,12.06500,12.70000,14.60500,15.87500,18.41500,19.05000,19.68500,22.22500,21.59000,18.41500,15.87500,15.24000,13.33500,11.43000,11.43000,13.97000,15.87500,17.14500,17.78000,22.22500,22.86000,21.59000,20.95500,20.32000,19.05000,17.14500,16.51000,14.60500,12.70000,21.59000,22.22500,24.13000,24.76500,26.03500,27.94000,28.57500,31.11500,31.11500,30.48000,29.84500,28.57500,27.94000,27.30500,29.84500,30.48000,31.11500,32.38500,33.02000,33.65500,31.75000,30.48000,34.60750,37.46500,39.37000,40.32250,41.91000,43.40250,43.18000,41.91000,41.27500,41.91000,42.54500,42.54500,43.18000,43.81500,46.26000,40.32250,37.46500,43.18000,43.81500,43.81500,44.45000,45.72000,45.72000,45.08500,44.45000,45.08500,45.72000,46.99000,48.26000,46.35500,45.72000,38.73500,39.37000,40.00500,40.64000,41.27500,42.54500,45.24500,46.35500,46.99000,50.16500,51.43500,53.34000,53.97500,29.84500,33.02000,38.73500,41.27500,46.26000,49.11750,77.81000,79.65000,77.74500,75.90500,76.20000,78.10500,79.37500,77.47000,74.93000,71.91500,74.29500,76.83500,78.10500,79.71500,77.81000,72.21500,70.31000,70.13000,72.03500,77.63000,79.53500,80.01000,83.40500,85.31000,87.21500,85.31000,55.83500
57.10500,18.41500,16.51000,14.60500,13.33500,15.24000,17.14500,1.27000,0.00000,0.63500,1.27000,1.90500,2.54000,15.24000,15.24000,17.78000,18.41500,22.22500,23.49500,25.40000,22.86000,20.95500,19.68500,21.59000,21.59000,20.32000,19.68500,18.41500,17.14500,17.14500,15.24000,15.87500,17.14500,17.78000,19.05000,15.87500,15.24000,13.97000,17.14500,11.43000,8.89000,9.52500,10.16000,11.43000,13.33500,15.24000,16.51000,19.05000,19.05000,17.78000,16.51000,15.24000,13.97000,12.70000,10.79500,10.16000,8.25500,7.62000,9.52500,10.16000,12.06500,13.33500,19.05000,17.78000,15.24000,12.70000,10.79500,10.16000,8.25500,11.59000,8.89000,10.79500,11.43000,13.33500,14.60500,17.14500,17.78000,18.41500,20.95500,20.32000,17.14500,14.60500,13.97000,12.06500,10.16000,10.16000,12.70000,14.60500,15.87500,16.51000,20.95500,21.59000,20.32000,19.68500,19.05000,17.78000,15.87500,15.24000,13.33500,11.43000,20.32000,20.95500,22.86000,23.49500,24.76500,26.67000,27.30500,29.84500,29.84500,29.21000,28.57500,27.30500,26.67000,26.03500,28.57500,29.21000,29.84500,31.11500,31.75000,32.38500,30.48000,29.21000,33.33750,36.19500,38.10000,39.05250,40.64000,42.13250,41.91000,40.64000,40.00500,40.64000,41.27500,41.27500,41.91000,42.54500,44.99000,39.05250,36.19500,41.91000,42.54500,42.54500,43.18000,44.45000,44.45000,43.81500,43.18000,43.81500,44.45000,45.72000,46.99000,45.08500,44.45000,37.46500,38.10000,38.73500,39.37000,40.00500,41.27500,43.97500,45.08500,45.72000,48.89500,50.16500,52.07000,52.70500,28.57500,31.75000,37.46500,40.00500,44.99000,47.84750,76.54000,78.38000,76.47500,74.63500,74.93000,76.83500,78.10500,76.20000,73.66000,70.64500,73.02500,75.56500,76.83500,78.44500,76.54000,70.94500,69.04000,68.86000,70.76500,76.36000,78.26500,78.74000,82.13500,84.04000,85.94500,84.04000,57.10500
57.74000,19.05000,17.14500,15.24000,13.97000,15.87500,17.78000,1.90500,0.63500,0.00000,0.63500,1.27000,1.90500,14.60500,14.60500,17.14500,17.78000,21.59000,22.86000,24.76500,22.22500,20.32000,19.05000,20.95500,20.95500,19.68500,19.05000,17.78000,16.51000,16.51000,14.60500,15.24000,16.51000,17.14500,18.41500,15.24000,14.60500,13.33500,16.51000,10.79500,8.25500,8.89000,9.52500,10.79500,12.70000,14.60500,15.87500,18.41500,18.41500,17.14500,15.87500,14.60500,13.33500,12.06500,10.16000,9.52500,7.62000,6.98500,8.89000,9.52500,11.43000,12.70000,18.41500,17.14500,14.60500,12.06500,10.16000,9.52500,7.62000,10.95500,8.25500,10.16000,10.79500,12.70000,13.97000,16.51000,17.14500,17.78000,20.32000,19.68500,16.51000,13.97000,13.33500,11.43000,9.52500,9.52500,12.06500,13.97000,15.24000,15.87500,20.32000,20.95500,19.68500,19.05000,18.41500,17.14500,15.24000,14.60500,12.70000,10.79500,19.68500,20.32000,22.22500,22.86000,24.13000,26.03500,26.67000,29.21000,29.21000,28.57500,27.94000,26.67000,26.03500,25.40000,27.94000,28.57500,29.21000,30.48000,31.11500,31.75000,29.84500,28.57500,32.70250,35.56000,37.46500,38.41750,40.00500,41.49750,41.27500,40.00500,39.37000,40.00500,40.64000,40.64000,41.27500,41.91000,44.35500,38.41750,35.56000,41.27500,41.91000,41.91000,42.54500,43.81500,43.81500,43.18000,42.54500,43.18000,43.81500,45.08500,46.35500,44.45000,43.81500,36.83000,37.46500,38.10000,38.73500,39.37000,40.64000,43.34000,44.45000,45.08500,48.26000,49.53000,51.43500,52.07000,27.94000,31.11500,36.83000,39.37000,44.35500,47.21250,75.90500,77.74500,75.84000,74.00000,74.29500,76.20000,77.47000,75.56500,73.02500,70.01000,72.39000,74.93000,76.20000,77.81000,75.90500,70.31000,68.40500,68.22500,70.13000,75.72500,77.63000,78.10500,81.50000,83.40500,85.31000,83.40500,57.74000
