0.00000,0.36401,0.57554,0.66049,0.82651,0.40697,0.98995,1.00561,0.93039,1.18849,1.35508,0.79451,1.05149,1.32877,1.00125,0.35089,0.61492,0.91001,1.19269,1.11803,0.59424,0.24622,0.31325,0.64517,1.05741,0.76526,0.87785,0.35795,0.75664,0.53444,1.36862,0.77500,0.20156,0.83217,1.08195,0.85440,0.96598,1.26516,0.97082,0.72801,0.27951,0.26575,0.16771,0.65048,0.72801,0.88070,0.72154,0.65048,0.47170,0.86783,0.45962,0.89443,1.20260,1.22117,1.23693,0.40697,1.08224,1.05119,1.59452,1.14237,0.53151,0.20616,0.20616,0.45962,1.38924,1.52582,0.76199,0.48541,0.83217,1.15434,1.01796,1.00405,0.13463,0.45277,0.58577,0.63640,0.00000
0.36401,0.00000,0.60519,0.31820,0.49812,0.21360,0.69462,0.67175,0.86205,1.00499,1.08455,0.62550,0.68784,1.01150,0.65192,0.45069,0.45621,1.00902,0.85147,0.80777,0.38161,0.41003,0.62700,0.84039,1.06213,0.51539,0.51539,0.25125,0.40000,0.17500,1.25623,0.76035,0.26101,0.49497,0.76526,0.60208,0.66002,1.03712,0.86313,0.61847,0.64080,0.60467,0.52974,0.66568,0.36401,0.54829,0.44511,0.32500,0.67082,0.91549,0.36912,0.54083,0.90898,0.86096,1.27769,0.75042,0.72543,0.85586,1.27475,0.89022,0.50000,0.21213,0.41231,0.74246,1.15434,1.26417,0.45894,0.18200,0.65192,0.87464,0.77862,0.85037,0.23049,0.18028,0.29262,0.36401,0.36401
0.57554,0.60519,0.00000,0.65000,1.05505,0.40697,0.73570,0.85000,0.37165,0.70799,0.98615,0.38079,1.05505,1.06800,1.15163,0.22500,0.30104,0.40697,1.02774,1.36611,0.98520,0.80971,0.49308,0.35355,0.48541,0.50062,0.89338,0.80506,0.90898,0.72672,0.81432,0.20156,0.41908,0.73570,0.85914,1.20260,1.23009,0.83554,0.43732,0.25739,0.73527,0.78938,0.66191,0.07500,0.81624,0.75374,1.04313,0.90312,0.28504,0.31325,0.25000,0.84336,0.90139,1.15434,0.68283,0.62500,1.18849,0.60519,1.31387,1.48535,1.04463,0.66427,0.37583,1.01119,0.95721,1.12500,0.60467,0.52022,1.25549,1.45645,1.37931,0.51296,0.54601,0.78502,0.51539,0.49117,0.57554
0.66049,0.31820,0.65000,0.00000,0.45069,0.30104,0.39528,0.35355,0.76526,0.78502,0.79057,0.47170,0.42500,0.69507,0.50621,0.60052,0.37500,1.04193,0.53502,0.74246,0.55057,0.72672,0.86783,0.97082,1.00778,0.29262,0.25125,0.53677,0.28504,0.23049,1.08311,0.73015,0.49812,0.17678,0.45069,0.66427,0.62500,0.77661,0.72887,0.53033,0.93975,0.91549,0.82802,0.68237,0.17678,0.23049,0.51539,0.35795,0.82840,0.91549,0.41231,0.23717,0.60415,0.57009,1.23744,1.00654,0.53852,0.63738,0.95721,0.90898,0.75911,0.53033,0.63738,1.06066,0.88388,0.97243,0.17500,0.18200,0.78502,0.85513,0.82765,0.67315,0.52738,0.39528,0.13463,0.17678,0.66049
0.82651,0.49812,1.05505,0.45069,0.00000,0.65192,0.76035,0.62500,1.21501,1.20960,1.12500,0.92229,0.41382,0.94141,0.20156,0.93941,0.81394,1.46031,0.72154,0.31325,0.32596,0.74582,1.11803,1.33065,1.45344,0.73824,0.35000,0.50990,0.16771,0.33541,1.52315,1.16673,0.75911,0.51539,0.75000,0.25125,0.17678,1.16726,1.17925,0.97628,1.07761,1.01119,0.97532,1.10114,0.27951,0.55902,0.17678,0.17678,1.16539,1.34536,0.80506,0.45069,0.92500,0.60467,1.68170,1.23136,0.30516,1.06800,1.16216,0.45894,0.59002,0.62500,0.91001,1.06800,1.25623,1.30096,0.60415,0.53502,0.41908,0.40697,0.38810,1.11803,0.70711,0.37500,0.56679,0.62500,0.82651
0.40697,0.21360,0.40697,0.30104,0.65192,0.00000,0.58363,0.61492,0.64904,0.81892,0.95033,0.42793,0.72543,0.92534,0.76689,0.30414,0.25000,0.81394,0.80506,0.96469,0.59266,0.55340,0.57009,0.68784,0.85000,0.36056,0.55000,0.45277,0.51539,0.32016,1.05119,0.54886,0.21506,0.45069,0.68007,0.79726,0.82538,0.87321,0.65431,0.40697,0.67546,0.67268,0.56679,0.46098,0.43661,0.49244,0.63738,0.49624,0.53444,0.71063,0.16008,0.53444,0.79569,0.86783,1.06800,0.71151,0.81892,0.67315,1.19085,1.07848,0.70401,0.35795,0.34004,0.85330,0.99530,1.12361,0.36056,0.12748,0.86205,1.05030,0.97372,0.65192,0.29155,0.39131,0.19039,0.23049,0.40697
0.98995,0.69462,0.73570,0.39528,0.76035,0.58363,0.00000,0.17678,0.64080,0.47170,0.39528,0.37583,0.48023,0.34731,0.71589,0.80506,0.45069,1.03592,0.30414,0.98489,0.93708,1.10255,1.11943,1.08915,0.89617,0.24622,0.41908,0.92905,0.60208,0.62500,0.80506,0.70401,0.79726,0.25000,0.12500,1.00499,0.91001,0.40697,0.55902,0.50000,1.25822,1.25524,1.15027,0.72672,0.50000,0.20156,0.87500,0.72672,0.99624,0.88776,0.59266,0.31623,0.21506,0.48088,1.11803,1.26516,0.68648,0.35355,0.61033,1.20208,1.15434,0.90139,0.90139,1.42522,0.50000,0.57717,0.23585,0.52022,1.15000,1.12361,1.14728,0.45069,0.86783,0.79057,0.41003,0.35355,0.98995
1.00561,0.67175,0.85000,0.35355,0.62500,0.61492,0.17678,0.00000,0.80506,0.64517,0.50000,0.52202,0.30516,0.34731,0.55340,0.87928,0.55057,1.18242,0.19039,0.82234,0.84595,1.07964,1.17925,1.20104,1.06213,0.35089,0.27500,0.88070,0.48088,0.56181,0.98011,0.84890,0.82802,0.17678,0.12500,0.87536,0.76035,0.56181,0.72887,0.63738,1.28282,1.26516,1.17180,0.85330,0.39528,0.12500,0.76035,0.62500,1.08915,1.03712,0.66708,0.17678,0.30000,0.31623,1.28695,1.32311,0.51478,0.53033,0.60519,1.04940,1.08455,0.88388,0.95197,1.41421,0.63738,0.67685,0.26101,0.52022,1.03259,0.96501,1.00499,0.62500,0.87500,0.72887,0.42500,0.39528,1.00561
0.93039,0.86205,0.37165,0.76526,1.21501,0.64904,0.64080,0.80506,0.00000,0.39131,0.74035,0.30104,1.08167,0.90139,1.25524,0.58843,0.41382,0.43157,0.94108,1.50520,1.23491,1.15000,0.86096,0.62099,0.25739,0.49624,0.95721,1.09829,1.05030,0.92804,0.44300,0.18028,0.75000,0.76526,0.75911,1.41090,1.39014,0.55340,0.10308,0.24622,1.10680,1.15812,1.03078,0.30208,0.94108,0.75581,1.25300,1.09772,0.63097,0.28504,0.50559,0.87500,0.72672,1.11943,0.48541,0.98615,1.26120,0.35089,1.10708,1.67126,1.34838,0.98011,0.74035,1.37772,0.66002,0.84039,0.63738,0.71589,1.50021,1.62038,1.58213,0.22638,0.87536,1.03592,0.65192,0.59002,0.93039
1.18849,1.00499,0.70799,0.78502,1.20960,0.81892,0.47170,0.64517,0.39131,0.00000,0.37583,0.39528,0.95033,0.59424,1.18533,0.88776,0.57717,0.81432,0.71063,1.45344,1.32877,1.37045,1.19504,1.00561,0.57717,0.50062,0.88353,1.25623,1.04403,1.00281,0.33634,0.55509,0.98900,0.69642,0.54829,1.44309,1.36953,0.17500,0.29155,0.47170,1.41090,1.44244,1.31933,0.65431,0.93408,0.66002,1.29928,1.14264,0.98995,0.67315,0.72887,0.78262,0.43732,0.91992,0.75664,1.33159,1.15812,0.15000,0.75166,1.66208,1.50333,1.17686,1.02956,1.64810,0.26926,0.45069,0.61288,0.82651,1.57003,1.58902,1.59726,0.19526,1.09915,1.15000,0.72500,0.65000,1.18849
